Выборы Президента Российской Федерации																																																																				
Дата голосования: 02.03.2008																																																																				
																																																																				
Наименование Избирательной комиссии:    Зеленодольская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
	Число участковых избирательных комиссий	61																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	61																																																																		
																																																																				
		Сумма	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609					
1	"Число избирателей, включенных в списки избирателей"	45768	580	305	329	2004	1715	1361	1034	524	481	661	2098	608	915	1445	553	168	193	431	555	394	2179	1713	730	804	969	986	1650	881	996	1757	951	1022	1070	197	1257	1692	1391	117	377	292	104	340	286	149	718	467	1898	251	776	163	225	176	202	383	458	391	97	582	272	306	139					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44562	575	288	318	1886	1670	1306	1007	524	470	658	2048	610	907	1450	557	172	193	437	547	397	2093	1581	722	805	965	898	1598	888	958	1624	910	945	1020	196	1198	1617	1360	105	365	292	109	326	284	149	733	467	1896	249	796	164	227	176	205	386	456	387	97	577	270	307	141					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	40567	549	269	294	1877	1576	1213	964	404	391	606	1999	567	830	1304	514	141	186	414	533	331	2006	1402	666	761	858	870	1376	764	912	1527	747	871	911	179	1025	1138	1082	79	321	248	84	259	284	149	667	450	1803	225	662	160	223	176	202	367	449	341	91	555	270	306	139					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2197	7	16	16	9	19	39	38	94	58	21	18	33	49	95	30	27	7	17	14	61	83	66	56	33	83	28	86	53	22	97	55	44	15	11	111	57	101	26	44	44	19	67	0	0	49	17	84	24	76	0	0	0	0	14	7	29	6	22	0	0	0					
6	Число погашенных избирательных бюллетеней	1798	19	3	8	0	75	54	5	26	21	31	31	10	28	51	13	4	0	6	0	5	4	113	0	11	24	0	136	71	24	0	108	30	94	6	62	422	177	0	0	0	6	0	0	0	17	0	9	0	58	4	4	0	3	5	0	17	0	0	0	1	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2197	7	16	16	9	19	39	38	94	58	21	18	33	49	95	30	27	7	17	14	61	83	66	56	33	83	28	86	53	22	97	55	44	15	11	111	57	101	26	44	44	19	67	0	0	49	17	84	24	76	0	0	0	0	14	7	29	6	22	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	40547	549	269	294	1877	1576	1213	964	404	391	606	1999	567	830	1304	514	141	186	414	533	331	2003	1402	666	761	858	870	1376	764	912	1527	747	871	911	179	1025	1134	1070	79	321	247	84	259	284	149	667	450	1803	225	662	160	223	176	202	367	449	341	91	555	270	306	139					
9	Число недействительных избирательных бюллетеней	279	8	0	1	0	3	5	6	0	47	2	8	0	1	7	4	0	0	0	1	0	21	19	0	4	1	0	17	3	11	14	0	10	6	15	30	8	15	0	0	0	3	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0					
10	Число действительных избирательных бюллетеней	42465	548	285	309	1886	1592	1247	996	498	402	625	2009	600	878	1392	540	168	193	431	546	392	2065	1449	722	790	940	898	1445	814	923	1610	802	905	920	175	1106	1183	1156	105	365	291	100	326	277	149	716	467	1887	249	738	159	223	176	202	381	456	370	96	577	270	306	139					
11	Число полученных открепительных  удостоверений	697	9	8	10	25	25	20	20	10	10	10	25	10	15	30	10	5	5	5	8	5	35	20	11	9	15	15	20	15	15	20	15	15	15	5	15	20	20	3	5	5	3	5	5	4	20	5	25	5	10	5	5	3	5	5	5	5	5	5	5	5	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	475	5	1	3	22	19	10	20	2	4	5	19	10	7	30	5	1	0	4	3	3	35	9	11	3	15	8	20	15	7	20	5	11	15	4	9	17	20	2	3	5	3	3	0	0	16	5	8	1	10	0	4	0	1	5	4	4	0	1	1	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	465	7	18	8	11	5	9	1	6	13	9	12	8	9	16	6	3	1	6	10	3	23	11	0	2	4	12	11	7	7	13	12	17	40	5	14	11	7	8	2	3	3	8	2	1	4	8	19	3	6	5	4	0	0	4	5	5	3	7	4	2	2					
14	Число неиспользованных открепительных удостоверений	222	4	7	7	3	6	10	0	8	6	5	6	0	8	0	5	4	5	1	5	2	0	11	0	6	0	7	0	0	8	0	10	4	0	1	6	3	0	1	2	0	0	2	5	4	4	0	17	4	0	5	1	3	4	0	1	1	5	4	4	4	3					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																				
