Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Ахвахская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106					
1	"Число избирателей, внесенных в списки избирателей"	11585	1618	411	200	72	342	46	115	203	43	262	449	60	403	313	340	685	752	232	347	291	90	137	352	544	435	333	409	184	54	146	47	308	669	408	285					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11193	1563	402	200	69	329	46	113	191	43	239	434	61	403	300	340	685	738	197	334	274	89	133	310	525	432	321	370	184	54	146	47	257	669	408	287					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9426	1303	288	187	59	320	40	80	150	31	216	390	54	354	266	323	622	681	177	137	272	88	100	296	216	387	248	202	165	47	141	38	257	644	381	266					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	134	0	0	0	0	9	0	1	6	2	11	22	4	40	8	0	0	0	0	16	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	1632	260	114	13	10	0	6	32	35	10	12	22	3	9	26	17	63	57	20	181	2	1	33	14	309	30	73	168	19	7	5	9	0	24	27	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	134	0	0	0	0	9	0	1	6	2	11	22	4	40	8	0	0	0	0	16	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9396	1296	287	187	59	320	40	80	150	31	216	390	54	354	266	323	622	681	177	137	260	88	90	296	216	387	248	202	165	47	141	38	257	644	381	266					
9	Число недействительных избирательных бюллетеней	31	6	0	0	0	2	1	0	0	0	2	1	0	0	1	4	0	0	0	0	3	0	1	7	0	0	0	1	0	0	0	0	2	0	0	0					
10	Число действительных избирательных бюллетеней	9499	1290	287	187	59	327	39	81	156	33	225	411	58	394	273	319	622	681	177	153	257	88	89	289	216	402	248	201	165	47	141	38	255	644	381	266					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	230	32	8	4	1	7	1	2	4	1	5	9	1	9	6	6	14	15	4	7	6	2	3	6	11	9	7	8	4	1	3	1	5	14	8	6					
