Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Свирская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261					
1	"Число избирателей, внесенных в список избирателей"	11572	997	740	760	673	699	703	742	750	747	762	655	856	854	858	401	375					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10700	850	700	700	600	700	600	700	700	700	700	600	700	800	800	400	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6590	673	590	372	348	379	352	509	349	456	430	440	387	359	391	226	329					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	574	50	62	22	24	18	31	40	37	40	32	39	45	38	48	26	22					
6	Число погашенных избирательных бюллетеней	3536	127	48	306	228	303	217	151	314	204	238	121	268	403	361	148	99					
7	Число избирательных бюллетеней в переносных ящиках для голосования	574	50	62	22	24	18	31	40	37	40	32	39	45	38	48	26	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6587	673	588	372	348	379	352	509	349	456	429	440	387	359	391	226	329					
9	Число недействительных избирательных бюллетеней	109	7	10	3	5	5	2	3	5	24	1	3	8	10	3	0	20					
10	Число действительных избирательных бюллетеней	7052	716	640	391	367	392	381	546	381	472	460	476	424	387	436	252	331					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	484	30	35	40	24	30	30	30	25	25	20	40	25	15	25	20	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	484	30	35	40	24	30	30	30	25	25	20	40	25	15	25	20	70					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	172	15	11	9	10	4	9	11	13	7	5	16	34	5	10	13	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	1	1	1	0	3	0	0	0	0	0	4	0	1	3	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	932	80	68	49	76	57	59	65	58	102	73	58	50	46	47	18	26					
		13.01%	11.07%	10.46%	12.44%	20.43%	14.36%	15.40%	11.84%	15.03%	20.56%	15.84%	12.11%	11.57%	11.59%	10.71%	7.14%	7.41%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1145	82	83	77	55	62	67	70	57	67	66	64	98	81	91	62	63					
		15.99%	11.34%	12.77%	19.54%	14.78%	15.62%	17.49%	12.75%	14.77%	13.51%	14.32%	13.36%	22.69%	20.40%	20.73%	24.60%	17.95%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	85	4	7	4	3	5	5	2	6	5	3	2	9	7	13	7	3					
		1.19%	0.55%	1.08%	1.02%	0.81%	1.26%	1.31%	0.36%	1.55%	1.01%	0.65%	0.42%	2.08%	1.76%	2.96%	2.78%	0.85%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	845	69	52	47	53	63	50	50	59	62	58	67	55	55	59	30	16					
		11.80%	9.54%	8.00%	11.93%	14.25%	15.87%	13.05%	9.11%	15.28%	12.50%	12.58%	13.99%	12.73%	13.85%	13.44%	11.90%	4.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	130	7	11	15	4	9	4	11	3	5	5	9	15	13	10	4	5					
		1.82%	0.97%	1.69%	3.81%	1.08%	2.27%	1.04%	2.00%	0.78%	1.01%	1.08%	1.88%	3.47%	3.27%	2.28%	1.59%	1.42%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3891	471	418	199	175	195	194	346	197	228	252	275	194	185	213	131	218					
		54.34%	65.15%	64.31%	50.51%	47.04%	49.12%	50.65%	63.02%	51.04%	45.97%	54.66%	57.41%	44.91%	46.60%	48.52%	51.98%	62.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	3	1	0	1	1	2	2	1	3	3	1	3	0	3	0	0					
		0.34%	0.41%	0.15%	0.00%	0.27%	0.25%	0.52%	0.36%	0.26%	0.60%	0.65%	0.21%	0.69%	0.00%	0.68%	0.00%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
