Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Буйская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44					
1	"Число избирателей, внесенных в списки"	6698	348	336	85	447	208	181	197	197	225	282	166	256	244	221	522	572	269	160	353	139	71	153	602	464					
2	"Число бюллетеней, полученных участковыми комиссиями"	6550	340	330	90	440	200	170	190	200	220	280	160	250	240	210	500	560	260	160	340	140	70	150	590	460					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3780	190	185	49	255	79	94	114	101	102	125	112	109	150	140	287	415	154	64	221	81	39	105	330	279					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1023	55	52	12	50	78	35	31	35	43	70	18	81	53	30	55	7	43	60	47	20	28	18	36	66					
6	Число погашенных бюллетеней	1747	95	93	29	135	43	41	45	64	75	85	30	60	37	40	158	138	63	36	72	39	3	27	224	115					
7	Число бюллетеней в переносных ящиках для голосования	1023	55	52	12	50	78	35	31	35	43	70	18	81	53	30	55	7	43	60	47	20	28	18	36	66					
8	Число бюллетеней в стационарных ящиках для голосования	3780	190	185	49	255	79	94	114	101	102	125	112	109	150	140	287	415	154	64	221	81	39	105	330	279					
9	Число недействительных бюллетеней	53	1	1	1	5	1	0	2	1	4	3	2	0	1	0	6	2	1	5	6	2	0	3	3	3					
10	Число действительных бюллетеней	4750	244	236	60	300	156	129	143	135	141	192	128	190	202	170	336	420	196	119	262	99	67	120	363	342					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	87	4	4	2	6	3	2	2	3	3	4	2	3	3	3	7	7	3	2	4	2	2	2	8	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	1	0	2	1	1	1	2	1	1	0	2	1	1	1	5	1	0	2	2	1	2	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	4	1	2	4	2	4	2	2	1	5	3	3	1	1	1	4	1	2	7	1	3	3	1	7					
14	Число погашенных открепительных удостоверений	55	3	4	0	5	2	1	0	2	2	4	0	2	2	2	2	6	3	0	2	1	0	2	6	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
