Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Увинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039					
1	"Число избирателей, внесенных в списки избирателей"	31315	1053	417	316	521	391	953	592	377	851	523	282	197	1593	993	241	762	421	137	446	215	978	709	1075	1028	438	75	278	107	334	387	340	2213	1176	999	2021	2523	2581	2574	198					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31000	1030	400	300	520	390	930	590	370	860	540	280	200	1580	990	230	720	500	150	440	220	990	680	1050	1040	450	70	300	100	350	380	320	2200	1100	1000	2000	2430	2600	2500	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19086	595	217	217	312	274	583	404	245	499	334	187	120	953	566	173	442	405	88	283	148	515	428	566	609	301	49	239	85	220	214	197	1338	606	518	1234	1659	1579	1513	171					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1223	41	34	24	19	24	52	53	16	37	33	21	22	76	36	20	30	16	13	30	4	102	78	21	48	38	3	12	0	26	15	11	13	105	12	24	42	26	46	0					
6	Число погашенных избирательных бюллетеней	10690	394	149	59	189	92	295	133	109	324	173	72	58	551	388	37	248	79	49	127	68	373	173	463	383	111	18	49	15	104	151	112	849	389	470	742	729	995	941	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1223	41	34	24	19	24	52	53	16	37	33	21	22	76	36	20	30	16	13	30	4	102	78	21	48	38	3	12	0	26	15	11	13	105	12	24	42	26	46	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19085	595	217	217	312	274	583	404	245	499	334	187	120	953	566	173	442	405	88	283	148	515	428	566	608	301	49	239	85	220	214	197	1338	606	518	1234	1659	1579	1513	171					
9	Число недействительных избирательных бюллетеней	215	0	1	4	10	5	8	3	7	7	5	2	0	7	11	4	6	0	0	2	3	5	7	6	7	2	1	0	2	3	5	3	14	11	5	19	11	12	14	3					
10	Число действительных избирательных бюллетеней	20093	636	250	237	321	293	627	454	254	529	362	206	142	1022	591	189	466	421	101	311	149	612	499	581	649	337	51	251	83	243	224	205	1337	700	525	1239	1690	1593	1545	168					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	493	6	10	5	5	17	10	31	7	6	15	5	8	29	14	1	25	15	17	11	7	11	12	12	17	17	6	23	13	17	12	5	20	10	5	27	7	24	9	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	462	6	10	5	5	17	10	31	6	6	14	4	4	28	14	1	25	15	15	4	7	10	12	9	17	17	5	23	13	16	9	5	20	6	5	26	7	24	9	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	384	4	6	2	1	12	22	36	6	1	3	4	2	37	33	6	6	5	2	0	1	0	7	13	7	3	4	5	3	0	6	2	8	16	5	18	22	22	12	42					
14	Число погашенных неиспользованных открепительных удостоверений	31	0	0	0	0	0	0	0	1	0	1	1	4	1	0	0	0	0	2	7	0	1	0	3	0	0	1	0	0	1	3	0	0	4	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	387	16	5	3	17	5	15	9	6	15	9	2	6	27	11	5	9	4	1	10	1	18	12	6	19	4	1	12	1	6	4	3	24	10	8	23	8	26	22	4					
		1.91%	2.52%	1.99%	1.24%	5.14%	1.68%	2.36%	1.97%	2.30%	2.80%	2.45%	0.96%	4.23%	2.62%	1.83%	2.59%	1.91%	0.95%	0.99%	3.19%	0.66%	2.92%	2.37%	1.02%	2.90%	1.18%	1.92%	4.78%	1.18%	2.44%	1.75%	1.44%	1.78%	1.41%	1.51%	1.83%	0.47%	1.62%	1.41%	2.34%					
19	2.Всероссийская политическая партия «Гражданская Сила»	95	0	0	0	0	0	3	0	1	2	0	0	0	9	2	0	0	0	0	0	0	2	1	6	0	2	0	1	1	2	0	0	10	12	4	8	10	10	8	1					
