Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Артемовская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93					
1	"Число избирателей, внесенных в списки"	51791	2023	834	1337	2547	915	1723	621	1473	1088	2235	2281	2365	569	1168	1485	2826	1357	1486	1610	1906	1425	2678	2609	1125	1464	1385	1285	1133	454	551	115	589	867	762	1892	614	176	474	344					
2	"Число бюллетеней, полученных участковыми комиссиями"	51065	2000	830	1320	2535	905	1695	630	1455	1060	2225	2255	2390	570	1085	1465	2770	1340	1470	1580	1910	1415	2635	2615	1095	1435	1380	1030	1135	455	555	118	590	865	765	1885	615	177	475	335					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20245	837	323	593	1145	373	594	132	559	385	1096	1038	984	224	464	579	1039	551	516	634	767	576	1096	1066	443	403	446	510	528	239	208	62	161	277	229	453	244	110	207	154					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2214	50	14	23	66	18	43	146	30	87	24	52	20	27	126	60	97	54	64	107	48	13	53	52	35	96	112	45	45	16	57	11	66	76	61	197	58	13	33	19					
6	Число погашенных бюллетеней	28584	1113	493	704	1324	514	1058	352	866	588	1105	1165	1386	319	495	826	1634	735	890	839	1095	826	1486	1497	617	936	822	475	562	200	290	45	361	512	475	1215	313	54	235	162					
7	Число бюллетеней в переносных ящиках для голосования	2234	50	14	23	66	18	43	146	30	87	24	52	20	27	126	60	97	54	64	107	48	13	53	52	35	96	112	45	45	16	57	11	66	76	61	217	58	13	33	19					
8	Число бюллетеней в стационарных ящиках для голосования	20235	837	323	593	1145	373	594	132	559	385	1086	1038	984	224	464	579	1039	551	516	634	767	576	1096	1066	443	403	446	510	528	239	208	62	161	277	229	453	244	110	207	154					
9	Число недействительных бюллетеней	350	13	7	6	8	2	10	2	10	2	12	12	11	4	10	9	22	7	14	0	16	11	26	21	19	15	13	3	7	3	0	4	4	9	4	14	9	1	6	4					
10	Число действительных бюллетеней	22119	874	330	610	1203	389	627	276	579	470	1098	1078	993	247	580	630	1114	598	566	741	799	578	1123	1097	459	484	545	552	566	252	265	69	223	344	286	656	293	122	234	169					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	600	20	10	15	30	10	20	10	20	10	30	30	30	10	10	20	30	15	20	20	20	20	30	30	10	15	15	10	10	5	5	5	5	10	10	20	5	5	5	5					
