Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Алапаевская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53					
1	"Число избирателей, внесенных в список избирателей"	29480	962	293	87	77	1449	1348	1456	1525	962	1826	536	578	926	548	766	791	197	167	82	133	919	654	189	884	163	326	176	158	441	1217	221	145	822	639	260	427	803	574	499	714	767	766	775	183	125	272	266	429	93	38	247	512	67					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29333	990	300	80	200	1385	1380	1450	1535	950	1796	547	540	860	500	800	800	200	172	70	135	920	620	190	920	140	320	170	150	450	1220	220	130	820	640	250	420	820	580	500	720	750	750	760	170	120	260	245	435	90	40	250	500	73					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	100	0	0	0	0	7	0	0	0	0	4	6	56	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12985	392	143	28	75	397	537	696	813	353	656	222	196	504	264	357	359	108	79	31	57	384	310	82	509	89	153	114	85	223	482	53	69	428	342	114	174	371	256	218	276	339	348	301	94	52	124	122	162	57	20	106	224	37					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1515	56	17	5	0	75	43	22	40	47	42	58	23	27	45	33	10	15	9	12	3	72	41	18	37	12	14	5	9	29	91	25	15	21	23	11	16	22	64	66	39	26	29	38	25	29	27	21	31	4	1	20	52	0					
6	Число погашенных избирательных бюллетеней	14732	542	140	47	125	906	800	732	682	550	1094	261	265	329	190	410	431	77	75	27	75	464	269	90	374	39	153	51	56	198	647	142	46	371	275	125	230	409	260	216	405	385	373	421	51	39	109	102	242	29	19	124	224	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1615	56	17	5	0	82	43	22	40	47	46	64	79	27	45	33	10	15	18	12	3	72	41	18	37	12	14	5	9	29	91	25	15	21	23	11	16	40	64	66	39	26	29	38	25	29	27	21	31	4	1	20	52	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12983	392	143	28	75	397	537	696	813	353	656	222	196	504	263	357	359	108	79	31	57	384	310	82	509	89	153	114	85	223	481	53	69	428	342	114	174	371	256	218	276	339	348	301	94	52	124	122	162	57	20	106	224	37					
9	Число недействительных избирательных бюллетеней	367	14	9	0	3	15	23	23	17	11	24	3	4	11	8	5	13	0	0	0	1	16	11	1	11	0	2	4	2	6	13	2	1	7	9	7	0	9	11	4	8	13	10	10	2	1	2	3	11	1	0	4	2	0					
10	Число действительных избирательных бюллетеней	14231	434	151	33	72	464	557	695	836	389	678	283	271	520	300	385	356	123	97	43	59	440	340	99	535	101	165	115	92	246	559	76	83	442	356	118	190	402	309	280	307	352	367	329	117	80	149	140	182	60	21	122	274	37					
