Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Алапаевская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52					
1	"Число избирателей, внесенных в списки избирателей"	29994	1705	928	2016	1843	1962	1058	578	524	835	1284	755	192	158	313	272	472	105	89	570	49	303	106	323	41	141	648	176	498	950	538	781	761	220	188	666	103	1010	200	890	158	316	163	168	420	1168	216	163	814	661	258	408	830					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29943	1700	851	2050	1850	1900	1048	551	500	850	1250	749	200	150	301	250	450	100	100	550	50	300	100	300	50	150	651	296	501	948	549	800	750	250	200	648	100	1000	200	949	150	350	150	150	450	1200	200	150	780	670	250	400	851					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16787	831	457	935	1067	1143	566	365	276	436	762	428	106	80	168	194	235	70	81	265	38	150	56	238	26	101	305	176	226	538	299	456	521	131	94	387	70	535	112	566	102	216	128	95	270	575	80	92	449	368	149	271	502					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1936	37	47	71	37	121	47	107	60	70	35	41	35	43	30	18	51	7	0	82	0	35	4	12	0	4	82	0	70	26	43	26	14	15	28	59	9	118	34	31	12	0	0	16	25	115	75	20	23	36	11	8	46					
6	Число погашенных избирательных бюллетеней	11220	832	347	1044	746	636	435	79	164	344	453	280	59	27	103	38	164	23	19	203	12	115	40	50	24	45	264	120	205	384	207	318	215	104	78	202	21	347	54	352	36	134	22	39	155	510	45	38	308	266	90	121	303					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1936	37	47	71	37	121	47	107	60	70	35	41	35	43	30	18	51	7	0	82	0	35	4	12	0	4	82	0	70	26	43	26	14	15	28	59	9	118	34	31	12	0	0	16	25	115	75	20	23	36	11	8	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16787	831	457	935	1067	1143	566	365	276	436	762	428	106	80	168	194	235	70	81	265	38	150	56	238	26	101	305	176	226	538	299	456	521	131	94	387	70	535	112	566	102	216	128	95	270	575	80	92	449	368	149	271	502					
9	Число недействительных избирательных бюллетеней	150	7	6	9	9	6	2	0	1	2	4	4	3	2	0	3	5	0	1	4	0	2	0	0	0	3	6	3	1	4	9	2	4	0	0	0	3	7	0	6	1	1	0	1	0	2	0	1	3	5	2	2	14					
10	Число действительных избирательных бюллетеней	18573	861	498	997	1095	1258	611	472	335	504	793	465	138	121	198	209	281	77	80	343	38	183	60	250	26	102	381	173	295	560	333	480	531	146	122	446	76	646	146	591	113	215	128	110	295	688	155	111	469	399	158	277	534					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	447	37	10	15	10	17	10	15	15	10	13	10	3	3	5	5	10	3	3	15	3	5	3	10	3	4	10	0	8	12	5	10	10	7	3	6	3	10	3	25	3	5	3	3	10	18	4	3	10	10	8	5	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	351	34	2	15	10	17	8	15	15	10	13	1	3	2	3	4	9	0	0	8	3	5	0	10	3	0	10	0	7	11	2	3	10	7	0	6	0	4	1	25	0	1	2	0	4	18	2	2	10	10	5	5	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	231	6	6	7	11	8	2	2	0	0	5	5	0	2	1	5	3	0	1	1	1	3	1	2	0	1	11	53	6	7	5	1	7	0	1	9	1	5	1	4	1	1	0	4	1	4	2	5	4	3	5	8	9					
14	Число погашенных неиспользованных открепительных удостоверений	96	3	8	0	0	0	2	0	0	0	0	9	0	1	2	1	1	3	3	7	0	0	3	0	0	4	0	0	1	1	3	7	0	0	3	0	3	6	2	0	3	4	1	3	6	0	2	1	0	0	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
