Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Порховская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578					
1	"Число избирателей, внесенных в списки избирателей"	21391	1589	1439	1322	1504	1701	2155	436	175	562	147	678	631	234	237	745	314	508	552	348	337	665	1528	385	562	1066	1042	529					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20262	1500	1400	1300	1500	1500	2000	400	150	500	162	650	650	250	250	700	300	500	500	330	320	600	1500	350	550	1000	900	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9803	774	724	765	849	966	1104	120	100	337	56	199	159	67	88	292	86	241	276	76	120	325	740	241	165	439	336	158					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3618	98	56	20	16	43	68	195	22	101	77	315	318	113	99	181	136	160	124	178	137	186	54	35	181	146	346	213					
6	Число погашенных избирательных бюллетеней	6841	628	620	515	635	491	828	85	28	62	29	136	173	70	63	227	78	99	100	76	63	89	706	74	204	415	218	129					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3618	98	56	20	16	43	68	195	22	101	77	315	318	113	99	181	136	160	124	178	137	186	54	35	181	146	346	213					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9796	769	724	765	849	964	1104	120	100	337	56	199	159	67	88	292	86	241	276	76	120	325	740	241	165	439	336	158					
9	Число недействительных избирательных бюллетеней	67	2	8	7	6	6	4	0	1	5	0	1	0	0	0	3	2	0	0	0	2	4	4	0	1	6	5	0					
10	Число действительных избирательных бюллетеней	13347	865	772	778	859	1001	1168	315	121	433	133	513	477	180	187	470	220	401	400	254	255	507	790	276	345	579	677	371					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	349	20	20	20	20	20	30	12	7	12	7	12	12	7	7	12	7	12	12	7	7	12	15	7	10	16	17	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	88	8	4	4	9	13	6	6	0	1	0	2	2	0	0	4	0	12	1	2	0	2	5	0	0	1	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	217	3	1	10	4	9	5	1	0	3	0	1	5	2	1	2	2	3	3	2	1	4	4	0	2	4	134	11					
14	Число погашенных неиспользованных открепительных удостоверений	261	12	16	16	11	7	24	6	7	11	7	10	10	7	7	8	7	0	11	5	7	10	10	7	10	15	15	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	390	20	17	14	18	25	19	4	11	16	3	16	15	2	6	14	3	13	15	13	9	11	33	18	9	20	25	21					
		2.91%	2.31%	2.18%	1.78%	2.08%	2.48%	1.62%	1.27%	9.02%	3.65%	2.26%	3.11%	3.14%	1.11%	3.21%	2.96%	1.35%	3.24%	3.75%	5.12%	3.50%	2.15%	4.16%	6.52%	2.60%	3.42%	3.67%	5.66%					
19	2.Всероссийская политическая партия «Гражданская Сила»	68	6	6	7	9	9	8	1	0	0	0	0	1	0	0	0	4	1	2	1	1	0	6	1	0	0	3	2					
		0.51%	0.69%	0.77%	0.89%	1.04%	0.89%	0.68%	0.32%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	1.80%	0.25%	0.50%	0.39%	0.39%	0.00%	0.76%	0.36%	0.00%	0.00%	0.44%	0.54%					
20	3.Политическая партия «Демократическая партия России»	9	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1					
		0.07%	0.00%	0.26%	0.25%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.39%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.27%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1357	108	87	101	103	126	109	15	7	50	8	25	43	9	15	67	14	16	29	35	30	33	109	25	31	53	86	23					
		10.12%	12.46%	11.15%	12.87%	11.91%	12.51%	9.30%	4.76%	5.74%	11.42%	6.02%	4.86%	9.01%	5.00%	8.02%	14.16%	6.31%	3.99%	7.25%	13.78%	11.67%	6.46%	13.73%	9.06%	8.96%	9.06%	12.61%	6.20%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	60	4	7	12	7	6	11	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	4	0	0	2	3	0					
		0.45%	0.46%	0.90%	1.53%	0.81%	0.60%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.78%	0.00%	0.50%	0.00%	0.00%	0.34%	0.44%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	1	1	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	2					
		0.10%	0.12%	0.13%	0.25%	0.12%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.13%	0.36%	0.00%	0.17%	0.00%	0.54%					
24	7.Политическая партия «Либерально-демократическая партия России»	1151	97	78	86	89	101	102	33	9	20	10	34	24	11	15	35	6	25	28	13	22	22	73	25	30	60	47	56					
		8.58%	11.19%	10.00%	10.96%	10.29%	10.03%	8.70%	10.48%	7.38%	4.57%	7.52%	6.61%	5.03%	6.11%	8.02%	7.40%	2.70%	6.23%	7.00%	5.12%	8.56%	4.31%	9.19%	9.06%	8.67%	10.26%	6.89%	15.09%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1369	87	104	104	102	119	139	19	9	19	11	41	36	14	22	38	12	63	51	28	11	25	73	27	31	62	82	40					
		10.21%	10.03%	13.33%	13.25%	11.79%	11.82%	11.86%	6.03%	7.38%	4.34%	8.27%	7.98%	7.55%	7.78%	11.76%	8.03%	5.41%	15.71%	12.75%	11.02%	4.28%	4.89%	9.19%	9.78%	8.96%	10.60%	12.02%	10.78%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	94	13	4	12	8	10	9	2	0	3	0	0	2	1	0	2	1	2	1	3	1	2	7	1	3	3	3	1					
		0.70%	1.50%	0.51%	1.53%	0.92%	0.99%	0.77%	0.63%	0.00%	0.68%	0.00%	0.00%	0.42%	0.56%	0.00%	0.42%	0.45%	0.50%	0.25%	1.18%	0.39%	0.39%	0.88%	0.36%	0.87%	0.51%	0.44%	0.27%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8739	521	451	427	513	592	757	240	84	325	101	394	355	142	129	311	179	280	274	160	176	408	476	178	240	378	424	224					
