Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Порховская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578					
1	"Число избирателей, внесенных в список избирателей"	20387	1478	1268	2443	1527	1786	1084	391	142	495	152	641	601	203	220	743	265	471	516	116	168	291	589	1500	351	537	1019	897	493					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16700	1000	1000	1700	1000	1200	800	400	140	500	160	640	560	200	220	500	270	470	500	120	170	300	550	1000	350	500	800	1250	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7078	562	417	1106	499	740	341	95	68	211	60	156	137	53	41	194	59	172	182	48	60	72	318	566	87	98	288	283	165					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2759	109	32	30	19	15	33	156	24	75	53	309	222	94	93	153	119	94	70	34	71	112	120	29	95	151	121	220	106					
6	Число погашенных избирательных бюллетеней	6863	329	551	564	482	445	426	149	48	214	47	175	201	53	86	153	92	204	248	38	39	116	112	405	168	251	391	747	129					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2759	109	32	30	19	15	33	156	24	75	53	309	222	94	93	153	119	94	70	34	71	112	120	29	95	151	121	220	106					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7066	560	417	1103	497	738	340	95	68	211	60	156	137	53	41	194	59	172	182	48	60	72	318	564	87	98	288	283	165					
9	Число недействительных избирательных бюллетеней	100	7	4	16	10	6	9	0	0	0	0	2	3	0	0	6	0	3	1	0	0	0	6	12	2	0	4	5	4					
10	Число действительных избирательных бюллетеней	9725	662	445	1117	506	747	364	251	92	286	113	463	356	147	134	341	178	263	251	82	131	184	432	581	180	249	405	498	267					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	280	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	41	6	6	5	2	5	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	1	0	9	0	1	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	122	4	2	7	3	3	4	0	1	0	0	1	7	0	2	3	0	1	4	0	1	2	2	4	0	0	2	67	2					
14	Число погашенных неиспользованных открепительных удостоверений	239	4	4	5	8	5	10	10	10	9	10	10	7	10	10	9	10	10	10	10	10	9	10	1	10	9	10	9	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1549	101	80	172	106	133	70	18	15	36	12	46	42	22	27	55	8	52	52	12	18	14	56	84	31	46	88	106	47					
		15.77%	15.10%	17.82%	15.18%	20.54%	17.66%	18.77%	7.17%	16.30%	12.59%	10.62%	9.89%	11.70%	14.97%	20.15%	15.85%	4.49%	19.55%	20.63%	14.63%	13.74%	7.61%	12.79%	14.17%	17.03%	18.47%	21.52%	21.07%	17.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1344	121	75	174	92	122	44	18	16	27	19	32	52	15	12	39	8	35	33	13	8	29	34	83	32	32	65	68	46					
		13.68%	18.09%	16.70%	15.36%	17.83%	16.20%	11.80%	7.17%	17.39%	9.44%	16.81%	6.88%	14.48%	10.20%	8.96%	11.24%	4.49%	13.16%	13.10%	15.85%	6.11%	15.76%	7.76%	13.99%	17.58%	12.85%	15.89%	13.52%	16.97%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	62	2	2	7	3	4	1	2	0	1	1	2	4	0	2	0	0	0	2	0	0	1	5	4	2	1	2	10	4					
		0.63%	0.30%	0.45%	0.62%	0.58%	0.53%	0.27%	0.80%	0.00%	0.35%	0.88%	0.43%	1.11%	0.00%	1.49%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.54%	1.14%	0.67%	1.10%	0.40%	0.49%	1.99%	1.48%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2216	189	115	308	113	218	104	23	8	101	16	58	55	17	17	95	29	49	44	21	33	39	46	182	25	61	82	122	46					
		22.55%	28.25%	25.61%	27.18%	21.90%	28.95%	27.88%	9.16%	8.70%	35.31%	14.16%	12.47%	15.32%	11.56%	12.69%	27.38%	16.29%	18.42%	17.46%	25.61%	25.19%	21.20%	10.50%	30.69%	13.74%	24.50%	20.05%	24.25%	16.97%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	353	24	29	61	23	41	14	3	6	8	0	10	12	4	1	13	2	4	4	2	0	6	8	28	7	10	7	22	4					
		3.59%	3.59%	6.46%	5.38%	4.46%	5.44%	3.75%	1.20%	6.52%	2.80%	0.00%	2.15%	3.34%	2.72%	0.75%	3.75%	1.12%	1.50%	1.59%	2.44%	0.00%	3.26%	1.83%	4.72%	3.85%	4.02%	1.71%	4.37%	1.48%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4162	221	143	389	165	224	130	186	47	113	65	311	191	89	75	137	131	123	114	34	72	95	280	195	83	99	161	169	120					
		42.36%	33.03%	31.85%	34.33%	31.98%	29.75%	34.85%	74.10%	51.09%	39.51%	57.52%	66.88%	53.20%	60.54%	55.97%	39.48%	73.60%	46.24%	45.24%	41.46%	54.96%	51.63%	63.93%	32.88%	45.60%	39.76%	39.36%	33.60%	44.28%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	39	4	1	6	4	5	1	1	0	0	0	4	0	0	0	2	0	0	2	0	0	0	3	5	0	0	0	1	0					
		0.40%	0.60%	0.22%	0.53%	0.78%	0.66%	0.27%	0.40%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.68%	0.84%	0.00%	0.00%	0.00%	0.20%	0.00%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
