Выборы Президента Российской Федерации																												
																												
"Наименование Избирательной комиссии:    Новосибирск, Железнодорожная"																												
																												
Итоги голосования 																												
																												
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521					
1	"Число избирателей, внесенных в список"	53191	1935	2854	2741	1996	2418	2522	2026	1723	2131	2857	2727	2472	2862	2020	2768	2558	3125	3035	2965	3231	2225					
2	Число полученных избирательных бюллетеней	52000	2000	2700	2700	2000	2300	2500	2000	1700	2100	2800	2700	2500	2800	1800	2800	2500	3000	3000	3000	3000	2100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	30554	996	1685	1666	1167	1231	1641	1219	980	1369	1714	1619	1480	1718	1112	1621	1553	1751	1863	1511	1330	1328					
5	"Число избирательных бюллетеней, выданных вне помещения"	900	48	35	43	43	54	20	33	32	34	56	37	33	30	43	44	36	30	25	59	148	17					
6	Число погашенных избирательных бюллетеней	20546	956	980	991	790	1015	839	748	688	697	1030	1044	987	1052	645	1135	911	1219	1112	1430	1522	755					
7	Число избирательных бюллетеней в переносных ящиках	900	48	35	43	43	54	20	33	32	34	56	37	33	30	43	44	36	30	25	59	148	17					
8	Число бюллетеней в стационарных ящиках для голосования	30519	996	1685	1666	1167	1228	1638	1218	980	1369	1714	1613	1480	1718	1111	1617	1551	1751	1863	1498	1330	1326					
9	Число недействительных избирательных бюллетеней	168	6	15	4	4	12	5	2	5	6	7	5	5	10	3	4	5	8	15	18	21	8					
10	Число действительных избирательных бюллетеней	31251	1038	1705	1705	1206	1270	1653	1249	1007	1397	1763	1645	1508	1738	1151	1657	1582	1773	1873	1539	1457	1335					
11	Число полученных открепительных  удостоверений	646	28	78	28	18	29	38	28	29	28	28	28	28	29	28	29	30	28	28	28	28	30					
12	Число выданных открепительных удостоверений	377	9	73	11	6	7	31	14	17	15	15	13	21	21	18	11	11	13	17	20	16	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	553	10	21	11	57	20	18	16	14	15	12	8	12	18	163	19	14	13	12	13	74	13					
14	Число неиспользованных открепительных удостоверений	269	19	5	17	12	22	7	14	12	13	13	15	7	8	10	18	19	15	11	8	12	12					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																												
18	. Глазьев Сергей Юрьевич	2153	70	118	93	82	93	121	86	68	101	131	125	102	153	82	123	99	139	138	75	75	79					
		6.85%	6.70%	6.86%	5.44%	6.78%	7.25%	7.30%	6.87%	6.72%	7.20%	7.40%	7.58%	6.74%	8.75%	7.11%	7.41%	6.24%	7.80%	7.31%	4.82%	5.07%	5.88%					
19	. Малышкин Олег Александрович	258	11	17	9	5	16	15	10	9	10	19	14	6	14	11	8	11	6	14	21	20	12					
		0.82%	1.05%	0.99%	0.53%	0.41%	1.25%	0.90%	0.80%	0.89%	0.71%	1.07%	0.85%	0.40%	0.80%	0.95%	0.48%	0.69%	0.34%	0.74%	1.35%	1.35%	0.89%					
20	. Миронов Сергей Михайлович	240	7	5	4	9	11	14	18	10	10	14	12	12	19	14	10	9	16	21	8	9	8					
		0.76%	0.67%	0.29%	0.23%	0.74%	0.86%	0.84%	1.44%	0.99%	0.71%	0.79%	0.73%	0.79%	1.09%	1.21%	0.60%	0.57%	0.90%	1.11%	0.51%	0.61%	0.60%					
21	. Путин Владимир Владимирович	19303	657	1047	966	671	780	1023	771	604	867	1078	1023	864	1126	715	1047	980	1097	1135	1050	990	812					
		61.44%	62.93%	60.87%	56.52%	55.45%	60.84%	61.70%	61.63%	59.68%	61.80%	60.90%	62.00%	57.11%	64.42%	61.96%	63.03%	61.75%	61.59%	60.12%	67.44%	66.98%	60.46%					
22	. Хакамада Ирина Муцуовна	2966	88	145	235	186	116	182	109	97	138	181	139	149	145	106	119	171	187	169	95	66	143					
		9.44%	8.43%	8.43%	13.75%	15.37%	9.05%	10.98%	8.71%	9.58%	9.84%	10.23%	8.42%	9.85%	8.30%	9.19%	7.16%	10.78%	10.50%	8.95%	6.10%	4.47%	10.65%					
23	. Харитонов Николай Михайлович	4986	162	285	313	177	214	217	203	175	228	286	259	318	215	188	276	239	253	299	218	238	223					
		15.87%	15.52%	16.57%	18.31%	14.63%	16.69%	13.09%	16.23%	17.29%	16.25%	16.16%	15.70%	21.02%	12.30%	16.29%	16.62%	15.06%	14.21%	15.84%	14.00%	16.10%	16.60%					
																												
24	Против всех	1345	43	88	85	76	40	81	52	44	43	54	73	57	66	35	74	73	75	97	72	59	58					
		4.28%	4.12%	5.12%	4.97%	6.28%	3.12%	4.89%	4.16%	4.35%	3.06%	3.05%	4.42%	3.77%	3.78%	3.03%	4.46%	4.60%	4.21%	5.14%	4.62%	3.99%	4.32%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
