Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Гвардейская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	24226	2204	1064	1140	2510	1213	2342	600	706	1302	1334	1294	534	758	1311	1192	1279	499	648	1039	782	475									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20000	1800	900	1200	2100	1000	2000	500	600	1000	1000	1000	400	600	1000	1000	1000	400	600	900	600	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10079	930	478	426	1051	544	1559	306	316	467	500	463	180	312	477	348	463	220	223	378	274	164									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	429	46	17	7	18	9	14	18	7	27	40	28	11	9	13	40	34	21	19	22	10	19									
6	Число погашенных избирательных бюллетеней	9492	824	405	767	1031	447	427	176	277	506	460	509	209	279	510	612	503	159	358	500	316	217									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	429	46	17	7	18	9	14	18	7	27	40	28	11	9	13	40	34	21	19	22	10	19									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10079	930	478	426	1051	544	1559	306	316	467	500	463	180	312	477	348	463	220	223	378	274	164									
9	Число недействительных избирательных бюллетеней	303	17	6	13	30	16	38	4	9	23	15	20	17	13	19	3	11	9	11	16	9	4									
10	Число действительных избирательных бюллетеней	10205	959	489	420	1039	537	1535	320	314	471	525	471	174	308	471	385	486	232	231	384	275	179									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	215	35	15	5	25	10	5	5	15	5	5	10	5	5	5	20	15	10	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	108	19	6	5	16	5	1	3	5	5	4	8	1	2	1	6	5	5	3	3	4	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	147	11	15	26	8	11	11	0	7	9	4	2	6	3	8	1	3	4	3	5	8	2									
