Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Ютазинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2797	УИК №2798	УИК №2799	УИК №2800	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17264	635	364	412	283	244	1023	358	361	706	157	541	608	436	517	1162	629	114	1300	1015	1021	822	976	1308	929	1343									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17543	642	374	416	290	252	1027	363	365	714	163	546	616	440	529	1174	636	117	1326	1038	1042	840	991	1338	938	1366									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16279	612	362	394	273	233	1007	354	351	701	156	539	589	423	495	1151	622	113	1165	928	929	742	816	1209	829	1286									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	307	20	0	14	8	10	13	3	8	2	0	0	15	10	20	5	5	0	24	10	25	25	20	18	23	29									
6	Число погашенных избирательных бюллетеней	957	10	12	8	9	9	7	6	6	11	7	7	12	7	14	18	9	4	137	100	88	73	155	111	86	51									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	307	20	0	14	8	10	13	3	8	2	0	0	15	10	20	5	5	0	24	10	25	25	20	18	23	29									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	16279	612	362	394	273	233	1007	354	351	701	156	539	589	423	495	1151	622	113	1165	928	929	742	816	1209	829	1286									
9	Число недействительных избирательных бюллетеней	37	0	0	0	0	0	3	0	0	3	0	0	2	0	0	3	2	0	2	2	4	2	5	2	2	5									
10	Число действительных избирательных бюллетеней	16549	632	362	408	281	243	1017	357	359	700	156	539	602	433	515	1153	625	113	1187	936	950	765	831	1225	850	1310									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	272	5	6	7	5	4	16	7	6	11	3	9	9	7	8	19	10	2	21	16	16	13	16	22	15	19									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	171	5	3	2	5	4	7	7	0	3	3	4	8	3	4	5	3	0	18	16	16	11	10	22	4	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	1	0	0	0	0	9	6	0	0	0	2	3	1	0	1	2	0	2	3	0	0	3	0	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	101	0	3	5	0	0	9	0	6	8	0	5	1	4	4	14	7	2	3	0	0	2	6	0	11	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	0	2	0	0	2	0	1	0	0	0	0	0	0	2	1	0	0	2	5	0	1	3	1	2	6									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	19	0	0	0	0	0	1	1	1	0	0	1	0	1	0	2	1	0	1	1	2	1	0	2	2	2									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.28%	0.28%	0.00%	0.00%	0.19%	0.00%	0.23%	0.00%	0.17%	0.16%	0.00%	0.08%	0.11%	0.21%	0.13%	0.00%	0.16%	0.23%	0.15%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	19	0	1	0	0	0	2	0	0	0	0	0	0	1	0	2	1	0	1	3	4	1	0	2	1	0									
		0.11%	0.00%	0.28%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.17%	0.16%	0.00%	0.08%	0.32%	0.42%	0.13%	0.00%	0.16%	0.12%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	23	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	2	0	1	2	2	3	1	4	1	3									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.23%	0.00%	0.09%	0.32%	0.00%	0.08%	0.21%	0.21%	0.39%	0.12%	0.33%	0.12%	0.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15555	617	349	400	274	237	993	347	350	680	147	526	584	414	510	1127	607	108	1073	836	856	695	735	1112	772	1206									
		93.78%	97.63%	96.41%	98.04%	97.51%	97.53%	97.35%	97.20%	97.49%	96.73%	94.23%	97.59%	96.69%	95.61%	99.03%	97.49%	96.81%	95.58%	90.24%	89.13%	89.73%	90.61%	87.92%	90.63%	90.61%	91.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.08%	0.00%	0.10%	0.00%	0.00%	0.08%	0.00%	0.08%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	2	0	2	0	2									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.31%	0.26%	0.00%	0.16%	0.00%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	271	6	3	5	4	2	3	1	1	5	2	3	4	4	2	7	3	1	42	38	26	18	18	29	19	25									
