Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Сосновская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513					
1	"Число избирателей, внесенных в список"	28093	1775	1758	1793	1856	828	401	199	761	483	127	556	488	211	397	360	957	725	796	300	208	672	245	337	445	635	1074	171	248	356	190	218	840	264	239	170	200	412	327	265	73	897	134	338	388	671	391	381	437	500	1596					
2	Число полученных избирательных бюллетеней	27240	1692	1665	1730	1821	804	368	199	740	460	127	536	474	208	367	344	930	694	777	300	200	645	226	322	437	609	1070	171	243	347	192	214	833	260	239	172	201	390	325	258	73	873	135	321	374	655	388	372	424	446	1589					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16913	1061	1019	951	1055	397	311	101	492	262	81	291	335	173	291	182	484	376	496	170	154	509	157	216	289	293	542	124	176	244	159	182	556	169	167	114	124	315	176	174	36	567	82	217	238	382	303	220	314	307	879					
5	"Число избирательных бюллетеней, выданных вне помещения"	5263	85	158	288	180	146	54	91	147	133	42	186	89	20	54	97	199	166	204	81	28	116	69	55	84	223	336	39	65	63	14	9	145	65	50	34	56	45	92	73	28	205	44	88	103	154	40	98	65	95	262					
6	Число погашенных избирательных бюллетеней	5064	546	488	491	586	261	3	7	101	65	4	59	50	15	22	65	247	152	77	49	18	20	0	51	64	93	192	8	2	40	19	23	132	26	22	24	21	30	57	11	9	101	9	16	33	119	45	54	45	44	448					
7	Число избирательных бюллетеней в переносных ящиках	5263	85	158	288	180	146	54	91	147	133	42	186	89	20	54	97	199	166	204	81	28	116	69	55	84	223	336	39	65	63	14	9	145	65	50	34	56	45	92	73	28	205	44	88	103	154	40	98	65	95	262					
8	Число бюллетеней в стационарных ящиках для голосования	16907	1059	1019	951	1055	397	311	101	491	262	81	290	335	173	291	182	484	376	496	170	154	509	157	216	289	293	542	124	176	244	159	182	556	169	167	114	124	315	176	174	36	566	82	217	238	382	303	220	314	307	878					
9	Число недействительных избирательных бюллетеней	225	8	11	9	7	5	15	4	6	5	0	17	5	2	6	4	4	10	8	1	1	3	1	7	3	3	8	0	2	2	0	1	5	0	0	4	0	2	0	2	0	4	1	2	3	3	2	9	4	5	21					
10	Число действительных избирательных бюллетеней	21945	1136	1166	1230	1228	538	350	188	632	390	123	459	419	191	339	275	679	532	692	250	181	622	225	264	370	513	870	163	239	305	173	190	696	234	217	144	180	358	268	245	64	767	125	303	338	533	341	309	375	397	1119					
11	Число полученных открепительных  удостоверений	400	21	27	26	26	5	5	5	20	5	5	5	5	5	5	5	10	5	15	15	5	14	5	5	5	5	10	5	5	5	5	5	10	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	11					
12	Число выданных открепительных удостоверений	144	11	8	13	6	3	0	0	15	4	0	3	2	0	1	0	0	0	15	15	0	14	0	3	5	0	2	0	0	0	0	0	2	0	0	4	0	0	0	2	0	3	0	1	2	3	2	0	0	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	85	4	5	7	1	3	0	0	8	3	1	4	2	0	1	0	2	1	1	3	1	7	1	5	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	2	1	2	1	4	0	2	1	2	3	0	2					
14	Число неиспользованных открепительных удостоверений	256	10	19	13	20	2	5	5	5	1	5	2	3	5	4	5	10	5	0	0	5	0	5	2	0	5	8	5	5	5	5	5	8	5	5	1	5	5	5	3	5	7	5	4	3	2	3	5	5	4	7					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	416	22	37	30	20	4	4	1	35	4	1	2	10	3	7	6	15	11	12	10	5	10	2	11	5	5	8	1	3	3	1	6	18	5	3	0	1	7	1	3	4	20	2	3	2	5	4	4	6	8	26					
		1.88%	1.92%	3.14%	2.42%	1.62%	0.74%	1.10%	0.52%	5.49%	1.01%	0.81%	0.42%	2.36%	1.55%	2.03%	2.15%	2.20%	2.03%	1.71%	3.98%	2.75%	1.60%	0.88%	4.06%	1.34%	0.97%	0.91%	0.61%	1.24%	0.98%	0.58%	3.14%	2.57%	2.14%	1.38%	0.00%	0.56%	1.94%	0.37%	1.21%	6.25%	2.59%	1.59%	0.98%	0.59%	0.93%	1.17%	1.26%	1.58%	1.99%	2.28%					
19	. Малышкин Олег Александрович	436	23	27	32	30	10	5	8	5	6	2	6	7	12	2	9	7	9	17	2	5	6	4	4	11	13	15	1	2	5	8	2	8	2	3	8	1	6	15	7	0	19	1	15	8	8	6	1	4	9	20					
		1.97%	2.01%	2.29%	2.58%	2.43%	1.84%	1.37%	4.17%	0.78%	1.52%	1.63%	1.26%	1.65%	6.22%	0.58%	3.23%	1.02%	1.66%	2.43%	0.80%	2.75%	0.96%	1.77%	1.48%	2.95%	2.52%	1.71%	0.61%	0.83%	1.63%	4.62%	1.05%	1.14%	0.85%	1.38%	5.41%	0.56%	1.67%	5.60%	2.83%	0.00%	2.46%	0.79%	4.92%	2.35%	1.49%	1.75%	0.31%	1.06%	2.24%	1.75%					
20	. Миронов Сергей Михайлович	126	8	4	6	9	4	4	4	4	3	0	4	4	1	1	5	3	2	3	3	1	1	0	2	2	5	3	1	2	2	1	2	3	0	1	0	1	1	3	0	0	6	0	0	3	4	0	0	3	4	3					
		0.57%	0.70%	0.34%	0.48%	0.73%	0.74%	1.10%	2.08%	0.63%	0.76%	0.00%	0.84%	0.94%	0.52%	0.29%	1.79%	0.44%	0.37%	0.43%	1.20%	0.55%	0.16%	0.00%	0.74%	0.54%	0.97%	0.34%	0.61%	0.83%	0.65%	0.58%	1.05%	0.43%	0.00%	0.46%	0.00%	0.56%	0.28%	1.12%	0.00%	0.00%	0.78%	0.00%	0.00%	0.88%	0.75%	0.00%	0.00%	0.79%	1.00%	0.26%					
21	. Путин Владимир Владимирович	13644	702	661	720	716	295	280	129	456	302	89	308	220	133	203	139	389	311	457	183	107	417	168	139	151	270	640	108	143	181	115	127	424	173	135	99	92	199	215	158	45	572	88	188	197	380	156	168	163	250	683					
		61.54%	61.36%	56.16%	58.11%	57.98%	54.33%	76.71%	67.19%	71.47%	76.46%	72.36%	64.71%	51.89%	68.91%	58.84%	49.82%	56.95%	57.38%	65.29%	72.91%	58.79%	66.72%	74.34%	51.29%	40.48%	52.33%	72.89%	66.26%	59.34%	58.96%	66.47%	66.49%	60.49%	73.93%	62.21%	66.89%	51.11%	55.28%	80.22%	63.97%	70.31%	74.19%	69.84%	61.64%	57.77%	70.90%	45.48%	52.83%	43.01%	62.19%	59.91%					
22	. Хакамада Ирина Муцуовна	428	19	24	43	20	13	4	2	12	8	0	4	5	4	7	5	8	8	3	0	1	4	1	3	10	5	3	0	2	1	0	1	6	2	7	1	4	136	1	2	1	2	0	8	8	5	2	1	5	6	11					
		1.93%	1.66%	2.04%	3.47%	1.62%	2.39%	1.10%	1.04%	1.88%	2.03%	0.00%	0.84%	1.18%	2.07%	2.03%	1.79%	1.17%	1.48%	0.43%	0.00%	0.55%	0.64%	0.44%	1.11%	2.68%	0.97%	0.34%	0.00%	0.83%	0.33%	0.00%	0.52%	0.86%	0.85%	3.23%	0.68%	2.22%	37.78%	0.37%	0.81%	1.56%	0.26%	0.00%	2.62%	2.35%	0.93%	0.58%	0.31%	1.32%	1.49%	0.96%					
23	. Харитонов Николай Михайлович	6541	332	379	374	398	208	47	42	110	55	31	127	162	35	106	108	243	184	196	51	59	176	48	101	187	212	191	51	86	111	48	52	232	50	67	35	77	9	31	72	14	142	33	82	117	125	171	135	189	112	338					
		29.50%	29.02%	32.20%	30.19%	32.23%	38.31%	12.88%	21.88%	17.24%	13.92%	25.20%	26.68%	38.21%	18.13%	30.72%	38.71%	35.58%	33.95%	28.00%	20.32%	32.42%	28.16%	21.24%	37.27%	50.13%	41.09%	21.75%	31.29%	35.68%	36.16%	27.75%	27.23%	33.10%	21.37%	30.88%	23.65%	42.78%	2.50%	11.57%	29.15%	21.88%	18.42%	26.19%	26.89%	34.31%	23.32%	49.85%	42.45%	49.87%	27.86%	29.65%					
																																																									
24	Против всех	354	30	34	25	35	4	6	2	10	12	0	8	11	3	13	3	14	7	4	1	3	8	2	4	4	3	10	1	1	2	0	0	5	2	1	1	4	0	2	3	0	6	1	7	3	6	2	0	5	8	38					
		1.60%	2.62%	2.89%	2.02%	2.83%	0.74%	1.64%	1.04%	1.57%	3.04%	0.00%	1.68%	2.59%	1.55%	3.77%	1.08%	2.05%	1.29%	0.57%	0.40%	1.65%	1.28%	0.88%	1.48%	1.07%	0.58%	1.14%	0.61%	0.41%	0.65%	0.00%	0.00%	0.71%	0.85%	0.46%	0.68%	2.22%	0.00%	0.75%	1.21%	0.00%	0.78%	0.79%	2.30%	0.88%	1.12%	0.58%	0.00%	1.32%	1.99%	3.33%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
