Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Бутырский район																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616					
1	"Число избирателей, внесенных в списки избирателей"	40331	1607	2191	1600	2335	2228	2464	2412	2329	2945	2850	2702	2469	2500	2836	2476	2063	2324					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31300	1200	1700	1300	1800	1800	1900	1900	1700	2200	2200	2100	2000	2000	2200	1900	1600	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21036	753	1011	796	1182	1179	1135	1231	1331	1629	1449	1495	1298	1305	1568	1306	989	1379					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	578	50	33	25	40	42	22	21	23	15	30	73	27	36	11	62	29	39					
6	Число погашенных избирательных бюллетеней	9686	397	656	479	578	579	743	648	346	556	721	532	675	659	621	532	582	382					
7	Число избирательных бюллетеней в переносных ящиках для голосования	578	50	33	25	40	42	22	21	23	15	30	73	27	36	11	62	29	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20866	750	1006	794	1177	1179	1131	1231	1331	1616	1388	1495	1296	1300	1564	1284	986	1338					
9	Число недействительных избирательных бюллетеней	325	11	22	9	26	14	14	16	25	24	23	23	17	12	23	22	11	33					
10	Число действительных избирательных бюллетеней	21119	789	1017	810	1191	1207	1139	1236	1329	1607	1395	1545	1306	1324	1552	1324	1004	1344					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	931	40	56	30	43	50	50	50	40	55	55	65	65	80	117	45	50	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	800	24	48	29	40	38	40	48	24	43	52	55	64	72	105	38	44	36					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	729	38	32	18	59	32	59	32	94	37	53	46	14	24	57	52	27	55					
14	Число погашенных неиспользованных открепительных удостоверений	131	16	8	1	3	12	10	2	16	12	3	10	1	8	12	7	6	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	260	5	2	5	8	16	13	18	94	10	8	10	10	8	19	18	9	7					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	573	31	28	20	28	17	26	33	35	36	35	47	40	53	42	36	35	31					
		2.67%	3.88%	2.69%	2.44%	2.30%	1.39%	2.25%	2.64%	2.58%	2.21%	2.47%	2.99%	3.02%	3.97%	2.67%	2.67%	3.45%	2.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	620	17	29	31	35	44	46	51	39	40	52	35	42	28	50	25	32	24					
		2.89%	2.13%	2.79%	3.79%	2.88%	3.60%	3.99%	4.07%	2.88%	2.45%	3.67%	2.23%	3.17%	2.10%	3.17%	1.86%	3.15%	1.74%					
20	3.Политическая партия «Демократическая партия России»	45	1	0	0	5	2	3	4	6	3	6	3	1	1	2	2	4	2					
		0.21%	0.13%	0.00%	0.00%	0.41%	0.16%	0.26%	0.32%	0.44%	0.18%	0.42%	0.19%	0.08%	0.07%	0.13%	0.15%	0.39%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3311	112	148	98	169	187	165	200	202	255	187	253	286	282	262	193	143	169					
		15.44%	14.00%	14.24%	11.97%	13.89%	15.32%	14.31%	15.97%	14.92%	15.63%	13.19%	16.14%	21.62%	21.11%	16.63%	14.34%	14.09%	12.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	664	38	32	44	39	42	44	47	39	31	38	49	49	41	51	31	30	19					
		3.10%	4.75%	3.08%	5.37%	3.20%	3.44%	3.82%	3.75%	2.88%	1.90%	2.68%	3.13%	3.70%	3.07%	3.24%	2.30%	2.96%	1.38%					
23	6.Политическая партия «Партия социальной справедливости»	106	2	4	3	2	5	11	12	5	7	7	9	9	4	7	10	2	7					
		0.49%	0.25%	0.38%	0.37%	0.16%	0.41%	0.95%	0.96%	0.37%	0.43%	0.49%	0.57%	0.68%	0.30%	0.44%	0.74%	0.20%	0.51%					
24	7.Политическая партия «Либерально-демократическая партия России»	1578	61	80	74	86	89	82	88	123	121	113	106	86	68	121	87	79	114					
		7.36%	7.63%	7.70%	9.04%	7.07%	7.29%	7.11%	7.03%	9.08%	7.42%	7.97%	6.76%	6.50%	5.09%	7.68%	6.46%	7.78%	8.28%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1596	49	69	65	90	87	98	104	88	102	120	130	111	112	89	119	80	83					
		7.44%	6.13%	6.64%	7.94%	7.40%	7.13%	8.50%	8.31%	6.50%	6.25%	8.46%	8.29%	8.39%	8.38%	5.65%	8.84%	7.88%	6.03%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	309	13	15	6	14	20	16	18	18	8	26	23	34	22	24	17	18	17					
		1.44%	1.63%	1.44%	0.73%	1.15%	1.64%	1.39%	1.44%	1.33%	0.49%	1.83%	1.47%	2.57%	1.65%	1.52%	1.26%	1.77%	1.23%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10541	351	541	381	618	605	592	549	658	890	701	744	556	618	711	699	500	827					
		49.16%	43.88%	52.07%	46.52%	50.78%	49.55%	51.34%	43.85%	48.60%	54.57%	49.44%	47.45%	42.03%	46.26%	45.14%	51.93%	49.26%	60.06%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1776	114	71	88	105	109	56	130	116	114	110	146	92	95	193	105	81	51					
		8.28%	14.25%	6.83%	10.74%	8.63%	8.93%	4.86%	10.38%	8.57%	6.99%	7.76%	9.31%	6.95%	7.11%	12.25%	7.80%	7.98%	3.70%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
