Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Район Зюзино																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №3162	УИК №3163					
1	"Число избирателей, внесенных в список"	67679	2198	2110	2076	2183	2329	2239	2405	2415	2382	2441	2132	2505	2408	2140	2321	2191	2311	2053	2249	2483	2559	1898	1987	2121	1687	1735	2418	1804	2453	2169	1179	98					
2	Число полученных избирательных бюллетеней	63900	2100	2050	2000	2100	2100	2000	2200	2300	2300	2400	2200	2300	2000	1950	2200	2100	2200	1900	2100	2300	2500	1850	1800	1950	1650	1650	2200	1600	2300	2000	1500	100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	40023	1324	1199	1117	1209	1311	1382	1381	1783	1276	1292	1276	1415	1387	1462	1282	1255	1285	1425	1487	1632	1512	1187	1124	1290	1123	958	1705	1243	1463	1238	0	0					
5	"Число избирательных бюллетеней, выданных вне помещения"	2816	29	47	31	37	37	38	65	81	65	55	40	54	226	61	34	33	50	22	29	36	65	24	36	51	84	49	60	26	38	36	1179	98					
6	Число погашенных избирательных бюллетеней	21061	747	804	852	854	752	580	754	436	959	1053	884	831	387	427	884	812	865	453	584	632	923	639	640	609	443	643	435	331	799	726	321	2					
7	Число избирательных бюллетеней в переносных ящиках	2816	29	47	31	37	37	38	65	81	65	55	40	54	226	61	34	33	50	22	29	36	65	24	36	51	84	49	60	26	38	36	1179	98					
8	Число бюллетеней в стационарных ящиках для голосования	39851	1295	1199	1082	1209	1311	1382	1379	1783	1273	1292	1267	1412	1387	1399	1282	1253	1285	1425	1481	1632	1512	1187	1124	1288	1123	951	1701	1236	1463	1238	0	0					
9	Число недействительных избирательных бюллетеней	323	5	11	6	13	7	8	6	0	19	8	7	12	18	5	16	26	10	12	7	9	0	3	8	6	6	24	16	11	10	11	23	0					
10	Число действительных избирательных бюллетеней	42344	1319	1235	1107	1233	1341	1412	1438	1864	1319	1339	1300	1454	1595	1455	1300	1260	1325	1435	1503	1659	1577	1208	1152	1333	1201	976	1745	1251	1491	1263	1156	98					
11	Число полученных открепительных  удостоверений	1530	50	50	50	50	50	50	50	50	50	60	50	50	60	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	60	50	0	0					
12	Число выданных открепительных удостоверений	1187	45	43	38	42	37	40	48	29	41	53	36	44	50	20	46	43	49	41	39	43	40	27	27	35	43	34	45	29	48	32	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1222	29	16	20	21	107	31	27	28	30	11	8	81	50	86	18	0	15	44	27	14	68	15	19	22	30	30	40	36	34	25	222	18					
14	Число неиспользованных открепительных удостоверений	343	5	7	12	8	13	10	2	21	9	7	14	6	10	30	4	7	1	9	11	7	10	23	23	15	7	16	5	21	12	18	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	18	0	0	0	2	1	2	0	1	1	0	1	3	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	2593	81	102	65	84	87	92	67	101	78	158	97	88	95	85	83	63	83	89	108	109	101	57	71	75	53	45	92	52	90	83	54	5					
		6.08%	6.12%	8.19%	5.84%	6.74%	6.45%	6.48%	4.64%	5.42%	5.83%	11.73%	7.42%	6.00%	5.89%	5.82%	6.31%	4.90%	6.22%	6.15%	7.15%	6.53%	6.40%	4.71%	6.12%	5.60%	4.39%	4.50%	5.22%	4.12%	6.00%	6.51%	4.58%	5.10%					
19	. Малышкин Олег Александрович	610	15	23	19	16	12	14	16	24	14	22	9	20	16	12	18	16	11	37	13	23	26	16	24	14	12	29	20	9	22	30	56	2					
		1.43%	1.13%	1.85%	1.71%	1.28%	0.89%	0.99%	1.11%	1.29%	1.05%	1.63%	0.69%	1.36%	0.99%	0.82%	1.37%	1.24%	0.82%	2.56%	0.86%	1.38%	1.65%	1.32%	2.07%	1.05%	0.99%	2.90%	1.14%	0.71%	1.47%	2.35%	4.75%	2.04%					
20	. Миронов Сергей Михайлович	262	8	5	1	12	4	6	6	11	8	18	12	10	8	8	6	6	11	27	7	4	10	3	4	6	10	5	12	3	8	7	16	0					
		0.61%	0.60%	0.40%	0.09%	0.96%	0.30%	0.42%	0.42%	0.59%	0.60%	1.34%	0.92%	0.68%	0.50%	0.55%	0.46%	0.47%	0.82%	1.87%	0.46%	0.24%	0.63%	0.25%	0.34%	0.45%	0.83%	0.50%	0.68%	0.24%	0.53%	0.55%	1.36%	0.00%					
21	. Путин Владимир Владимирович	29433	950	798	779	823	953	1027	1032	1292	928	861	788	1008	1091	1037	952	921	921	864	1013	1163	1057	932	841	1001	885	672	1158	918	1051	859	792	66					
		68.98%	71.75%	64.04%	69.99%	66.05%	70.70%	72.32%	71.47%	69.31%	69.36%	63.92%	60.29%	68.76%	67.64%	71.03%	72.34%	71.62%	68.99%	59.71%	67.09%	69.72%	67.03%	76.96%	72.50%	74.76%	73.32%	67.20%	65.76%	72.74%	70.02%	67.43%	67.18%	67.35%					
22	. Хакамада Ирина Муцуовна	3482	92	116	102	121	113	89	101	151	108	193	136	138	169	142	72	86	112	160	113	124	173	70	81	65	76	78	152	86	114	93	44	12					
		8.16%	6.95%	9.31%	9.16%	9.71%	8.38%	6.27%	6.99%	8.10%	8.07%	14.33%	10.41%	9.41%	10.48%	9.73%	5.47%	6.69%	8.39%	11.06%	7.48%	7.43%	10.97%	5.78%	6.98%	4.85%	6.30%	7.80%	8.63%	6.81%	7.59%	7.30%	3.73%	12.24%					
23	. Харитонов Николай Михайлович	3069	104	102	71	97	87	99	125	155	108	8	158	103	85	86	64	84	105	132	147	128	90	68	83	87	98	90	150	72	123	88	71	1					
		7.19%	7.85%	8.19%	6.38%	7.78%	6.45%	6.97%	8.66%	8.32%	8.07%	0.59%	12.09%	7.03%	5.27%	5.89%	4.86%	6.53%	7.87%	9.12%	9.74%	7.67%	5.71%	5.62%	7.16%	6.50%	8.12%	9.00%	8.52%	5.71%	8.19%	6.91%	6.02%	1.02%					
																																							
24	Против всех	2895	69	89	70	80	85	85	91	130	75	79	100	87	131	85	105	84	82	126	102	108	120	62	48	85	67	57	161	111	83	103	123	12					
		6.79%	5.21%	7.14%	6.29%	6.42%	6.31%	5.99%	6.30%	6.97%	5.61%	5.86%	7.65%	5.93%	8.12%	5.82%	7.98%	6.53%	6.14%	8.71%	6.75%	6.47%	7.61%	5.12%	4.14%	6.35%	5.55%	5.70%	9.14%	8.80%	5.53%	8.08%	10.43%	12.24%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
