Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Дербентская городская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465					
1	"Число избирателей, внесенных в список"	64491	1467	1490	880	2090	1578	1369	1895	1638	1852	2151	1963	2373	1032	2107	2684	2602	1772	1620	1031	2354	2585	2429	1916	2023	1839	1181	1601	931	2455	2006	1124	1780	2088	2435	744	1406					
2	Число полученных избирательных бюллетеней	63740	1450	1480	870	2080	1570	1350	1850	1600	1850	2140	1950	2350	1020	2100	2670	2580	1760	1620	1020	2350	2550	2400	1910	2010	1800	1170	1580	910	2450	2000	1100	1700	2000	2400	700	1400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	57508	867	1335	785	1873	1417	1215	1665	1556	1667	1936	1766	2135	918	1896	2416	2342	1594	1458	927	2119	2326	2186	1724	1820	1655	1062	1440	760	2209	1805	1011	1618	1879	2191	670	1265					
5	"Число избирательных бюллетеней, выданных вне помещения"	515	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	5717	145	145	85	207	153	135	185	44	183	204	184	215	102	204	254	238	166	162	93	231	224	214	186	190	145	108	140	73	241	195	89	82	121	209	30	135					
7	Число избирательных бюллетеней в переносных ящиках	515	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	57508	867	1335	785	1873	1417	1215	1665	1556	1667	1936	1766	2135	918	1896	2416	2342	1594	1458	927	2119	2326	2186	1724	1820	1655	1062	1440	760	2209	1805	1011	1618	1879	2191	670	1265					
9	Число недействительных избирательных бюллетеней	225	0	15	5	13	17	14	5	6	7	6	0	5	18	16	16	2	4	8	7	9	6	6	0	0	5	2	0	0	9	5	1	8	9	1	0	0					
10	Число действительных избирательных бюллетеней	57798	1305	1320	780	1860	1400	1201	1660	1550	1660	1930	1766	2130	900	1880	2400	2340	1590	1450	920	2110	2320	2180	1724	1820	1650	1060	1440	837	2200	1800	1010	1610	1870	2190	670	1265					
11	Число полученных открепительных  удостоверений	500	13	13	13	15	15	13	15	15	15	15	15	15	13	15	15	15	13	13	13	15	15	15	13	15	15	13	13	13	13	13	13	13	13	13	13	13					
12	Число выданных открепительных удостоверений	86	13	8	4	9	15	6	0	1	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	110	0	10	5	6	3	6	4	2	1	8	4	4	5	2	5	9	5	3	5	5	5	8	0	0	0	0	0	0	0	0	0	0	5	0	0	0					
14	Число неиспользованных открепительных удостоверений	414	0	5	9	6	0	7	15	14	14	15	15	15	13	15	15	1	13	13	13	15	15	15	13	13	15	13	13	13	13	13	13	13	13	13	13	0					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	. Глазьев Сергей Юрьевич	63	0	0	0	5	2	1	1	2	4	2	2	1	2	1	2	1	2	1	2	3	3	2	1	2	1	2	2	3	2	1	1	1	2	1	4	1					
		0.11%	0.00%	0.00%	0.00%	0.27%	0.14%	0.08%	0.06%	0.13%	0.24%	0.10%	0.11%	0.05%	0.22%	0.05%	0.08%	0.04%	0.13%	0.07%	0.22%	0.14%	0.13%	0.09%	0.06%	0.11%	0.06%	0.19%	0.14%	0.36%	0.09%	0.06%	0.10%	0.06%	0.11%	0.05%	0.60%	0.08%					
19	. Малышкин Олег Александрович	804	23	18	20	20	20	12	17	17	13	20	30	22	13	27	32	30	26	18	14	31	31	37	20	30	20	11	14	0	39	29	15	34	34	35	10	22					
		1.39%	1.76%	1.35%	2.55%	1.07%	1.41%	0.99%	1.02%	1.09%	0.78%	1.03%	1.70%	1.03%	1.42%	1.42%	1.32%	1.28%	1.63%	1.23%	1.51%	1.46%	1.33%	1.69%	1.16%	1.65%	1.21%	1.04%	0.97%	0.00%	1.77%	1.61%	1.48%	2.10%	1.81%	1.60%	1.49%	1.74%					
20	. Миронов Сергей Михайлович	122	0	3	0	0	5	3	2	4	6	2	3	3	5	3	6	4	3	2	4	6	3	5	7	4	4	3	1	4	3	2	3	3	5	3	6	2					
		0.21%	0.00%	0.22%	0.00%	0.00%	0.35%	0.25%	0.12%	0.26%	0.36%	0.10%	0.17%	0.14%	0.54%	0.16%	0.25%	0.17%	0.19%	0.14%	0.43%	0.28%	0.13%	0.23%	0.41%	0.22%	0.24%	0.28%	0.07%	0.48%	0.14%	0.11%	0.30%	0.19%	0.27%	0.14%	0.90%	0.16%					
21	. Путин Владимир Владимирович	54854	1239	1250	702	1767	1329	1141	1577	1472	1577	1833	1678	2023	855	1786	2280	2223	1510	1377	874	2004	2204	2071	1638	1729	1567	1007	1386	773	2090	1710	959	1529	1776	2080	636	1202					
		94.54%	94.94%	93.63%	89.43%	94.34%	93.79%	93.91%	94.71%	94.60%	94.60%	94.68%	95.02%	94.75%	93.14%	94.20%	94.37%	94.92%	94.73%	94.44%	94.28%	94.57%	94.75%	94.74%	95.01%	95.00%	94.68%	94.82%	96.25%	92.35%	94.61%	94.74%	94.86%	94.50%	94.52%	94.93%	94.93%	95.02%					
22	. Хакамада Ирина Муцуовна	76	3	0	0	7	5	5	4	5	2	1	3	3	1	1	3	3	1	1	2	4	1	2	1	1	3	1	1	1	3	2	1	1	1	1	1	1					
		0.13%	0.23%	0.00%	0.00%	0.37%	0.35%	0.41%	0.24%	0.32%	0.12%	0.05%	0.17%	0.14%	0.11%	0.05%	0.12%	0.13%	0.06%	0.07%	0.22%	0.19%	0.04%	0.09%	0.06%	0.05%	0.18%	0.09%	0.07%	0.12%	0.14%	0.11%	0.10%	0.06%	0.05%	0.05%	0.15%	0.08%					
23	. Харитонов Николай Михайлович	1343	23	40	37	49	21	29	39	45	28	41	32	54	19	52	59	62	30	38	15	46	46	39	36	34	34	36	24	53	50	41	28	35	39	46	13	30					
		2.31%	1.76%	3.00%	4.71%	2.62%	1.48%	2.39%	2.34%	2.89%	1.68%	2.12%	1.81%	2.53%	2.07%	2.74%	2.44%	2.65%	1.88%	2.61%	1.62%	2.17%	1.98%	1.78%	2.09%	1.87%	2.05%	3.39%	1.67%	6.33%	2.26%	2.27%	2.77%	2.16%	2.08%	2.10%	1.94%	2.37%					
																																											
