Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Рязанский район																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515					
1	"Число избирателей, внесенных в списки"	55519	2819	2896	2667	2719	1064	1952	1728	2899	1706	1560	2197	1947	1792	1354	2484	1827	2706	1904	2527	2673	2587	2390	1956	2723	2442					
2	"Число бюллетеней, полученных участковыми комиссиями"	50060	2530	2610	2400	2460	930	1800	1600	2610	1510	1400	2000	1770	1580	1210	2230	1620	2420	1720	2290	2420	2320	2170	1790	2470	2200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31057	1648	1637	1416	1457	579	1053	981	1599	915	862	1169	1115	1027	734	1383	1074	1476	1126	1455	1555	1485	1384	1026	1532	1369					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1015	72	70	63	45	12	37	59	18	22	30	52	24	30	27	27	24	62	50	33	36	53	32	55	55	27					
6	Число погашенных бюллетеней	17974	810	903	921	958	339	710	560	993	573	508	765	631	523	449	820	522	882	544	802	829	782	754	709	883	804					
7	Число бюллетеней в переносных ящиках для голосования	1015	72	70	63	45	12	37	59	18	22	30	52	24	30	27	27	24	62	50	33	36	53	32	55	55	27					
8	Число бюллетеней в стационарных ящиках для голосования	30923	1641	1636	1409	1445	579	1050	980	1596	898	862	1155	1115	1017	731	1383	1050	1467	1110	1455	1555	1485	1384	1026	1532	1362					
9	Число недействительных бюллетеней	398	23	27	22	45	3	17	13	13	10	15	19	11	8	8	18	9	12	27	34	9	13	9	7	6	20					
10	Число действительных бюллетеней	31540	1690	1679	1450	1445	588	1070	1026	1601	910	877	1188	1128	1039	750	1392	1065	1517	1133	1454	1582	1525	1407	1074	1581	1369					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1030	40	40	40	40	40	40	40	50	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	60	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	628	29	37	22	35	10	32	32	41	18	18	19	21	19	11	24	13	23	24	24	37	23	28	20	49	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	355	16	25	11	10	12	9	14	19	14	7	10	14	11	34	4	23	12	42	15	16	1	9	9	3	15					
14	Число погашенных открепительных удостоверений	402	11	3	18	5	30	8	8	9	22	22	21	19	21	29	16	27	17	16	16	3	17	12	20	11	21					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0					
16	Число утраченных бюллетеней	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	185	8	6	16	8	3	15	6	6	6	2	7	8	5	7	8	5	8	10	5	14	10	8	4	2	8					
