Выборы Президента Российской Федерации																								
																								
Наименование Избирательной комиссии:    Мотыгинская																								
																								
Итоги голосования 																								
																								
		Сумма	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643					
1	"Число избирателей, внесенных в список"	13542	998	1597	1208	1118	233	613	350	629	325	617	1136	991	451	2005	402	218	651					
2	Число полученных избирательных бюллетеней	12600	900	1500	1000	1000	200	550	350	650	300	600	1000	1000	400	2000	350	200	600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6790	473	844	615	649	128	439	116	338	157	377	577	418	231	770	214	127	317					
5	"Число избирательных бюллетеней, выданных вне помещения"	768	41	59	61	48	13	31	20	54	22	18	20	24	6	154	118	37	42					
6	Число погашенных избирательных бюллетеней	5042	386	597	324	303	59	80	214	258	121	205	403	558	163	1076	18	36	241					
7	Число избирательных бюллетеней в переносных ящиках	768	41	59	61	48	13	31	20	54	22	18	20	24	6	154	118	37	42					
8	Число бюллетеней в стационарных ящиках для голосования	6789	473	843	615	649	128	439	116	338	157	377	577	418	231	770	214	127	317					
9	Число недействительных избирательных бюллетеней	55	5	10	7	5	1	4	1	2	2	1	5	2	2	1	3	0	4					
10	Число действительных избирательных бюллетеней	7502	509	892	669	692	140	466	135	390	177	394	592	440	235	923	329	164	355					
11	Число полученных открепительных  удостоверений	200	15	25	15	15	5	10	5	10	5	10	15	15	5	30	5	5	10					
12	Число выданных открепительных удостоверений	27	4	4	3	0	0	0	1	2	0	0	2	3	1	1	1	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1					
14	Число неиспользованных открепительных удостоверений	173	11	21	12	15	5	10	4	8	5	10	13	12	4	29	4	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																								
18	. Глазьев Сергей Юрьевич	1038	68	143	87	110	22	50	17	66	26	44	123	48	29	138	24	20	23					
		13.74%	13.23%	15.85%	12.87%	15.78%	15.60%	10.64%	12.50%	16.84%	14.53%	11.14%	20.60%	10.86%	12.24%	14.94%	7.23%	12.20%	6.41%					
19	. Малышкин Олег Александрович	136	6	11	15	14	1	7	1	7	8	12	11	10	7	11	6	1	8					
		1.80%	1.17%	1.22%	2.22%	2.01%	0.71%	1.49%	0.74%	1.79%	4.47%	3.04%	1.84%	2.26%	2.95%	1.19%	1.81%	0.61%	2.23%					
20	. Миронов Сергей Михайлович	42	3	1	4	2	0	1	0	2	4	1	5	5	0	6	5	1	2					
		0.56%	0.58%	0.11%	0.59%	0.29%	0.00%	0.21%	0.00%	0.51%	2.23%	0.25%	0.84%	1.13%	0.00%	0.65%	1.51%	0.61%	0.56%					
21	. Путин Владимир Владимирович	4795	328	553	412	441	90	334	76	221	96	286	390	237	148	573	228	112	270					
		63.45%	63.81%	61.31%	60.95%	63.27%	63.83%	71.06%	55.88%	56.38%	53.63%	72.41%	65.33%	53.62%	62.45%	62.01%	68.67%	68.29%	75.21%					
22	. Хакамада Ирина Муцуовна	218	28	33	29	25	3	11	2	6	3	4	10	18	2	24	8	2	10					
		2.88%	5.45%	3.66%	4.29%	3.59%	2.13%	2.34%	1.47%	1.53%	1.68%	1.01%	1.68%	4.07%	0.84%	2.60%	2.41%	1.22%	2.79%					
23	. Харитонов Николай Михайлович	1038	60	114	98	75	22	59	29	79	34	39	45	106	45	126	47	24	36					
		13.74%	11.67%	12.64%	14.50%	10.76%	15.60%	12.55%	21.32%	20.15%	18.99%	9.87%	7.54%	23.98%	18.99%	13.64%	14.16%	14.63%	10.03%					
																								
24	Против всех	235	16	37	24	25	2	4	10	9	6	8	8	16	4	45	11	4	6					
		3.11%	3.11%	4.10%	3.55%	3.59%	1.42%	0.85%	7.35%	2.30%	3.35%	2.03%	1.34%	3.62%	1.69%	4.87%	3.31%	2.44%	1.67%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
