Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Бакчарская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412					
1	"Число избирателей, внесенных в списки избирателей"	10499	67	268	243	108	350	132	76	694	822	485	579	654	529	573	468	40	87	367	454	263	121	268	93	118	203	286	134	592	341	617	267	82	118					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9597	73	260	230	109	300	145	94	630	700	430	530	560	470	520	440	47	91	340	420	260	117	260	93	119	200	260	130	520	300	500	240	90	119					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6773	63	191	174	83	251	99	67	395	483	315	348	458	271	352	282	30	58	290	316	187	83	193	59	68	146	187	114	317	211	338	194	49	101					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	564	1	11	14	9	35	3	6	32	37	31	19	34	33	36	24	0	7	20	13	11	6	17	0	9	9	30	0	72	12	16	14	3	0					
6	Число погашенных избирательных бюллетеней	2260	9	58	42	17	14	43	21	203	180	84	163	68	166	132	134	17	26	30	91	62	28	50	34	42	45	43	16	131	77	146	32	38	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	564	1	11	14	9	35	3	6	32	37	31	19	34	33	36	24	0	7	20	13	11	6	17	0	9	9	30	0	72	12	16	14	3	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6771	63	191	173	83	251	99	67	395	483	315	348	457	271	352	282	30	58	290	316	187	83	193	59	68	146	187	114	317	211	338	194	49	101					
9	Число недействительных избирательных бюллетеней	88	1	1	2	1	1	2	0	3	11	1	0	4	5	0	4	2	1	3	7	2	1	4	2	3	0	2	0	7	5	6	5	1	1					
10	Число действительных избирательных бюллетеней	7247	63	201	185	91	285	100	73	424	509	345	367	487	299	388	302	28	64	307	322	196	88	206	57	74	155	215	114	382	218	348	203	51	100					
