Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва													
Дата голосования: 07.12.2003 0:00:00													
													
Наименование Избирательной комиссии:    Межгорьевская городская													
													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)													
													
		Сумма	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941					
1	"Число избирателей, внесенных в списки"	14454	2807	1927	2256	2751	2092	2621					
2	"Число бюллетеней, полученных участковыми комиссиями"	13850	2710	1960	1880	2600	2090	2610					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8691	1622	1170	1483	1758	1243	1415					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	122	19	9	42	21	11	20					
6	Число погашенных бюллетеней	5037	1069	781	355	821	836	1175					
7	Число бюллетеней в переносных ящиках для голосования	122	19	9	42	21	11	20					
8	Число бюллетеней в стационарных ящиках для голосования	8667	1617	1152	1480	1760	1243	1415					
9	Число недействительных бюллетеней	83	14	6	17	18	16	12					
10	Число действительных бюллетеней	8706	1622	1155	1505	1763	1238	1423					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	595	95	100	100	100	100	100					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	310	82	45	45	56	34	48					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	13	2	3	5	11	7					
14	Число погашенных открепительных удостоверений	285	13	55	55	44	66	52					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	2	2	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0					
													
18	"1. ""ЕДИНЕНИЕ"""	145	25	30	15	28	25	22					
		1.64%	1.52%	2.58%	0.98%	1.57%	1.99%	1.53%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	248	43	38	43	63	33	28					
		2.82%	2.62%	3.27%	2.82%	3.53%	2.63%	1.95%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	244	57	23	50	46	37	31					
		2.77%	3.48%	1.98%	3.28%	2.58%	2.95%	2.16%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	386	82	61	54	76	41	72					
		4.39%	5.01%	5.25%	3.54%	4.26%	3.26%	5.01%					
22	"5. ""За Русь Святую"""	33	13	4	6	6	0	4					
		0.37%	0.79%	0.34%	0.39%	0.33%	0.0%	0.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	10	0	4	2	3	5					
		0.27%	0.61%	0.0%	0.26%	0.11%	0.23%	0.34%					
24	"7. ""Новый курс - Автомобильная Россия"""	112	31	20	17	11	23	10					
		1.27%	1.89%	1.72%	1.11%	0.61%	1.83%	0.69%					
25	"8. ""Народно-республиканская партия России"""	14	0	1	3	3	6	1					
		0.15%	0.0%	0.08%	0.19%	0.16%	0.47%	0.06%					
26	"9. ""Российская экологическая партия ""Зеленые"""	58	11	14	11	10	5	7					
		0.65%	0.67%	1.20%	0.72%	0.56%	0.39%	0.48%					
27	"10. ""Аграрная партия России"""	238	43	30	30	46	36	53					
		2.70%	2.62%	2.58%	1.97%	2.58%	2.87%	3.69%					
28	"11. ""Истинные патриоты России"""	29	6	0	5	5	6	7					
		0.32%	0.36%	0.0%	0.32%	0.28%	0.47%	0.48%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	92	11	10	12	18	21	20					
		1.04%	0.67%	0.86%	0.78%	1.01%	1.67%	1.39%					
30	"13. ""Демократическая партия России"""	21	4	2	5	4	4	2					
		0.23%	0.24%	0.17%	0.32%	0.22%	0.31%	0.13%					
31	"14. ""Великая Россия - Евразийский Союз"""	34	7	5	8	4	5	5					
		0.38%	0.42%	0.43%	0.52%	0.22%	0.39%	0.34%					
32	"15. ""Партия СЛОН"""	14	2	1	2	5	2	2					
		0.15%	0.12%	0.08%	0.13%	0.28%	0.15%	0.13%					
33	"16. ""Родина"" (народно-патриотический союз)"""	859	193	116	158	195	105	92					
		9.77%	11.79%	9.99%	10.38%	10.94%	8.37%	6.41%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	1	5	6	4	2	4					
		0.25%	0.06%	0.43%	0.39%	0.22%	0.15%	0.27%					
35	"18. ""ЛДПР"""	1157	218	156	259	195	162	167					
		13.16%	13.32%	13.43%	17.01%	10.94%	12.91%	11.63%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	147	23	14	27	39	24	20					
		1.67%	1.40%	1.20%	1.77%	2.18%	1.91%	1.39%					
37	"20. ""Политическая партия ""Единая Россия"""	3461	580	430	562	694	544	651					
		39.37%	35.45%	37.03%	36.92%	38.96%	43.38%	45.36%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	2	2	6	4	0	0					
		0.15%	0.12%	0.17%	0.39%	0.22%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	20	7	1	3	5	1	3					
		0.22%	0.42%	0.08%	0.19%	0.28%	0.07%	0.20%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	956	184	139	137	204	116	176					
		10.87%	11.24%	11.97%	9.00%	11.45%	9.25%	12.26%					
													
41	Против всех	378	69	53	82	96	37	41					
		4.30%	4.21%	4.56%	5.38%	5.39%	2.95%	2.85%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
