Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Бердюжская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147					
1	"Число избирателей, внесенных в список"	9778	754	447	592	618	540	561	529	200	87	59	418	231	430	135	132	89	234	83	691	109	629	97	164	22	90	609	42	91	46	374	130	57	55	315	118					
2	Число полученных избирательных бюллетеней	9917	757	458	623	637	549	564	525	206	88	60	423	228	449	131	134	91	235	84	696	111	634	100	165	24	92	609	42	96	50	373	133	60	55	314	121					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7671	547	350	410	475	431	443	367	161	66	51	302	196	358	46	115	77	200	72	510	93	458	97	151	22	64	467	42	80	41	373	127	53	55	266	105					
5	"Число избирательных бюллетеней, выданных вне помещения"	1159	80	29	65	75	54	56	76	32	16	7	73	32	36	75	10	0	12	9	112	13	106	0	10	0	24	84	0	7	5	0	0	2	0	48	11					
6	Число погашенных избирательных бюллетеней	1087	130	79	148	87	64	65	82	13	6	2	48	0	55	10	9	14	23	3	74	5	70	3	4	2	4	58	0	9	4	0	6	5	0	0	5					
7	Число избирательных бюллетеней в переносных ящиках	1159	80	29	65	75	54	56	76	32	16	7	73	32	36	75	10	0	12	9	112	13	106	0	10	0	24	84	0	7	5	0	0	2	0	48	11					
8	Число бюллетеней в стационарных ящиках для голосования	7671	547	350	410	475	431	443	367	161	66	51	302	196	358	46	115	77	200	72	510	93	458	97	151	22	64	467	42	80	41	373	127	53	55	266	105					
9	Число недействительных избирательных бюллетеней	93	7	6	2	7	1	4	5	3	0	0	5	0	5	0	0	0	1	0	2	1	0	0	0	0	0	7	0	0	1	21	9	0	5	0	1					
10	Число действительных избирательных бюллетеней	8737	620	373	473	543	484	495	438	190	82	58	370	228	389	121	125	77	211	81	620	105	564	97	161	22	88	544	42	87	45	352	118	55	50	314	115					
11	Число полученных открепительных  удостоверений	179	19	10	9	9	10	9	8	3	2	2	6	3	18	2	2	2	4	2	9	2	8	2	2	2	2	8	2	2	2	6	2	2	2	4	2					
12	Число выданных открепительных удостоверений	90	17	8	5	7	8	5	5	1	1	0	3	0	14	0	0	0	0	0	7	0	0	0	0	0	0	2	0	2	0	1	0	0	0	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	4	2	2	2	0	2	3	1	1	1	0	0	6	1	1	0	2	1	4	3	1	0	3	0	0	3	0	1	0	0	0	0	0	2	0					
14	Число неиспользованных открепительных удостоверений	89	2	2	4	2	2	4	3	2	1	2	3	3	4	2	2	2	4	2	2	2	8	2	2	2	2	6	2	0	2	5	2	2	2	1	1					
15	"Число открепительных удостоверений, выданных в ТИК"	7	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	213	27	17	16	21	13	9	17	2	1	0	5	3	11	0	0	0	2	1	11	0	16	3	1	0	6	15	0	3	1	9	1	0	0	2	0					
		2.41%	4.31%	4.49%	3.37%	3.82%	2.68%	1.80%	3.84%	1.04%	1.22%	0.00%	1.33%	1.32%	2.79%	0.00%	0.00%	0.00%	0.94%	1.23%	1.77%	0.00%	2.84%	3.09%	0.62%	0.00%	6.82%	2.72%	0.00%	3.45%	2.17%	2.41%	0.79%	0.00%	0.00%	0.64%	0.00%					
19	. Малышкин Олег Александрович	445	19	10	18	31	30	36	17	21	3	3	18	24	21	4	6	14	12	4	23	4	39	2	11	1	1	25	0	5	5	14	6	0	0	10	8					
		5.04%	3.03%	2.64%	3.79%	5.64%	6.19%	7.21%	3.84%	10.88%	3.66%	5.17%	4.80%	10.53%	5.33%	3.31%	4.80%	18.18%	5.66%	4.94%	3.70%	3.77%	6.91%	2.06%	6.83%	4.55%	1.14%	4.54%	0.00%	5.75%	10.87%	3.75%	4.72%	0.00%	0.00%	3.18%	6.90%					
20	. Миронов Сергей Михайлович	61	1	1	6	12	4	2	2	4	0	0	1	1	3	2	1	1	0	1	1	0	7	1	2	0	0	5	0	0	0	1	1	0	0	1	0					
		0.69%	0.16%	0.26%	1.26%	2.18%	0.82%	0.40%	0.45%	2.07%	0.00%	0.00%	0.27%	0.44%	0.76%	1.65%	0.80%	1.30%	0.00%	1.23%	0.16%	0.00%	1.24%	1.03%	1.24%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.27%	0.79%	0.00%	0.00%	0.32%	0.00%					
21	. Путин Владимир Владимирович	5885	400	226	295	314	347	324	277	120	57	40	265	182	202	99	99	45	148	37	374	87	381	57	109	19	73	379	42	63	31	293	96	53	42	253	56					
