Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Буйнакская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	46445	356	1287	469	2230	512	1174	2060	1747	304	1727	737	148	380	708	1472	1119	1829	118	2414	1058	672	1922	1942	2552	2177	1024	2406	2741	988	1767	1883	1843	2564	115									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46195	356	1287	359	2230	512	1182	2060	1747	304	1727	737	147	380	708	1467	1119	1834	118	2536	1058	672	1922	1942	2542	2177	1006	2406	2731	983	1751	1860	1656	2564	115									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	43525	104	1177	300	2122	462	1125	1950	1598	289	1700	541	140	360	674	1408	1065	1804	117	2414	982	614	1829	1848	2400	2000	957	2350	2688	935	1666	1845	1576	2370	115									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	401	10	38	0	0	50	0	50	100	0	0	19	0	0	0	0	0	0	0	0	0	25	0	0	0	20	0	0	19	0	0	0	0	70	0									
6	Число погашенных избирательных бюллетеней	2269	242	72	59	108	0	57	60	49	15	27	177	7	20	34	59	54	30	1	122	76	33	93	94	142	157	49	56	24	48	85	15	80	124	0									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	401	10	38	0	0	50	0	50	100	0	0	19	0	0	0	0	0	0	0	0	0	25	0	0	0	20	0	0	19	0	0	0	0	70	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	43525	104	1177	300	2122	462	1125	1950	1598	289	1700	541	140	360	674	1408	1065	1804	117	2414	982	614	1829	1848	2400	2000	957	2350	2688	935	1666	1845	1576	2370	115									
9	Число недействительных избирательных бюллетеней	126	0	0	0	0	0	0	0	28	2	1	0	0	0	0	7	0	0	4	0	2	2	4	2	0	2	10	0	27	0	0	24	0	11	0									
10	Число действительных избирательных бюллетеней	43800	114	1215	300	2122	512	1125	2000	1670	287	1699	560	140	360	674	1401	1065	1804	113	2414	980	637	1825	1846	2400	2018	947	2350	2680	935	1666	1821	1576	2429	115									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	293	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	10	10	10	10	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	293	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	10	10	10	10	10	10	10	10	10	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	17	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	12	0	0									
		0.04%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.05%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	40467	92	1115	280	1997	460	1100	1858	1550	270	1537	515	130	325	614	1261	1000	1624	100	2314	920	577	1625	1626	2347	1838	850	2120	2587	850	1510	1800	1369	2200	106									
		92.13%	80.70%	91.77%	93.33%	94.11%	89.84%	97.78%	92.90%	91.28%	93.43%	90.41%	91.96%	92.86%	90.28%	91.10%	89.56%	93.90%	90.02%	85.47%	95.86%	93.69%	90.30%	88.85%	87.99%	97.79%	90.99%	88.82%	90.21%	95.57%	90.91%	90.64%	97.56%	86.87%	90.16%	92.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	8	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0									
		0.02%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.05%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	838	16	10	1	22	8	6	25	20	2	25	5	1	6	11	27	20	35	2	40	19	13	36	37	28	60	20	47	40	31	32	11	99	79	4									
		1.91%	14.04%	0.82%	0.33%	1.04%	1.56%	0.53%	1.25%	1.18%	0.69%	1.47%	0.89%	0.71%	1.67%	1.63%	1.92%	1.88%	1.94%	1.71%	1.66%	1.93%	2.03%	1.97%	2.00%	1.17%	2.97%	2.09%	2.00%	1.48%	3.32%	1.92%	0.60%	6.28%	3.24%	3.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2433	6	90	19	100	44	19	115	100	15	135	40	9	29	49	113	45	145	11	60	41	47	164	183	22	120	77	183	50	54	124	10	59	150	5									
		5.54%	5.26%	7.41%	6.33%	4.71%	8.59%	1.69%	5.75%	5.89%	5.19%	7.94%	7.14%	6.43%	8.06%	7.27%	8.03%	4.23%	8.04%	9.40%	2.49%	4.18%	7.36%	8.97%	9.90%	0.92%	5.94%	8.05%	7.79%	1.85%	5.78%	7.44%	0.54%	3.74%	6.15%	4.35%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
