Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Усть-Ишимская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347					
1	"Число избирателей, внесенных в список"	11662	134	268	135	897	285	186	349	305	357	287	327	469	254	291	721	270	263	146	794	675	948	981	553	253	728	223	182	158	223					
2	Число полученных избирательных бюллетеней	11907	135	271	138	900	285	302	363	300	358	287	334	476	257	289	740	278	388	160	800	650	900	980	550	240	730	230	183	162	221					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6525	91	165	85	484	161	141	225	155	174	182	224	286	180	131	393	166	169	82	363	370	491	505	321	175	345	125	95	97	144					
5	"Число избирательных бюллетеней, выданных вне помещения"	1199	1	21	1	57	51	45	43	25	98	50	31	109	20	72	65	50	94	25	28	21	50	31	28	20	59	62	12	10	20					
6	Число погашенных избирательных бюллетеней	4183	43	85	52	359	73	116	95	120	86	55	79	81	57	86	282	62	125	53	409	259	359	444	201	45	326	43	76	55	57					
7	Число избирательных бюллетеней в переносных ящиках	1199	1	21	1	57	51	45	43	25	98	50	31	109	20	72	65	50	94	25	28	21	50	31	28	20	59	62	12	10	20					
8	Число бюллетеней в стационарных ящиках для голосования	6525	91	165	85	484	161	141	225	155	174	182	224	286	180	131	393	166	169	82	363	370	491	505	321	175	345	125	95	97	144					
9	Число недействительных избирательных бюллетеней	57	2	0	0	10	3	0	2	0	1	0	0	3	2	0	5	1	1	2	3	2	6	6	1	1	2	1	1	1	1					
10	Число действительных избирательных бюллетеней	7667	90	186	86	531	209	186	266	180	271	232	255	392	198	203	453	215	262	105	388	389	535	530	348	194	402	186	106	106	163					
11	Число полученных открепительных  удостоверений	380	10	10	10	20	10	10	10	10	10	10	10	10	10	10	20	20	10	10	20	20	20	20	20	10	20	10	10	10	10					
12	Число выданных открепительных удостоверений	92	0	1	1	1	1	1	6	0	1	1	2	4	0	1	10	11	4	3	9	4	7	9	6	2	0	7	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	59	1	0	2	4	2	1	1	1	1	2	1	0	0	5	2	2	2	1	2	2	7	8	2	3	1	1	2	2	1					
14	Число неиспользованных открепительных удостоверений	288	10	9	9	19	9	9	4	10	9	9	8	6	10	9	10	9	6	7	11	16	13	11	14	8	20	3	10	10	10					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	1	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	165	0	2	1	14	5	4	2	0	0	5	3	6	3	8	13	1	11	0	6	8	11	11	12	5	24	4	0	4	2					
		2.14%	0.00%	1.08%	1.16%	2.59%	2.36%	2.15%	0.75%	0.00%	0.00%	2.16%	1.18%	1.52%	1.50%	3.94%	2.84%	0.46%	4.18%	0.00%	1.53%	2.05%	2.03%	2.05%	3.44%	2.56%	5.94%	2.14%	0.00%	3.74%	1.22%					
19	. Малышкин Олег Александрович	239	3	2	1	22	11	2	7	1	17	4	5	21	3	9	10	8	3	2	14	18	15	16	14	5	19	2	3	1	1					
		3.09%	3.26%	1.08%	1.16%	4.07%	5.19%	1.08%	2.61%	0.56%	6.25%	1.72%	1.96%	5.32%	1.50%	4.43%	2.18%	3.70%	1.14%	1.87%	3.58%	4.60%	2.77%	2.99%	4.01%	2.56%	4.70%	1.07%	2.80%	0.93%	0.61%					
20	. Миронов Сергей Михайлович	54	4	0	0	3	2	2	1	0	2	1	2	3	3	1	3	1	1	2	1	2	6	3	0	3	3	1	1	3	0					
		0.70%	4.35%	0.00%	0.00%	0.55%	0.94%	1.08%	0.37%	0.00%	0.74%	0.43%	0.78%	0.76%	1.50%	0.49%	0.66%	0.46%	0.38%	1.87%	0.26%	0.51%	1.11%	0.56%	0.00%	1.54%	0.74%	0.53%	0.93%	2.80%	0.00%					
21	. Путин Владимир Владимирович	5576	66	149	57	365	139	126	234	140	216	188	213	223	139	150	350	168	125	90	287	292	379	383	265	162	260	154	64	81	111					
		72.19%	71.74%	80.11%	66.28%	67.47%	65.57%	67.74%	87.31%	77.78%	79.41%	81.03%	83.53%	56.46%	69.50%	73.89%	76.42%	77.78%	47.53%	84.11%	73.40%	74.68%	70.06%	71.46%	75.93%	83.08%	64.36%	82.35%	59.81%	75.70%	67.68%					
22	. Хакамада Ирина Муцуовна	145	0	2	4	12	2	7	1	3	1	3	4	10	3	3	15	0	2	3	10	4	15	13	8	1	8	3	1	3	4					
		1.88%	0.00%	1.08%	4.65%	2.22%	0.94%	3.76%	0.37%	1.67%	0.37%	1.29%	1.57%	2.53%	1.50%	1.48%	3.28%	0.00%	0.76%	2.80%	2.56%	1.02%	2.77%	2.43%	2.29%	0.51%	1.98%	1.60%	0.93%	2.80%	2.44%					
23	. Харитонов Николай Михайлович	1379	15	29	22	103	48	42	19	36	31	24	27	126	43	30	58	32	118	8	61	58	99	94	48	15	82	18	36	14	43					
		17.85%	16.30%	15.59%	25.58%	19.04%	22.64%	22.58%	7.09%	20.00%	11.40%	10.34%	10.59%	31.90%	21.50%	14.78%	12.66%	14.81%	44.87%	7.48%	15.60%	14.83%	18.30%	17.54%	13.75%	7.69%	20.30%	9.63%	33.64%	13.08%	26.22%					
																																				
24	Против всех	109	2	2	1	12	2	3	2	0	4	7	1	3	4	2	4	5	2	0	9	7	10	10	1	3	6	4	1	0	2					
		1.41%	2.17%	1.08%	1.16%	2.22%	0.94%	1.61%	0.75%	0.00%	1.47%	3.02%	0.39%	0.76%	2.00%	0.99%	0.87%	2.31%	0.76%	0.00%	2.30%	1.79%	1.85%	1.87%	0.29%	1.54%	1.49%	2.14%	0.93%	0.00%	1.22%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
