Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Курумканская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364					
1	"Число избирателей, внесенных в списки избирателей"	10498	677	862	127	138	601	1228	1228	411	1003	209	959	128	681	756	168	335	632	355					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10910	699	1179	131	153	637	1238	1272	381	1018	191	914	131	685	778	154	323	643	383					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6870	374	723	74	43	420	762	838	256	717	47	607	81	447	543	116	234	307	281					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1224	121	139	17	73	40	113	97	32	41	99	86	27	89	32	27	27	133	31					
6	Число погашенных избирательных бюллетеней	2816	204	317	40	37	177	363	337	93	260	45	221	23	149	203	11	62	203	71					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1224	121	139	17	73	40	113	97	32	41	99	86	27	89	32	27	27	133	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6809	374	723	74	43	420	762	838	256	656	47	607	81	447	543	116	234	307	281					
9	Число недействительных избирательных бюллетеней	235	17	6	0	2	9	20	29	14	0	5	29	7	22	15	4	5	14	37					
10	Число действительных избирательных бюллетеней	7798	478	856	91	114	451	855	906	274	697	141	664	101	514	560	139	256	426	275					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	400	20	35	10	10	20	35	40	15	35	10	30	10	30	30	10	20	25	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	149	0	23	2	6	2	33	23	3	12	1	2	0	10	13	0	0	17	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	126	8	8	0	1	6	20	22	5	4	5	11	3	8	1	7	2	9	6					
14	Число погашенных неиспользованных открепительных удостоверений	251	20	12	8	4	18	2	17	12	23	9	28	10	20	17	10	20	8	13					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	97	6	8	1	2	3	6	8	1	14	3	8	3	7	9	0	8	9	1					
		1.21%	1.21%	0.93%	1.10%	1.72%	0.65%	0.69%	0.86%	0.35%	2.01%	2.05%	1.15%	2.78%	1.31%	1.57%	0.00%	3.07%	2.05%	0.32%					
19	2.Всероссийская политическая партия «Гражданская Сила»	19	1	3	0	0	0	0	3	3	1	1	2	0	1	2	1	0	1	0					
		0.24%	0.20%	0.35%	0.00%	0.00%	0.00%	0.00%	0.32%	1.04%	0.14%	0.68%	0.29%	0.00%	0.19%	0.35%	0.70%	0.00%	0.23%	0.00%					
