Выборы Президента Российской Федерации																																																																																								
Дата голосования: 18.03.2018																																																																																								
																																																																																								
Наименование Избирательной комиссии:    Иркутская																																																																																								
																																																																																								
Сводная таблица итогов голосования																																																																																								
																																																																																								
	Число участковых избирательных комиссий	77																																																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	77																																																																																						
																																																																																								
		Сумма	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №1918	УИК №1924	УИК №1925	УИК №1926									
1	"Число избирателей, включенных в список избирателей"	83398	2420	1149	488	540	198	225	234	99	38	2274	2220	878	822	48	1531	1835	783	1824	2070	1907	1570	2344	3218	1807	1049	1612	847	324	114	345	2255	318	541	416	453	179	190	289	319	590	389	213	2981	738	1974	3099	570	462	1870	157	213	156	184	694	908	2032	1553	819	697	561	408	1640	1728	3350	1475	2071	566	723	269	776	403	144	375	2084	1797	1492	3464									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	65790	2100	800	450	530	189	211	211	95	34	1700	1700	800	800	50	900	1200	650	1300	1900	1700	1300	1700	2370	1500	800	1300	800	300	108	340	1700	230	500	390	400	162	179	290	315	560	390	189	2000	500	1457	2000	470	390	1500	152	179	141	164	600	800	1300	1100	700	550	410	330	1300	1300	2400	1300	1600	500	600	280	750	370	144	360	1800	1200	1300	2700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	45623	1143	506	261	197	77	107	117	42	23	1334	1339	433	473	13	807	1109	421	541	1107	1034	828	1497	1819	1128	668	1102	427	166	58	164	1128	167	249	191	235	91	111	112	259	332	245	115	1449	311	1134	1967	366	291	884	105	128	97	107	374	542	1189	882	375	474	373	191	870	778	2189	723	1197	243	416	183	433	191	65	197	1185	918	700	1920									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1753	134	48	31	5	9	11	6	1	0	20	40	11	20	4	24	41	4	13	23	10	102	10	32	14	20	16	22	15	1	17	55	9	12	25	11	2	8	106	0	23	19	17	25	182	32	21	14	4	58	6	20	5	0	5	10	18	5	28	0	24	29	22	8	31	25	39	13	20	0	5	20	11	19	15	23	7	18									
6	Число погашенных избирательных бюллетеней	18414	823	246	158	328	103	93	88	52	11	346	321	356	307	33	69	50	225	746	770	656	370	193	519	358	112	182	351	119	49	159	517	54	239	174	154	69	60	72	56	205	126	57	526	7	291	12	90	95	558	41	31	39	57	221	248	93	213	297	76	13	110	408	514	180	552	364	244	164	97	312	159	68	144	600	259	593	762									
