Выборы Президента Российской Федерации																																																																																		
Дата голосования: 04.03.2012																																																																																		
																																																																																		
Наименование Избирательной комиссии:    Иркутская																																																																																		
																																																																																		
Сводная таблица итогов голосования																																																																																		
																																																																																		
	Число участковых избирательных комиссий	71																																																																																
	Число участковых избирательных комиссий, приступивших к передаче сведений	71																																																																																
																																																																																		
		Сумма	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №1882									
1	Число избирателей, включенных в список избирателей	57863	2243	1181	474	538	202	217	216	100	36	1605	1699	897	944	51	1201	2270	639	397	2103	2676	849	832	1063	652	2668	823	275	104	372	2154	458	381	417	156	166	368	230	438	579	360	205	2291	657	1384	749	421	119	421	1332	160	179	167	166	601	768	2903	696	304	376	304	2295	1982	1725	484	668	305	709	340	151	321	1646									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	54156	2100	1100	470	530	199	210	220	104	37	1500	1500	880	850	54	1100	2100	630	370	2050	2300	820	770	1020	620	2400	820	260	104	360	2000	440	380	405	154	167	310	220	440	570	360	203	2200	560	1300	700	370	117	400	1200	157	180	170	167	600	760	2700	690	290	330	295	2100	1900	1600	470	580	290	700	340	153	310	1400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	29171	1066	513	213	233	92	105	117	37	26	880	1008	418	445	8	576	1138	272	185	1118	1260	526	397	640	410	1691	368	151	60	164	981	210	170	183	82	90	241	62	359	375	249	131	1073	322	717	395	256	47	173	535	97	94	89	85	319	459	1477	309	175	238	115	1041	808	773	151	311	212	369	159	77	164	881									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2435	150	73	43	27	11	14	6	5	0	48	43	36	36	4	61	53	26	28	69	37	94	8	9	5	15	33	16	1	11	116	24	35	8	12	14	59	39	0	36	17	28	62	67	35	15	50	10	7	121	4	10	15	0	21	12	89	46	0	9	15	131	77	72	37	79	0	21	9	13	29	29									
6	Число погашенных избирательных бюллетеней	22550	884	514	214	270	96	91	97	62	11	572	449	426	369	42	463	909	332	157	863	1003	200	365	371	205	694	419	93	43	185	903	206	175	214	60	63	10	119	81	159	94	44	1065	171	548	290	64	60	220	544	56	76	66	82	260	289	1134	335	115	83	165	928	1015	755	282	190	78	310	172	63	117	490									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2435	150	73	43	27	11	14	6	5	0	48	43	36	36	4	61	53	26	28	69	37	94	8	9	5	15	33	16	1	11	116	24	35	8	12	14	59	39	0	36	17	28	62	67	35	15	50	10	7	121	4	10	15	0	21	12	89	46	0	9	15	131	77	72	37	79	0	21	9	13	29	29									
8	Число бюллетеней в стационарных ящиках для голосования	29167	1066	513	213	233	92	105	117	37	26	880	1008	418	445	8	576	1138	272	185	1118	1260	524	397	640	410	1691	368	151	60	164	981	210	170	183	82	90	241	61	359	375	249	131	1073	322	717	395	256	47	173	535	97	94	89	85	319	459	1477	309	175	238	114	1041	808	773	151	311	212	369	159	77	164	881									
9	Число недействительных избирательных бюллетеней	362	15	8	5	2	2	2	1	0	0	8	4	3	9	0	2	13	2	6	27	16	16	1	4	3	38	2	0	0	1	6	3	1	2	0	1	0	0	5	9	8	1	13	1	12	4	2	0	0	9	1	0	0	1	10	3	17	2	1	2	1	8	11	12	0	4	6	1	2	2	2	9									
10	Число действительных избирательных бюллетеней	31240	1201	578	251	258	101	117	122	42	26	920	1047	451	472	12	635	1178	296	207	1160	1281	602	404	645	412	1668	399	167	61	174	1091	231	204	189	94	103	300	100	354	402	258	158	1122	388	740	406	304	57	180	647	100	104	104	84	330	468	1549	353	174	245	128	1164	874	833	188	386	206	389	166	88	191	901									
11	Число полученных открепительных  удостоверений	977	35	25	11	10	6	5	5	3	3	25	35	15	15	3	15	25	10	10	35	30	10	13	15	20	60	10	5	3	5	35	8	5	8	3	3	20	5	27	14	11	5	25	8	15	10	40	3	8	15	3	3	3	3	8	10	25	10	8	8	8	30	29	15	8	11	15	12	10	3	5	20									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	684	35	18	11	6	3	1	4	3	0	24	25	10	7	0	15	23	7	3	19	25	6	9	10	8	42	7	3	0	2	14	0	5	0	0	0	6	1	27	10	11	0	24	6	15	5	23	3	5	11	1	3	3	1	8	8	21	5	7	3	5	30	29	15	2	11	4	12	3	1	0	20									
