Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
"Наименование Избирательной комиссии:    Красноярск, Ленинская"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290					
1	"Число избирателей, внесенных в списки избирателей"	108710	1847	1628	1784	1992	2322	1998	1891	1890	1784	1854	2070	2097	2280	1440	2369	2531	259	2269	2599	2505	1986	1948	2410	2367	2093	1802	1569	2600	2280	2014	1912	1939	2041	2223	2115	2339	2131	2404	2099	2370	2510	2390	2528	2055	2332	1893	2110	1784	2227	2578	2119	2133					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	107783	1827	1624	1776	1977	2318	1952	1882	1885	1767	1840	2003	2100	2236	1400	2343	2497	250	2230	2531	2500	2000	1943	2422	2380	2025	1731	1559	2558	2237	1988	1867	1923	2020	2326	2161	2345	2114	2390	2046	2340	2515	2387	2528	2050	2301	1886	2057	1683	2279	2576	2100	2108					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	55444	1116	1034	1088	1101	1407	1140	1140	1074	996	856	1094	1217	1150	814	1287	1458	113	1318	1346	1447	1117	1072	1195	1235	924	961	832	886	1153	928	881	848	866	1152	1066	1275	950	1075	1035	889	1172	1187	1264	786	1241	1090	1148	760	1194	1169	1112	785					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1741	10	31	27	22	20	41	39	47	28	22	19	27	21	33	32	26	96	35	29	41	63	54	26	24	20	39	13	86	39	12	23	37	14	29	33	34	22	31	46	54	44	26	31	29	24	21	36	108	10	9	20	38					
6	Число погашенных избирательных бюллетеней	50598	701	559	661	854	891	771	703	764	743	962	890	856	1065	553	1024	1013	41	877	1156	1012	820	817	1201	1121	1081	731	714	1586	1045	1048	963	1038	1140	1145	1062	1036	1142	1284	965	1397	1299	1174	1233	1235	1036	775	873	815	1075	1398	968	1285					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1741	10	31	27	22	20	41	39	47	28	22	19	27	21	33	32	26	96	35	29	41	63	54	26	24	20	39	13	86	39	12	23	37	14	29	33	34	22	31	46	54	44	26	31	29	24	21	36	108	10	9	20	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	55420	1116	1034	1088	1094	1407	1140	1140	1074	995	853	1094	1217	1150	814	1287	1452	113	1318	1345	1444	1117	1072	1195	1235	924	961	832	886	1153	928	881	848	866	1152	1066	1275	950	1075	1035	889	1172	1187	1264	786	1241	1090	1148	760	1191	1169	1112	785					
9	Число недействительных избирательных бюллетеней	666	18	15	17	15	19	17	10	13	12	11	13	12	21	13	19	16	2	18	11	16	12	8	21	19	11	10	5	12	10	8	7	5	11	19	14	27	12	13	14	14	13	7	13	10	18	18	8	8	13	5	5	8					
10	Число действительных избирательных бюллетеней	56495	1108	1050	1098	1101	1408	1164	1169	1108	1011	864	1100	1232	1150	834	1300	1462	207	1335	1363	1469	1168	1118	1200	1240	933	990	840	960	1182	932	897	880	869	1162	1085	1282	960	1093	1067	929	1203	1206	1282	805	1247	1093	1176	860	1188	1173	1127	815					
