Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Донская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	46679	1204	1484	906	2117	1613	1457	2151	2336	1322	1081	2285	1232	1174	2080	1697	570	1443	1558	1089	1440	2234	1784	727	1319	532	1565	2351	2201	1773	1954									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44100	1100	1450	950	2150	1600	1300	2200	2350	1300	1050	2300	1250	1150	2050	1700	550	1500	1500	1100	1450	2100	1700	700	1300	500	1500	1800	1700	1300	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	23002	600	774	470	1175	1133	685	1115	1537	714	432	857	733	622	818	600	229	923	549	627	551	732	703	469	712	208	955	1322	1073	890	794									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1687	111	84	120	14	121	66	24	40	76	57	33	25	22	25	55	65	40	91	61	33	23	105	84	15	150	17	44	34	32	20									
6	Число погашенных избирательных бюллетеней	19411	389	592	360	961	346	549	1061	773	510	561	1410	492	506	1207	1045	256	537	860	412	866	1345	892	147	573	142	528	434	593	378	686									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1687	111	84	120	14	121	66	24	40	76	57	33	25	22	25	55	65	40	91	61	33	23	105	84	15	150	17	44	34	32	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	22998	600	774	470	1175	1131	685	1115	1537	714	432	857	733	622	816	600	229	923	549	627	551	732	703	469	712	208	955	1322	1073	890	794									
9	Число недействительных избирательных бюллетеней	370	19	5	6	32	18	15	23	27	8	7	15	6	19	17	10	4	8	10	6	9	10	6	0	9	0	7	29	8	18	19									
10	Число действительных избирательных бюллетеней	24315	692	853	584	1157	1234	736	1116	1550	782	482	875	752	625	824	645	290	955	630	682	575	745	802	553	718	358	965	1337	1099	904	795									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	583	10	13	7	35	14	17	30	31	28	12	35	17	12	25	20	5	20	24	10	22	25	17	10	21	5	12	27	35	24	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	555	8	13	7	35	14	17	30	31	23	12	31	17	12	25	20	5	20	24	8	22	25	17	10	21	5	11	27	25	21	19									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	489	10	6	2	17	14	179	9	14	17	20	23	6	14	23	11	13	3	12	12	5	10	6	6	9	9	7	8	7	6	11									
14	Число погашенных неиспользованных открепительных удостоверений	28	2	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	10	3	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	188	1	0	8	9	6	10	12	10	8	8	12	9	2	8	11	1	5	6	5	5	5	7	1	8	0	3	11	7	2	8									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	281	7	9	7	8	18	6	11	19	14	7	20	7	6	8	6	7	5	13	5	5	15	7	4	10	2	9	9	15	13	9									
		1.14%	0.98%	1.05%	1.19%	0.67%	1.44%	0.80%	0.97%	1.20%	1.77%	1.43%	2.25%	0.92%	0.93%	0.95%	0.92%	2.38%	0.52%	2.03%	0.73%	0.86%	1.99%	0.87%	0.72%	1.38%	0.56%	0.93%	0.66%	1.36%	1.41%	1.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	563	12	21	2	27	14	18	32	13	14	20	20	17	21	21	18	8	7	24	9	31	30	16	7	16	4	25	30	35	31	20									
		2.28%	1.69%	2.45%	0.34%	2.27%	1.12%	2.40%	2.81%	0.82%	1.77%	4.09%	2.25%	2.24%	3.26%	2.50%	2.75%	2.72%	0.73%	3.75%	1.31%	5.31%	3.97%	1.98%	1.27%	2.20%	1.12%	2.57%	2.20%	3.16%	3.36%	2.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	499	11	15	8	27	25	12	30	14	29	16	25	11	16	17	23	16	10	17	8	18	20	7	5	10	1	15	26	30	15	22									
		2.02%	1.55%	1.75%	1.36%	2.27%	1.99%	1.60%	2.63%	0.89%	3.67%	3.27%	2.81%	1.45%	2.48%	2.02%	3.51%	5.44%	1.04%	2.66%	1.16%	3.08%	2.65%	0.87%	0.90%	1.38%	0.28%	1.54%	1.90%	2.71%	1.63%	2.70%									
