Выборы Президента Российской Федерации																																																																	
Дата голосования: 02.03.2008																																																																	
																																																																	
"Наименование Избирательной комиссии:    Иваново, Ленинская"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
	Число участковых избирательных комиссий	58																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	58																																																															
																																																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58					
1	"Число избирателей, включенных в списки избирателей"	125610	696	1517	1322	2300	1904	1815	1776	1543	2016	2398	1761	1989	1751	1913	2137	1659	1507	2590	2519	2569	2685	1996	1501	2215	1961	2482	2805	1877	2222	2034	2169	2194	2614	1752	2406	2633	2122	2379	2594	2427	2152	2519	1812	1846	2607	2292	2467	2699	2517	2778	1870	2121	1943	2346	2759	2896	2711	2525					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	125020	660	1700	1540	2100	1880	1880	1760	1550	2000	2400	1760	1980	1750	1900	2130	1600	1500	2600	2500	2570	2680	2000	1500	2230	1970	2460	2800	1870	2230	2000	2140	2200	2600	1740	2400	2650	2100	2380	2600	2430	2150	2500	1800	1850	2600	2280	2460	2550	2500	2500	1870	2130	1920	2320	2750	2900	2700	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	58985	426	839	754	1227	852	899	832	688	936	1033	700	895	793	844	967	681	506	1341	1130	1144	1145	909	696	1102	971	1298	1531	910	925	960	1040	1205	1297	738	1175	1293	1000	1132	1023	1120	1028	1237	875	860	1276	1010	921	1143	1260	1261	869	1002	950	1073	1295	1354	1387	1227					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1765	13	29	73	25	32	20	11	27	40	48	33	6	15	33	36	67	29	15	23	25	50	30	18	24	20	27	25	25	31	30	27	23	25	11	19	24	15	40	52	40	34	22	9	34	22	37	8	153	45	67	12	16	15	42	25	11	40	17					
6	Число погашенных избирательных бюллетеней	64270	221	832	713	848	996	961	917	835	1024	1319	1027	1079	942	1023	1127	852	965	1244	1347	1401	1485	1061	786	1104	979	1135	1244	935	1274	1010	1073	972	1278	991	1206	1333	1085	1208	1525	1270	1088	1241	916	956	1302	1233	1531	1254	1195	1172	989	1112	955	1205	1430	1535	1273	1256					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1746	13	29	71	25	33	20	11	27	40	48	33	6	15	33	35	67	29	15	23	25	50	30	18	24	20	27	25	25	31	30	27	23	24	11	19	23	15	40	52	40	34	22	9	34	22	37	8	148	45	73	12	0	15	42	25	11	40	17					
8	Число бюллетеней в стационарных ящиках для голосования	58585	398	838	755	1218	870	895	828	697	932	1028	696	892	793	843	965	680	505	1340	1129	1144	1143	909	695	1097	948	1287	1528	906	925	957	1039	1204	1268	738	1171	1291	996	1169	1023	1120	1026	1235	875	859	1272	1012	921	1115	1257	1255	869	1013	932	1073	1280	1353	1199	1179					
9	Число недействительных избирательных бюллетеней	725	6	10	17	14	7	9	6	9	8	11	8	8	8	19	12	10	6	18	12	12	10	16	9	9	15	16	17	10	10	13	7	7	18	10	10	13	8	14	36	19	18	12	12	10	15	9	13	12	12	17	14	15	20	14	16	16	12	11					
10	Число действительных избирательных бюллетеней	59606	405	857	809	1229	896	906	833	715	964	1065	721	890	800	857	988	737	528	1337	1140	1157	1183	923	704	1112	953	1298	1536	921	946	974	1059	1220	1274	739	1180	1301	1003	1195	1039	1141	1042	1245	872	883	1279	1040	916	1251	1290	1311	867	998	927	1101	1289	1348	1227	1185					
11	Число полученных открепительных  удостоверений	1855	40	250	200	70	25	80	20	20	30	20	15	15	15	15	15	15	13	30	25	30	20	80	15	26	20	19	35	15	15	25	10	20	15	10	30	30	20	25	30	25	15	25	15	15	20	30	15	20	20	70	15	20	20	30	30	27	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1351	29	215	190	18	20	28	12	15	24	20	6	13	13	12	11	15	12	27	19	22	15	24	8	26	14	12	26	15	12	19	10	11	13	9	23	23	12	23	13	20	10	16	8	13	19	21	10	18	16	25	9	20	11	22	22	25	18	19					
