Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Сыктывдинская																																		
																																		
Сводная таблица предварительных итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №683									
1	"Число избирателей, включенных в список избирателей"	19268	876	257	531	712	1083	361	467	486	1511	2553	1998	2659	2598	269	129	592	126	276	643	573	357	191	20									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19450	964	261	541	744	1135	337	511	500	1407	2468	1982	2620	2644	269	142	606	133	288	672	614	388	190	34									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	276	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	94	38	30	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10921	316	136	292	353	624	253	265	309	988	1521	1212	1531	1567	119	59	322	83	114	394	194	180	70	19									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	724	58	19	21	61	70	13	79	37	20	44	27	56	31	4	7	32	4	54	56	15	3	13	0									
6	Число погашенных избирательных бюллетеней	7528	481	106	228	330	441	71	167	154	399	903	743	1032	1046	146	76	252	46	120	217	311	167	77	15									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1000	167	19	21	61	70	13	79	37	20	44	27	56	31	4	7	32	4	54	61	109	41	43	0									
8	Число бюллетеней в стационарных ящиках для голосования	10919	316	136	292	353	624	253	265	309	988	1521	1212	1530	1566	119	59	322	83	114	394	194	180	70	19									
9	Число недействительных избирательных бюллетеней	157	3	0	4	4	7	2	4	3	14	20	19	30	31	1	0	3	4	2	3	2	1	0	0									
