Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Степновская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154					
1	"Число избирателей, внесенных в списки"	15765	841	323	837	268	189	1186	351	2817	139	1231	746	2128	1581	1443	1279	406					
2	"Число бюллетеней, полученных участковыми комиссиями"	15240	852	318	833	264	188	1183	355	2560	144	1231	742	1895	1580	1420	1260	415					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7113	550	145	404	146	79	600	200	949	80	581	398	1012	778	571	446	174					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	699	0	11	37	9	7	71	1	147	0	42	38	81	44	129	82	0					
6	Число погашенных бюллетеней	7428	302	162	392	109	102	512	154	1464	64	608	306	802	758	720	732	241					
7	Число бюллетеней в переносных ящиках для голосования	699	0	11	37	9	7	71	1	147	0	42	38	81	44	129	82	0					
8	Число бюллетеней в стационарных ящиках для голосования	7113	550	145	404	146	79	600	200	949	80	581	398	1012	778	571	446	174					
9	Число недействительных бюллетеней	183	7	2	5	5	3	14	0	33	3	10	9	35	20	13	17	7					
10	Число действительных бюллетеней	7629	543	154	436	150	83	657	201	1063	77	613	427	1058	802	687	511	167					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	186	10	5	10	5	5	15	5	20	5	10	10	20	20	20	20	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	50	0	0	0	1	0	5	5	9	1	8	2	4	10	3	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	0	2	1	1	1	5	1	2	0	0	0	4	6	0	2	1					
14	Число погашенных открепительных удостоверений	136	10	5	10	4	5	10	0	11	4	2	8	16	10	17	18	6					
15	Число открепительных удостоверений выданных ТИК	14	0	0	0	0	0	2	0	3	0	0	0	4	1	3	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	146	7	7	9	7	3	11	10	19	6	7	9	16	5	17	11	2					
		1.86%	1.27%	4.48%	2.04%	4.51%	3.48%	1.63%	4.97%	1.73%	7.5%	1.12%	2.06%	1.46%	0.60%	2.42%	2.08%	1.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	79	5	7	2	0	2	5	4	7	0	3	4	3	21	10	5	1					
		1.01%	0.90%	4.48%	0.45%	0.0%	2.32%	0.74%	1.99%	0.63%	0.0%	0.48%	0.91%	0.27%	2.55%	1.42%	0.94%	0.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	259	10	1	10	5	3	29	5	39	2	20	21	50	21	21	17	5					
		3.31%	1.81%	0.64%	2.26%	3.22%	3.48%	4.32%	2.48%	3.55%	2.5%	3.21%	4.81%	4.57%	2.55%	3.0%	3.21%	2.87%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	75	6	4	4	1	5	8	0	9	1	5	7	7	8	3	5	2					
		0.96%	1.09%	2.56%	0.90%	0.64%	5.81%	1.19%	0.0%	0.82%	1.25%	0.80%	1.60%	0.64%	0.97%	0.42%	0.94%	1.14%					
22	"5. ""За Русь Святую"""	28	0	0	1	0	0	1	1	3	2	5	3	4	0	4	4	0					
		0.35%	0.0%	0.0%	0.22%	0.0%	0.0%	0.14%	0.49%	0.27%	2.5%	0.80%	0.68%	0.36%	0.0%	0.57%	0.75%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	0	0	3	0	0	0	0	1	1	0	3	1	4	0	3	0					
		0.20%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.09%	1.25%	0.0%	0.68%	0.09%	0.48%	0.0%	0.56%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	26	1	1	2	1	1	2	0	6	0	0	3	2	2	2	3	0					
		0.33%	0.18%	0.64%	0.45%	0.64%	1.16%	0.29%	0.0%	0.54%	0.0%	0.0%	0.68%	0.18%	0.24%	0.28%	0.56%	0.0%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.49%	0.0%	0.0%	0.16%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	3	0	0	0	1	0	0	2	0	0	2	3	1	1	1	0					
		0.17%	0.54%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	0.18%	0.0%	0.0%	0.45%	0.27%	0.12%	0.14%	0.18%	0.0%					
27	"10. ""Аграрная партия России"""	793	26	3	54	5	4	44	6	236	1	46	16	152	84	52	35	29					
		10.15%	4.72%	1.92%	12.24%	3.22%	4.65%	6.55%	2.98%	21.53%	1.25%	7.38%	3.66%	13.90%	10.21%	7.42%	6.62%	16.66%					
28	"11. ""Истинные патриоты России"""	195	16	15	12	15	4	3	0	15	1	50	8	20	11	4	8	13					
		2.49%	2.90%	9.61%	2.72%	9.67%	4.65%	0.44%	0.0%	1.36%	1.25%	8.02%	1.83%	1.82%	1.33%	0.57%	1.51%	7.47%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	162	2	1	12	0	0	7	6	4	0	16	32	34	19	14	11	4					
		2.07%	0.36%	0.64%	2.72%	0.0%	0.0%	1.04%	2.98%	0.36%	0.0%	2.56%	7.33%	3.11%	2.31%	2.0%	2.08%	2.29%					
30	"13. ""Демократическая партия России"""	23	1	0	1	0	0	1	0	5	0	5	1	3	1	3	2	0					
		0.29%	0.18%	0.0%	0.22%	0.0%	0.0%	0.14%	0.0%	0.45%	0.0%	0.80%	0.22%	0.27%	0.12%	0.42%	0.37%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	74	3	5	0	1	0	0	2	41	3	3	3	5	1	3	2	2					
		0.94%	0.54%	3.20%	0.0%	0.64%	0.0%	0.0%	0.99%	3.74%	3.75%	0.48%	0.68%	0.45%	0.12%	0.42%	0.37%	1.14%					
32	"15. ""Партия СЛОН"""	12	2	0	0	0	1	2	2	0	0	1	1	1	2	0	0	0					
		0.15%	0.36%	0.0%	0.0%	0.0%	1.16%	0.29%	0.99%	0.0%	0.0%	0.16%	0.22%	0.09%	0.24%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	599	98	2	12	2	6	73	29	26	3	26	20	88	92	67	49	6					
		7.66%	17.81%	1.28%	2.72%	1.29%	6.97%	10.87%	14.42%	2.37%	3.75%	4.17%	4.58%	8.05%	11.19%	9.57%	9.28%	3.44%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	5	0	1	0	1	5	0	10	1	3	1	4	3	2	4	0					
		0.51%	0.90%	0.0%	0.22%	0.0%	1.16%	0.74%	0.0%	0.91%	1.25%	0.48%	0.22%	0.36%	0.36%	0.28%	0.75%	0.0%					
35	"18. ""ЛДПР"""	976	53	4	66	25	4	78	11	98	6	141	78	170	102	65	63	12					
		12.49%	9.63%	2.56%	14.96%	16.12%	4.65%	11.62%	5.47%	8.94%	7.5%	22.63%	17.88%	15.55%	12.40%	9.28%	11.93%	6.89%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	180	13	22	8	1	2	13	4	23	3	10	8	28	14	18	10	3					
		2.30%	2.36%	14.10%	1.81%	0.64%	2.32%	1.93%	1.99%	2.09%	3.75%	1.60%	1.83%	2.56%	1.70%	2.57%	1.89%	1.72%					
37	"20. ""Политическая партия ""Единая Россия"""	2418	106	50	198	61	34	244	100	340	35	194	160	295	217	201	152	31					
		30.95%	19.27%	32.05%	44.89%	39.35%	39.53%	36.36%	49.75%	31.02%	43.75%	31.13%	36.69%	26.98%	26.39%	28.71%	28.78%	17.81%					
38	"21. ""Российская Конституционно-демократическая партия"""	17	0	1	0	0	0	0	1	6	0	2	2	3	0	1	1	0					
		0.21%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.49%	0.54%	0.0%	0.32%	0.45%	0.27%	0.0%	0.14%	0.18%	0.0%					
39	"22. ""Развитие предпринимательства"""	22	0	0	1	1	0	2	1	7	0	0	0	3	3	2	1	1					
		0.28%	0.0%	0.0%	0.22%	0.64%	0.0%	0.29%	0.49%	0.63%	0.0%	0.0%	0.0%	0.27%	0.36%	0.28%	0.18%	0.57%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1161	175	28	30	16	8	86	12	132	3	54	33	117	143	167	105	52					
