Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Тахтамукайская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
1	"Число избирателей, внесенных в списки"	49243	1584	1840	2151	732	486	250	2100	1691	2118	1707	2152	1680	1056	1030	153	297	595	303	1221	2112	1881	1749	2087	2147	2080	1733	1901	1874	881	125	1985	969	543	269	1561	1193	485	219	303					
2	"Число бюллетеней, полученных участковыми комиссиями"	46975	1503	1800	2000	721	491	247	2000	1500	2000	1600	2000	1600	1000	1000	152	289	578	307	1200	2000	1800	1700	2000	2000	2000	1600	1800	1800	859	128	1900	990	532	267	1500	1100	482	223	306					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21988	1122	791	817	488	279	176	929	671	950	691	1070	725	382	326	105	185	330	129	505	965	590	737	907	753	784	652	717	610	478	115	885	812	253	182	656	584	240	206	191					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1087	39	114	63	18	26	7	16	66	27	21	36	9	22	20	5	28	16	0	61	33	31	17	17	30	15	19	22	88	10	0	19	4	39	22	40	72	12	3	0					
6	Число погашенных бюллетеней	23903	342	895	1120	215	186	64	1055	763	1023	888	894	866	596	654	42	76	232	178	634	1002	1179	949	1076	1217	1201	929	1061	1102	371	13	996	174	240	63	804	444	230	14	115					
7	Число бюллетеней в переносных ящиках для голосования	1087	39	114	63	18	26	7	16	66	27	21	36	9	22	20	5	28	16	0	61	33	31	17	17	30	15	19	22	88	10	0	19	4	39	22	40	72	12	3	0					
8	Число бюллетеней в стационарных ящиках для голосования	21945	1122	791	817	488	279	176	929	671	950	690	1070	725	381	326	105	185	330	129	505	965	590	737	906	753	784	652	711	610	478	115	885	812	259	182	616	584	240	206	191					
9	Число недействительных бюллетеней	334	12	17	28	13	0	8	14	14	3	3	27	5	6	5	1	9	8	2	31	12	19	10	15	4	9	11	8	13	9	3	7	0	0	1	2	0	3	0	2					
10	Число действительных бюллетеней	22698	1149	888	852	493	305	175	931	723	974	708	1079	729	397	341	109	204	338	127	535	986	602	744	908	779	790	660	725	685	479	112	897	816	298	203	654	656	249	209	189					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	195	5	5	5	5	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	11	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	62	1	1	1	0	1	0	3	3	5	4	5	3	2	0	0	0	0	0	0	5	0	2	1	4	9	2	1	5	0	0	0	1	0	0	0	1	0	0	2					
