Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Покровская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645					
1	"Число избирателей, внесенных в список"	12853	2099	974	334	154	159	439	297	405	369	529	413	182	452	404	315	417	292	98	164	346	1078	407	321	293	328	274	257	232	255	166	232	168					
2	Число полученных избирательных бюллетеней	12870	2105	980	332	155	160	436	302	405	362	528	413	180	455	410	318	420	293	100	162	341	1075	405	322	293	330	275	260	233	256	166	230	168					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9290	1827	707	227	119	94	276	223	310	256	312	276	149	342	283	228	259	229	81	117	287	642	343	169	180	207	209	223	178	196	112	147	82					
5	"Число избирательных бюллетеней, выданных вне помещения"	3211	168	173	105	35	62	155	74	92	106	212	130	31	107	121	85	156	60	16	45	48	394	51	151	108	114	53	27	53	59	53	82	85					
6	Число погашенных избирательных бюллетеней	369	110	100	0	1	4	5	5	3	0	4	7	0	6	6	5	5	4	3	0	6	39	11	2	5	9	13	10	2	1	1	1	1					
7	Число избирательных бюллетеней в переносных ящиках	3211	168	173	105	35	62	155	74	92	106	212	130	31	107	121	85	156	60	16	45	48	394	51	151	108	114	53	27	53	59	53	82	85					
8	Число бюллетеней в стационарных ящиках для голосования	9290	1827	707	227	119	94	276	223	310	256	312	276	149	342	283	228	259	229	81	117	287	642	343	169	180	207	209	223	178	196	112	147	82					
9	Число недействительных избирательных бюллетеней	100	21	5	25	0	0	0	0	5	0	1	2	1	1	1	0	1	1	0	1	4	12	7	0	0	11	1	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	12401	1974	875	307	154	156	431	297	397	362	523	404	179	448	403	313	414	288	97	161	331	1024	387	320	288	310	261	250	231	255	165	229	167					
11	Число полученных открепительных  удостоверений	279	80	34	4	4	4	4	4	12	8	4	4	4	11	6	4	4	4	4	4	10	20	4	4	4	4	4	4	4	6	4	4	4					
12	Число выданных открепительных удостоверений	177	59	25	4	1	1	1	3	9	7	3	0	1	11	5	0	2	0	0	3	10	10	4	2	2	4	0	1	4	5	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	124	16	14	5	3	2	2	4	3	4	2	2	4	4	6	2	1	2	2	4	5	6	5	2	3	4	2	2	4	1	3	3	2					
14	Число неиспользованных открепительных удостоверений	102	21	9	0	3	3	3	1	3	1	1	4	3	0	1	4	2	4	4	1	0	10	0	2	2	0	4	3	0	1	4	4	4					
15	"Число открепительных удостоверений, выданных в ТИК"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	300	74	47	2	7	3	7	5	6	8	2	15	3	11	25	3	8	2	0	6	12	19	4	4	4	6	3	3	3	2	1	3	2					
		2.40%	3.71%	5.34%	0.60%	4.55%	1.92%	1.62%	1.68%	1.49%	2.21%	0.38%	3.69%	1.67%	2.45%	6.19%	0.96%	1.93%	0.69%	0.00%	3.70%	3.58%	1.83%	1.02%	1.25%	1.39%	1.87%	1.15%	1.20%	1.30%	0.78%	0.61%	1.31%	1.20%					
