Выборы Президента Российской Федерации																																																								
																																																								
Наименование Избирательной комиссии:    Каневская																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749					
1	"Число избирателей, внесенных в список"	77992	2113	2821	2556	1881	1852	2955	2600	1920	1782	2704	2541	591	529	1234	509	1085	1988	2227	278	147	301	2117	2282	2281	2413	2525	2301	238	1163	308	2782	3079	2715	1519	893	374	424	1459	1249	1200	2471	2334	261	318	313	1722	1366	2383	888					
2	Число полученных избирательных бюллетеней	76369	2000	2700	2600	1800	1900	2800	2600	1900	1800	2700	2500	550	500	1300	500	1100	1900	2200	280	149	300	2000	2300	2200	2400	2500	2300	240	1100	300	2700	3000	2600	1500	900	350	400	1400	1200	1200	2400	2300	250	300	300	1600	1400	2300	850					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	47361	991	1466	1389	1057	1125	1594	1865	1178	1035	1572	1430	423	357	830	427	845	832	1117	181	109	250	1498	1540	1231	1390	1846	1597	234	808	257	1976	1945	1554	918	609	304	269	918	729	793	1228	1372	200	260	207	1100	740	1266	499					
5	"Число избирательных бюллетеней, выданных вне помещения"	2753	98	62	77	60	74	106	25	57	62	82	48	14	37	75	41	49	87	104	16	0	0	65	80	218	189	40	64	0	54	0	66	31	65	56	18	0	66	62	70	45	72	27	6	9	25	49	68	78	56					
6	Число погашенных избирательных бюллетеней	26255	911	1172	1134	683	701	1100	710	665	703	1046	1022	113	106	395	32	206	981	979	83	40	50	437	680	751	821	614	639	6	238	43	658	1024	981	526	273	46	65	420	401	362	1100	901	44	31	68	451	592	956	295					
7	Число избирательных бюллетеней в переносных ящиках	2753	98	62	77	60	74	106	25	57	62	82	48	14	37	75	41	49	87	104	16	0	0	65	80	218	189	40	64	0	54	0	66	31	65	56	18	0	66	62	70	45	72	27	6	9	25	49	68	78	56					
8	Число бюллетеней в стационарных ящиках для голосования	47342	991	1465	1385	1057	1124	1589	1865	1178	1035	1569	1430	423	357	830	427	845	832	1117	181	109	250	1498	1540	1230	1390	1844	1597	234	808	257	1976	1945	1554	918	609	304	269	918	729	793	1226	1372	200	260	207	1100	740	1266	499					
9	Число недействительных избирательных бюллетеней	314	5	10	9	8	10	5	0	10	10	10	0	6	2	5	2	11	10	12	1	2	2	5	14	8	4	22	10	0	2	2	13	19	7	13	2	1	2	5	4	0	8	10	1	1	2	3	3	12	11					
10	Число действительных избирательных бюллетеней	49781	1084	1517	1453	1109	1188	1690	1890	1225	1087	1641	1478	431	392	900	466	883	909	1209	196	107	248	1558	1606	1440	1575	1862	1651	234	860	255	2029	1957	1612	961	625	303	333	975	795	838	1290	1389	205	268	230	1146	805	1332	544					
11	Число полученных открепительных  удостоверений	1148	30	40	40	25	30	45	40	25	25	40	35	10	10	28	10	18	30	30	4	2	5	30	30	30	35	35	35	3	15	4	40	45	40	20	13	5	5	20	20	15	43	35	3	1	4	25	20	45	10					
12	Число выданных открепительных удостоверений	269	9	6	10	9	12	14	16	7	3	10	4	2	4	28	8	15	0	4	0	0	0	8	7	3	5	4	7	0	1	0	3	10	4	14	6	0	2	3	1	3	2	5	0	0	0	1	3	15	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	199	6	4	3	7	2	32	4	3	4	5	6	4	5	3	5	3	1	9	1	0	0	2	8	8	9	7	1	1	1	5	3	4	2	3	4	0	0	2	3	0	5	0	0	3	2	7	6	6	0					
14	Число неиспользованных открепительных удостоверений	879	21	34	30	16	18	31	24	18	22	30	31	8	6	0	2	3	30	26	4	2	5	22	23	27	30	31	28	3	14	4	37	35	36	6	7	5	3	17	19	12	41	30	3	1	4	24	17	30	9					
15	"Число открепительных удостоверений, выданных в ТИК"	52	2	4	2	3	1	4	1	1	1	1	0	3	0	1	0	0	1	1	0	0	0	3	1	2	0	1	0	0	1	0	0	2	1	0	0	0	1	1	0	0	0	3	1	0	0	2	3	3	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																								
18	. Глазьев Сергей Юрьевич	1978	49	73	73	49	64	93	77	62	53	65	76	14	1	55	9	36	22	52	4	2	7	46	46	49	77	66	37	5	27	6	86	65	71	45	18	7	9	37	16	21	44	79	2	6	11	39	34	73	20					
		3.95%	4.50%	4.78%	4.99%	4.39%	5.34%	5.49%	4.07%	5.02%	4.83%	3.94%	5.14%	3.20%	0.25%	6.08%	1.92%	4.03%	2.39%	4.26%	2.03%	1.83%	2.80%	2.94%	2.84%	3.38%	4.88%	3.50%	2.23%	2.14%	3.13%	2.33%	4.21%	3.29%	4.39%	4.62%	2.87%	2.30%	2.69%	3.78%	2.00%	2.51%	3.39%	5.65%	0.97%	2.23%	4.74%	3.39%	4.21%	5.43%	3.60%					
19	. Малышкин Олег Александрович	1420	33	30	29	26	37	40	37	32	33	43	51	20	15	33	25	48	29	40	11	7	13	43	40	29	57	28	49	1	24	6	61	62	55	30	18	2	12	24	21	21	24	39	23	15	9	42	13	31	9					
		2.83%	3.03%	1.96%	1.98%	2.33%	3.09%	2.36%	1.96%	2.59%	3.01%	2.60%	3.45%	4.58%	3.81%	3.65%	5.34%	5.37%	3.16%	3.28%	5.58%	6.42%	5.20%	2.75%	2.47%	2.00%	3.61%	1.49%	2.95%	0.43%	2.78%	2.33%	2.99%	3.14%	3.40%	3.08%	2.87%	0.66%	3.58%	2.45%	2.63%	2.51%	1.85%	2.79%	11.17%	5.58%	3.88%	3.66%	1.61%	2.31%	1.62%					
20	. Миронов Сергей Михайлович	240	6	7	4	10	4	8	3	5	6	8	15	3	2	5	1	1	3	3	2	0	3	9	8	6	16	10	4	0	2	0	11	10	8	5	3	3	0	1	2	5	11	3	0	1	3	2	5	6	7					
		0.48%	0.55%	0.46%	0.27%	0.90%	0.33%	0.47%	0.16%	0.40%	0.55%	0.48%	1.01%	0.69%	0.51%	0.55%	0.21%	0.11%	0.33%	0.25%	1.02%	0.00%	1.20%	0.58%	0.49%	0.41%	1.01%	0.53%	0.24%	0.00%	0.23%	0.00%	0.54%	0.51%	0.49%	0.51%	0.48%	0.99%	0.00%	0.10%	0.25%	0.60%	0.85%	0.21%	0.00%	0.37%	1.29%	0.17%	0.62%	0.45%	1.26%					
21	. Путин Владимир Владимирович	33120	728	978	973	752	807	1070	1351	787	748	1111	936	297	290	582	267	492	521	747	157	71	159	1033	1112	964	1044	1272	1102	186	599	194	1308	1271	981	578	374	183	230	700	570	572	886	926	141	191	159	826	565	909	420					
		66.11%	66.85%	64.05%	66.55%	67.32%	67.36%	63.13%	71.48%	63.72%	68.19%	67.29%	63.33%	67.96%	73.60%	64.31%	57.05%	55.03%	56.69%	61.18%	79.70%	65.14%	63.60%	66.09%	68.64%	66.57%	66.12%	67.52%	66.35%	79.49%	69.49%	75.49%	64.05%	64.32%	60.59%	59.34%	59.65%	60.20%	68.66%	71.43%	71.34%	68.26%	68.26%	66.19%	68.45%	71.00%	68.53%	71.89%	69.93%	67.63%	75.68%					
22	. Хакамада Ирина Муцуовна	891	21	26	47	28	13	54	31	28	16	44	36	8	3	19	5	16	17	14	1	2	2	23	26	21	20	39	22	6	9	3	29	40	35	29	15	7	1	8	10	10	20	22	2	5	2	9	21	26	0					
		1.78%	1.93%	1.70%	3.21%	2.51%	1.09%	3.19%	1.64%	2.27%	1.46%	2.67%	2.44%	1.83%	0.76%	2.10%	1.07%	1.79%	1.85%	1.15%	0.51%	1.83%	0.80%	1.47%	1.60%	1.45%	1.27%	2.07%	1.32%	2.56%	1.04%	1.17%	1.42%	2.02%	2.16%	2.98%	2.39%	2.30%	0.30%	0.82%	1.25%	1.19%	1.54%	1.57%	0.97%	1.86%	0.86%	0.78%	2.60%	1.93%	0.00%					
23	. Харитонов Николай Михайлович	10636	203	351	247	220	212	352	306	284	198	317	303	80	80	184	152	259	307	328	20	25	63	369	320	340	319	413	404	34	164	40	470	435	402	239	187	92	78	181	151	190	278	274	34	48	42	192	150	223	76					
		21.23%	18.64%	22.99%	16.89%	19.70%	17.70%	20.77%	16.19%	23.00%	18.05%	19.20%	20.50%	18.31%	20.30%	20.33%	32.48%	28.97%	33.41%	26.86%	10.15%	22.94%	25.20%	23.61%	19.75%	23.48%	20.20%	21.92%	24.32%	14.53%	19.03%	15.56%	23.02%	22.01%	24.83%	24.54%	29.82%	30.26%	23.28%	18.47%	18.90%	22.67%	21.42%	19.59%	16.50%	17.84%	18.10%	16.71%	18.56%	16.59%	13.69%					
																																																								
24	Против всех	1496	44	52	80	24	51	73	85	27	33	53	61	9	1	22	7	31	10	25	1	0	1	35	54	31	42	34	33	2	35	6	64	74	60	35	10	9	3	24	25	19	27	46	3	2	4	36	17	64	12					
		2.99%	4.04%	3.41%	5.47%	2.15%	4.26%	4.31%	4.50%	2.19%	3.01%	3.21%	4.13%	2.06%	0.25%	2.43%	1.50%	3.47%	1.09%	2.05%	0.51%	0.00%	0.40%	2.24%	3.33%	2.14%	2.66%	1.80%	1.99%	0.85%	4.06%	2.33%	3.13%	3.74%	3.71%	3.59%	1.59%	2.96%	0.90%	2.45%	3.13%	2.27%	2.08%	3.29%	1.46%	0.74%	1.72%	3.13%	2.10%	4.76%	2.16%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
