Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Арсеньевская городская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №280									
1	"Число избирателей, включенных в список избирателей"	44438	2212	2386	2133	2230	1149	784	1925	2161	2234	2111	1893	2215	2163	1975	2012	2072	1971	2304	2278	1975	2171	1984	100									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45900	2250	2310	2250	2280	1180	810	2000	2240	2330	2180	2030	2270	2170	2050	2100	2160	2100	2350	2290	2020	2200	2050	280									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	27496	1141	1486	1319	1441	584	441	1333	1427	1406	1365	1264	1406	1337	1216	1300	1289	1185	1316	1399	1218	1387	1195	41									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	833	27	47	26	33	36	12	30	49	43	32	29	41	27	33	35	29	45	73	50	28	32	20	56									
6	Число погашенных избирательных бюллетеней	17571	1082	777	905	806	560	357	637	764	881	783	737	823	806	801	765	842	870	961	841	774	781	835	183									
7	Число избирательных бюллетеней в переносных ящиках для голосования	833	27	47	26	33	36	12	30	49	43	32	29	41	27	33	35	29	45	73	50	28	32	20	56									
8	Число бюллетеней в стационарных ящиках для голосования	27492	1141	1486	1318	1441	584	441	1333	1427	1406	1364	1264	1406	1337	1215	1300	1289	1185	1316	1399	1217	1387	1195	41									
