11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																		
13	Бабурин Сергей Николаевич	796	7	8	2	14	5	2	0	2	0	8	0	0	11	21	6	18	9	4	16	20	5	13	12	17	5	10	4	10	7	11	16	10	15	7	7	10	8	10	10	5	19	12	12	15	15	15	8	3	6	6	8	10	3	1	7	6	14	8	4	7	3	0	10	2	1	6	3	2	8	9	1	2	6	2	0	8	3	3	18	10	3	6	4	1	4	3	3	6	6	1	5	0	9	5	1	4	4	4	7	7	5	8	3	6	6	6	8	2	4	1	9	4	3	2	3	0	5	6	11									
		0.73%	0.97%	1.57%	0.62%	1.28%	0.97%	0.53%	0.00%	0.44%	0.00%	1.14%	0.00%	0.00%	0.67%	1.25%	0.45%	1.02%	0.64%	0.48%	0.87%	1.10%	0.57%	1.02%	0.85%	1.33%	0.45%	0.77%	0.39%	0.93%	0.58%	0.75%	1.47%	0.84%	1.61%	0.83%	0.58%	0.97%	0.83%	0.86%	0.87%	0.44%	1.58%	1.00%	0.81%	0.93%	0.91%	0.95%	0.93%	0.51%	0.68%	0.56%	0.57%	0.58%	0.38%	0.08%	0.69%	0.47%	0.62%	1.64%	0.74%	0.72%	0.58%	0.00%	1.39%	0.71%	0.12%	1.08%	0.60%	0.28%	0.69%	0.63%	0.10%	0.49%	0.54%	0.34%	0.00%	0.92%	0.30%	1.01%	1.02%	0.68%	0.27%	0.67%	0.43%	0.17%	0.52%	0.25%	0.47%	0.87%	0.93%	0.23%	1.58%	0.00%	0.65%	0.39%	0.11%	0.93%	0.38%	0.33%	1.04%	1.52%	0.63%	0.59%	0.47%	0.68%	0.61%	0.65%	2.08%	0.69%	0.67%	0.13%	0.90%	0.36%	0.43%	0.31%	0.82%	0.00%	0.96%	1.28%	1.42%									
14	Грудинин Павел Николаевич	9394	85	71	36	103	52	46	31	41	39	72	16	14	134	162	147	175	135	54	202	191	89	134	139	112	95	121	115	121	95	129	91	116	88	87	105	104	111	102	108	101	108	103	139	174	137	131	58	50	46	107	86	138	49	61	80	72	141	44	56	118	43	32	40	31	58	44	41	85	118	138	92	43	97	62	19	83	67	15	128	131	71	64	77	48	45	66	64	71	50	26	20	16	120	84	36	28	91	96	60	31	57	135	57	83	71	55	29	26	33	61	45	106	50	37	36	6	46	36	27									
		8.57%	11.82%	13.98%	11.18%	9.38%	10.04%	12.20%	11.27%	8.93%	10.00%	10.29%	9.64%	8.97%	8.22%	9.67%	11.06%	9.93%	9.62%	6.47%	10.95%	10.53%	10.08%	10.49%	9.83%	8.74%	8.55%	9.28%	11.34%	11.21%	7.84%	8.74%	8.39%	9.71%	9.43%	10.36%	8.75%	10.05%	11.53%	8.79%	9.45%	8.93%	8.96%	8.60%	9.40%	10.75%	8.35%	8.33%	6.74%	8.47%	5.18%	10.06%	6.14%	7.98%	6.13%	4.70%	7.92%	5.61%	6.27%	8.99%	10.35%	12.14%	8.33%	9.44%	5.58%	11.07%	7.19%	7.91%	8.25%	12.01%	10.14%	9.60%	9.45%	10.49%	8.68%	10.53%	6.99%	9.53%	6.81%	5.03%	7.27%	8.94%	6.34%	7.20%	8.18%	8.25%	5.84%	5.56%	10.00%	10.25%	7.79%	5.95%	6.33%	4.92%	8.72%	6.62%	4.08%	6.53%	8.72%	7.82%	8.94%	6.74%	7.18%	9.97%	8.84%	9.45%	7.27%	5.97%	7.55%	8.93%	5.49%	8.14%	4.51%	9.56%	7.13%	5.83%	9.81%	2.64%	8.83%	7.71%	3.50%									
15	Жириновский Владимир Вольфович	5301	52	17	13	55	28	12	9	36	22	25	9	16	74	64	57	60	61	38	86	81	64	41	69	69	61	65	48	41	68	64	44	54	51	50	44	59	27	57	55	48	73	49	61	90	57	69	56	30	67	49	43	78	49	35	40	46	84	25	29	41	25	18	61	14	32	34	23	51	72	67	48	19	54	24	14	43	36	19	109	84	65	32	58	35	43	65	46	41	35	25	10	13	81	56	14	16	43	63	37	14	52	74	30	59	48	36	22	19	23	24	57	60	35	24	13	11	43	21	46									
		4.83%	7.23%	3.35%	4.04%	5.01%	5.41%	3.18%	3.27%	7.84%	5.64%	3.57%	5.42%	10.26%	4.54%	3.82%	4.29%	3.40%	4.35%	4.56%	4.66%	4.47%	7.25%	3.21%	4.88%	5.39%	5.49%	4.98%	4.73%	3.80%	5.61%	4.34%	4.06%	4.52%	5.47%	5.95%	3.67%	5.70%	2.80%	4.91%	4.81%	4.24%	6.05%	4.09%	4.13%	5.56%	3.48%	4.39%	6.50%	5.08%	7.55%	4.61%	3.07%	4.51%	6.13%	2.69%	3.96%	3.59%	3.74%	5.11%	5.36%	4.22%	4.84%	5.31%	8.51%	5.00%	3.97%	6.12%	4.63%	7.20%	6.19%	4.66%	4.93%	4.63%	4.83%	4.07%	5.15%	4.94%	3.66%	6.38%	6.19%	5.73%	5.80%	3.60%	6.16%	6.01%	5.58%	5.48%	7.19%	5.92%	5.45%	5.72%	3.16%	4.00%	5.89%	4.42%	1.59%	3.73%	4.12%	5.13%	5.51%	3.04%	6.55%	5.47%	4.65%	6.72%	4.91%	3.90%	5.73%	6.53%	3.83%	3.20%	5.72%	5.41%	4.99%	3.78%	3.54%	4.85%	8.25%	4.50%	5.96%									
16	Путин Владимир Владимирович	87355	528	392	263	878	407	295	217	353	305	568	129	121	1261	1264	995	1340	1052	682	1398	1356	657	965	1079	983	865	1003	769	797	942	1178	856	927	717	634	951	785	743	903	901	916	923	949	1155	1227	1314	1251	686	479	738	834	1198	1419	659	1150	825	1116	1901	393	412	773	418	263	555	219	658	431	404	528	898	1138	786	314	913	484	223	695	849	242	1428	1153	935	752	759	473	648	999	492	548	524	371	269	285	1080	1080	803	365	859	1006	521	382	629	1055	520	677	801	785	308	227	516	627	829	887	582	547	303	198	379	379	579									
		79.66%	73.44%	77.17%	81.68%	79.96%	78.57%	78.25%	78.91%	76.91%	78.21%	81.14%	77.71%	77.56%	77.36%	75.46%	74.87%	76.01%	74.98%	81.77%	75.81%	74.75%	74.41%	75.51%	76.31%	76.74%	77.86%	76.92%	75.84%	73.86%	77.72%	79.81%	78.89%	77.57%	76.85%	75.48%	79.25%	75.85%	77.15%	77.78%	78.83%	80.99%	76.53%	79.22%	78.15%	75.83%	80.12%	79.58%	79.67%	81.19%	83.11%	78.38%	85.57%	82.02%	82.48%	88.53%	81.68%	86.98%	84.56%	80.37%	76.16%	79.53%	81.01%	77.58%	77.41%	78.21%	81.54%	77.52%	81.29%	74.58%	77.15%	79.14%	80.70%	76.59%	81.74%	82.17%	81.99%	79.79%	86.28%	81.21%	81.09%	78.70%	83.48%	84.59%	80.66%	81.27%	84.16%	84.23%	76.88%	79.08%	81.62%	84.90%	85.13%	87.69%	78.49%	85.17%	91.04%	85.08%	82.36%	81.92%	77.65%	83.04%	79.22%	77.92%	80.62%	77.11%	81.99%	85.14%	80.21%	78.01%	85.86%	83.71%	83.15%	79.98%	83.02%	86.14%	82.56%	87.22%	72.74%	81.16%	75.00%									
17	Собчак Ксения Анатольевна	2328	17	6	1	15	4	12	7	11	9	9	6	1	56	56	39	65	53	25	56	56	29	46	47	39	25	36	29	38	34	26	26	35	16	24	34	33	28	27	22	16	29	29	37	35	43	40	26	8	6	21	16	24	15	21	15	16	34	4	13	10	9	11	26	5	19	21	6	15	16	32	5	11	17	7	9	11	11	9	41	23	10	11	8	10	7	10	10	9	10	5	5	4	39	10	10	5	20	19	17	12	12	32	7	12	17	11	2	5	6	10	13	17	8	10	3	7	27	8	30									
		2.12%	2.36%	1.18%	0.31%	1.37%	0.77%	3.18%	2.55%	2.40%	2.31%	1.29%	3.61%	0.64%	3.44%	3.34%	2.93%	3.69%	3.78%	2.99%	3.04%	3.09%	3.28%	3.60%	3.32%	3.04%	2.25%	2.76%	2.86%	3.52%	2.81%	1.76%	2.40%	2.93%	1.71%	2.86%	2.83%	3.19%	2.91%	2.33%	1.92%	1.41%	2.40%	2.42%	2.50%	2.16%	2.62%	2.54%	3.02%	1.36%	0.68%	1.97%	1.14%	1.39%	1.88%	1.62%	1.49%	1.25%	1.51%	0.82%	2.40%	1.03%	1.74%	3.24%	3.63%	1.79%	2.35%	3.78%	1.21%	2.12%	1.37%	2.23%	0.51%	2.68%	1.52%	1.19%	3.31%	1.26%	1.12%	3.02%	2.33%	1.57%	0.89%	1.24%	0.85%	1.72%	0.91%	0.84%	1.56%	1.30%	1.56%	1.14%	1.58%	1.23%	2.83%	0.79%	1.13%	1.17%	1.92%	1.55%	2.53%	2.61%	1.51%	2.36%	1.09%	1.37%	1.74%	1.19%	0.52%	1.72%	0.99%	1.34%	1.30%	1.53%	1.14%	1.57%	0.82%	3.08%	5.18%	1.71%	3.89%									
18	Сурайкин Максим Александрович	764	3	3	0	8	2	2	3	6	2	2	2	0	14	11	18	12	12	3	15	23	12	9	16	11	10	10	8	10	10	9	5	5	9	4	5	5	6	15	11	14	11	8	22	10	9	13	6	3	7	5	7	13	9	6	7	4	15	3	6	6	4	4	4	4	6	4	2	8	10	7	4	2	2	2	0	6	4	1	8	13	4	4	7	7	5	10	4	2	1	2	0	1	9	11	3	2	6	7	7	2	5	7	9	8	5	4	2	1	7	5	4	7	6	2	1	1	1	0	5									
		0.70%	0.42%	0.59%	0.00%	0.73%	0.39%	0.53%	1.09%	1.31%	0.51%	0.29%	1.20%	0.00%	0.86%	0.66%	1.35%	0.68%	0.86%	0.36%	0.81%	1.27%	1.36%	0.70%	1.13%	0.86%	0.90%	0.77%	0.79%	0.93%	0.83%	0.61%	0.46%	0.42%	0.96%	0.48%	0.42%	0.48%	0.62%	1.29%	0.96%	1.24%	0.91%	0.67%	1.49%	0.62%	0.55%	0.83%	0.70%	0.51%	0.79%	0.47%	0.50%	0.75%	1.13%	0.46%	0.69%	0.31%	0.67%	0.61%	1.11%	0.62%	0.78%	1.18%	0.56%	1.43%	0.74%	0.72%	0.40%	1.13%	0.86%	0.49%	0.41%	0.49%	0.18%	0.34%	0.00%	0.69%	0.41%	0.34%	0.45%	0.89%	0.36%	0.45%	0.74%	1.20%	0.65%	0.84%	0.63%	0.29%	0.16%	0.46%	0.00%	0.31%	0.65%	0.87%	0.34%	0.47%	0.58%	0.57%	1.04%	0.43%	0.63%	0.52%	1.40%	0.91%	0.51%	0.43%	0.52%	0.34%	1.16%	0.67%	0.40%	0.63%	0.86%	0.31%	0.27%	0.44%	0.19%	0.00%	0.65%									
19	Титов Борис Юрьевич	1029	7	3	1	9	8	3	2	1	2	3	3	1	27	29	20	30	20	8	18	24	8	23	19	17	15	22	9	17	12	13	17	7	9	11	9	12	14	11	19	6	5	9	15	21	17	10	7	4	2	12	10	17	4	9	8	9	17	5	6	2	3	3	10	0	12	8	8	4	11	19	12	6	7	2	1	6	2	0	5	9	10	6	8	1	4	7	2	6	7	4	0	1	12	8	2	2	8	11	4	5	6	7	9	6	9	9	4	6	3	5	13	11	2	4	5	1	6	2	7									
		0.94%	0.97%	0.59%	0.31%	0.82%	1.54%	0.80%	0.73%	0.22%	0.51%	0.43%	1.81%	0.64%	1.66%	1.73%	1.50%	1.70%	1.43%	0.96%	0.98%	1.32%	0.91%	1.80%	1.34%	1.33%	1.35%	1.69%	0.89%	1.58%	0.99%	0.88%	1.57%	0.59%	0.96%	1.31%	0.75%	1.16%	1.45%	0.95%	1.66%	0.53%	0.41%	0.75%	1.01%	1.30%	1.04%	0.64%	0.81%	0.68%	0.23%	1.13%	0.71%	0.98%	0.50%	0.69%	0.79%	0.70%	0.76%	1.02%	1.11%	0.21%	0.58%	0.88%	1.39%	0.00%	1.49%	1.44%	1.61%	0.56%	0.95%	1.32%	1.23%	1.46%	0.63%	0.34%	0.37%	0.69%	0.20%	0.00%	0.28%	0.61%	0.89%	0.67%	0.85%	0.17%	0.52%	0.59%	0.31%	0.87%	1.09%	0.92%	0.00%	0.31%	0.87%	0.63%	0.23%	0.47%	0.77%	0.90%	0.60%	1.09%	0.76%	0.52%	1.40%	0.68%	0.92%	0.98%	1.04%	2.06%	0.50%	0.67%	1.30%	0.99%	0.29%	0.63%	1.36%	0.44%	1.15%	0.43%	0.91%									
20	Явлинский Григорий Алексеевич	1544	9	5	5	10	9	4	5	7	11	5	1	2	43	48	35	41	36	15	34	37	15	33	18	20	26	21	23	28	29	31	22	24	17	16	21	15	20	19	7	13	22	24	20	28	43	26	5	8	6	18	16	17	6	7	10	8	26	3	12	9	9	4	4	1	9	2	4	5	18	18	17	3	12	5	5	7	6	8	14	17	9	7	10	1	7	7	12	6	5	3	3	3	13	10	4	5	8	7	11	4	12	14	7	6	6	8	5	4	4	6	11	9	6	6	1	0	9	9	24									
		1.41%	1.25%	0.98%	1.55%	0.91%	1.74%	1.06%	1.82%	1.53%	2.82%	0.71%	0.60%	1.28%	2.64%	2.87%	2.63%	2.33%	2.57%	1.80%	1.84%	2.04%	1.70%	2.58%	1.27%	1.56%	2.34%	1.61%	2.27%	2.59%	2.39%	2.10%	2.03%	2.01%	1.82%	1.90%	1.75%	1.45%	2.08%	1.64%	0.61%	1.15%	1.82%	2.00%	1.35%	1.73%	2.62%	1.65%	0.58%	1.36%	0.68%	1.69%	1.14%	0.98%	0.75%	0.54%	0.99%	0.62%	1.16%	0.61%	2.22%	0.93%	1.74%	1.18%	0.56%	0.36%	1.12%	0.36%	0.80%	0.71%	1.55%	1.25%	1.75%	0.73%	1.07%	0.85%	1.84%	0.80%	0.61%	2.68%	0.80%	1.16%	0.80%	0.79%	1.06%	0.17%	0.91%	0.59%	1.88%	0.87%	0.78%	0.69%	0.95%	0.92%	0.94%	0.79%	0.45%	1.17%	0.77%	0.57%	1.64%	0.87%	1.51%	1.03%	1.09%	0.68%	0.61%	0.87%	1.30%	1.37%	0.67%	0.80%	1.10%	0.81%	0.86%	0.94%	0.27%	0.00%	1.73%	1.93%	3.11%									
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
																																																																																																																																		
