Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Ханкайская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051					
1	"Число избирателей, внесенных в списки"	18905	2202	2977	1950	1740	1633	175	988	553	155	587	465	455	1230	519	395	192	163	408	130	239	825	268	86	455	115					
2	"Число бюллетеней, полученных участковыми комиссиями"	17630	2110	2390	1670	1680	1540	150	970	515	135	560	450	370	1225	525	405	194	178	395	123	230	840	315	105	435	120					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	52	0	0	22	0	0	23					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10517	1094	1761	1020	742	791	129	489	317	123	358	294	334	604	315	261	163	106	251	36	148	475	232	80	343	51					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	619	44	90	42	30	52	6	13	58	2	45	31	0	37	19	17	6	2	31	4	14	35	14	6	17	4					
6	Число погашенных бюллетеней	6378	972	539	608	908	697	15	468	140	10	157	125	36	584	191	127	25	70	94	31	68	330	47	19	75	42					
7	Число бюллетеней в переносных ящиках для голосования	734	44	90	42	30	52	6	13	58	2	45	31	0	37	19	17	5	2	50	56	14	35	36	6	17	27					
8	Число бюллетеней в стационарных ящиках для голосования	10511	1092	1761	1018	742	790	129	489	317	123	358	294	334	604	314	261	163	106	251	36	148	475	232	80	343	51					
9	Число недействительных бюллетеней	212	16	32	16	5	9	1	9	10	7	10	11	0	27	9	3	1	0	8	1	11	12	4	0	9	1					
10	Число действительных бюллетеней	11033	1120	1819	1044	767	833	134	493	365	118	393	314	334	614	324	275	167	108	293	91	151	498	264	86	351	77					
