Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Няганьская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78					
1	"Число избирателей, внесенных в списки избирателей"	39865	2557	1465	1924	2372	533	1264	901	1274	2669	2757	1167	1553	1991	2556	2797	1579	2765	2570	2591	435	2145					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37000	1900	1300	1700	2100	400	1100	900	1200	2600	2700	1100	1500	1900	2200	2600	1600	2600	2600	2500	500	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26177	1536	938	1178	1381	372	817	550	902	1731	1936	877	1106	1349	1624	2030	971	1694	1664	1818	348	1355					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	725	290	53	23	14	3	12	34	9	36	18	18	24	37	14	25	10	16	22	33	8	26					
6	Число погашенных избирательных бюллетеней	10098	74	309	499	705	25	271	316	289	833	746	205	370	514	562	545	619	890	914	649	144	619					
7	Число избирательных бюллетеней в переносных ящиках для голосования	725	290	53	23	14	3	12	34	9	36	18	18	24	37	14	25	10	16	22	33	8	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26162	1535	938	1178	1381	372	817	550	902	1727	1932	877	1106	1349	1623	2030	969	1694	1661	1818	348	1355					
9	Число недействительных избирательных бюллетеней	318	30	9	10	18	8	9	4	10	17	16	6	8	14	24	12	28	29	18	26	4	18					
10	Число действительных избирательных бюллетеней	26569	1795	982	1191	1377	367	820	580	901	1746	1934	889	1122	1372	1613	2043	951	1681	1665	1825	352	1363					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	760	30	30	30	45	20	30	30	30	45	45	30	30	45	45	45	45	45	45	45	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	417	22	22	23	23	7	7	4	9	33	30	20	18	24	30	24	13	36	16	27	7	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	282	18	8	9	11	19	6	14	3	13	28	33	7	3	35	13	7	17	9	14	7	8					
