Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Няганьская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87					
1	"Число избирателей, внесенных в список избирателей"	39169	1456	2175	1849	1893	433	1310	1155	520	1097	1079	1990	1894	1979	1128	2008	1380	1984	1948	1015	1632	2100	1978	1853	1463	1850					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39200	1500	2200	1900	2000	400	1100	1100	600	1100	900	1900	1600	1900	1200	2000	1500	1800	2100	1100	1500	2300	2000	2000	1500	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25311	328	1339	1108	1260	239	794	665	355	795	766	1346	1099	1318	868	1581	944	1239	1442	850	891	1450	1130	1235	939	1330					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1618	935	276	28	11	4	31	7	1	6	5	15	44	21	3	9	20	10	16	5	48	13	17	48	13	32					
6	Число погашенных избирательных бюллетеней	12271	237	585	764	729	157	275	428	244	299	129	539	457	561	329	410	536	551	642	245	561	837	853	717	548	638					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1618	935	276	28	11	4	31	7	1	6	5	15	44	21	3	9	20	10	16	5	48	13	17	48	13	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25306	328	1336	1108	1260	239	794	665	355	795	765	1346	1099	1317	868	1581	944	1239	1442	850	891	1450	1130	1235	939	1330					
9	Число недействительных избирательных бюллетеней	458	7	37	12	33	5	8	13	9	18	9	28	16	22	16	32	13	18	28	9	24	25	17	17	22	20					
10	Число действительных избирательных бюллетеней	26466	1256	1575	1124	1238	238	817	659	347	783	761	1333	1127	1316	855	1558	951	1231	1430	846	915	1438	1130	1266	930	1342					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	910	20	50	40	50	20	30	30	20	30	30	40	30	40	30	50	30	40	40	30	30	50	50	50	25	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	396	8	15	15	21	7	7	2	8	18	10	18	19	19	19	22	15	20	16	14	7	20	12	15	17	52					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	297	1	33	12	10	10	8	15	7	5	13	23	11	15	3	12	5	16	19	19	8	6	8	18	13	7					
14	Число погашенных неиспользованных открепительных удостоверений	514	12	35	25	29	13	23	28	12	12	20	22	11	21	11	28	15	20	24	16	23	30	38	35	8	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	90	1	3	3	3	2	2	5	7	4	2	1	5	4	5	2	3	4	5	0	8	4	2	6	5	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3676	39	255	165	194	33	118	68	41	82	106	198	192	207	132	258	141	173	243	118	87	193	160	169	110	194					
		13.65%	3.09%	15.82%	14.52%	15.26%	13.58%	14.30%	10.12%	11.52%	10.24%	13.77%	14.55%	16.80%	15.47%	15.15%	16.23%	14.63%	13.85%	16.67%	13.80%	9.27%	13.19%	13.95%	13.17%	11.55%	14.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5185	107	340	254	266	52	176	168	92	160	141	212	196	230	135	308	187	236	291	156	210	323	218	241	204	282					
		19.26%	8.47%	21.09%	22.36%	20.93%	21.40%	21.33%	25.00%	25.84%	19.98%	18.31%	15.58%	17.15%	17.19%	15.50%	19.37%	19.40%	18.90%	19.96%	18.25%	22.36%	22.08%	19.01%	18.78%	21.43%	20.70%					
