Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Сибайская городская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633					
1	"Число избирателей, внесенных в список избирателей"	46303	2322	663	2339	2289	2393	2256	2332	2346	2256	2357	2439	2226	2385	2744	2215	1329	2176	792	2154	2326	1493	900	1571					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46000	2300	650	2300	2100	2400	2300	2300	2400	2400	2350	2450	2200	2300	2700	2200	1300	2200	750	2100	2300	1500	900	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36318	1885	561	1531	1675	2039	1957	2079	1230	1241	1986	2218	1350	1915	2606	1592	1114	1164	628	1834	2267	1209	813	1424					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1207	59	15	35	96	43	78	82	157	74	95	27	55	25	28	80	30	71	14	53	23	11	24	32					
6	Число погашенных избирательных бюллетеней	8475	356	74	734	329	318	265	139	1013	1085	269	205	795	360	66	528	156	965	108	213	10	280	63	144					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1207	59	15	35	96	43	78	82	157	74	95	27	55	25	28	80	30	71	14	53	23	11	24	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36286	1885	561	1531	1675	2039	1957	2079	1230	1241	1986	2218	1350	1915	2606	1592	1114	1164	628	1834	2267	1209	813	1392					
9	Число недействительных избирательных бюллетеней	353	18	2	7	40	17	6	27	17	10	60	20	14	20	1	12	29	29	8	3	0	8	0	5					
10	Число действительных избирательных бюллетеней	37140	1926	574	1559	1731	2065	2029	2134	1370	1305	2021	2225	1391	1920	2633	1660	1115	1206	634	1884	2290	1212	837	1419					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	298	11	3	20	19	14	12	18	17	24	14	7	11	12	24	12	9	10	7	14	14	5	5	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	298	11	3	20	19	14	12	18	17	24	14	7	11	12	24	12	9	10	7	14	14	5	5	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	184	2	0	6	6	14	13	9	8	13	7	12	6	9	24	16	5	11	5	5	3	7	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	3	0	5	5	2	0	3	3	0	5	3	4	1	1	4	0	3	0	3	3	2	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1267	58	18	18	151	83	22	80	141	115	30	113	28	37	3	69	23	140	13	2	40	60	4	19					
		3.38%	2.98%	3.13%	1.15%	8.53%	3.99%	1.08%	3.70%	10.17%	8.75%	1.44%	5.03%	1.99%	1.91%	0.11%	4.13%	2.01%	11.34%	2.02%	0.11%	1.75%	4.92%	0.48%	1.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1402	48	11	62	127	107	18	64	163	158	17	118	42	50	7	89	5	150	24	2	85	33	3	19					
		3.74%	2.47%	1.91%	3.96%	7.17%	5.14%	0.88%	2.96%	11.75%	12.02%	0.82%	5.26%	2.99%	2.58%	0.27%	5.32%	0.44%	12.15%	3.74%	0.11%	3.71%	2.70%	0.36%	1.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	138	5	2	7	7	14	0	8	14	10	16	6	4	16	3	1	4	6	4	0	0	0	4	7					
		0.37%	0.26%	0.35%	0.45%	0.40%	0.67%	0.00%	0.37%	1.01%	0.76%	0.77%	0.27%	0.28%	0.82%	0.11%	0.06%	0.35%	0.49%	0.62%	0.00%	0.00%	0.00%	0.48%	0.49%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6503	416	76	220	365	343	319	237	353	403	342	330	166	377	212	378	100	356	263	245	220	213	100	469					
		17.34%	21.40%	13.19%	14.05%	20.61%	16.47%	15.68%	10.97%	25.45%	30.65%	16.43%	14.70%	11.81%	19.43%	8.05%	22.61%	8.74%	28.83%	40.97%	12.98%	9.61%	17.46%	11.95%	32.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	380	22	4	16	23	27	17	19	28	37	13	18	7	21	4	40	13	34	4	3	0	11	2	17					
		1.01%	1.13%	0.69%	1.02%	1.30%	1.30%	0.84%	0.88%	2.02%	2.81%	0.62%	0.80%	0.50%	1.08%	0.15%	2.39%	1.14%	2.75%	0.62%	0.16%	0.00%	0.90%	0.24%	1.19%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	27349	1371	461	1232	1052	1483	1653	1721	665	574	1596	1636	1141	1416	2401	1076	964	516	324	1632	1945	882	721	887					
		72.94%	70.52%	80.03%	78.67%	59.40%	71.23%	81.23%	79.64%	47.95%	43.65%	76.69%	72.87%	81.21%	72.99%	91.15%	64.35%	84.27%	41.78%	50.47%	86.49%	84.93%	72.30%	86.14%	62.29%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	101	6	2	4	6	8	0	5	6	8	7	4	3	3	3	7	6	4	2	0	0	13	3	1					
		0.27%	0.31%	0.35%	0.26%	0.34%	0.38%	0.00%	0.23%	0.43%	0.61%	0.34%	0.18%	0.21%	0.15%	0.11%	0.42%	0.52%	0.32%	0.31%	0.00%	0.00%	1.07%	0.36%	0.07%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
