Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Кулинская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064					
1	"Число избирателей, внесенных в списки"	5913	820	1946	158	241	372	341	124	192	124	533	143	174	170	245	73	93	164					
2	"Число бюллетеней, полученных участковыми комиссиями"	5746	815	1930	152	210	325	335	120	182	120	530	132	174	170	235	73	79	164					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5009	742	1702	130	195	287	301	111	165	110	474	130	164	155	217	73	22	31					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	351	20	24	20	0	22	15	3	17	5	31	2	4	15	8	0	50	115					
6	Число погашенных бюллетеней	386	53	204	2	15	16	19	6	0	5	25	0	6	0	10	0	7	18					
7	Число бюллетеней в переносных ящиках для голосования	351	20	24	20	0	22	15	3	17	5	31	2	4	15	8	0	50	115					
8	Число бюллетеней в стационарных ящиках для голосования	5069	742	1762	130	195	287	301	111	165	110	474	130	164	155	217	73	22	31					
9	Число недействительных бюллетеней	36	9	11	1	0	4	2	1	0	1	4	0	1	0	2	0	0	0					
10	Число действительных бюллетеней	5384	753	1775	149	195	305	314	113	182	114	501	132	167	170	223	73	72	146					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	12	22	5	9	10	6	2	5	4	5	5	5	5	5	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	99	12	22	5	9	10	5	2	5	4	5	5	5	5	5	0	0	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	21	1	0	2	0	1	8	2	1	1	1	0	0	0	4	0	0	0					
		0.38%	0.13%	0.0%	1.33%	0.0%	0.32%	2.53%	1.75%	0.54%	0.86%	0.19%	0.0%	0.0%	0.0%	1.77%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	8	0	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0					
		0.14%	0.0%	0.22%	0.0%	0.51%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.11%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.66%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	112	5	0	0	12	5	1	8	7	29	27	0	10	1	7	0	0	0					
