Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Пестравская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361					
1	"Число избирателей, внесенных в списки"	13682	882	1168	95	313	99	309	360	754	584	318	171	598	1453	428	345	394	2824	2110	477					
2	"Число бюллетеней, полученных участковыми комиссиями"	13641	868	1177	97	317	100	311	362	711	596	317	167	594	1466	425	360	406	2733	2152	482					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8976	659	970	90	209	78	199	250	473	489	251	137	476	982	321	249	304	1433	1096	310					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	579	12	0	0	11	0	29	26	69	24	0	0	26	61	25	70	0	90	102	34					
6	Число погашенных бюллетеней	4085	197	207	7	97	22	83	86	169	83	66	30	92	423	79	41	102	1209	954	138					
7	Число бюллетеней в переносных ящиках для голосования	579	12	0	0	11	0	29	26	69	24	0	0	26	61	25	70	0	90	102	34					
8	Число бюллетеней в стационарных ящиках для голосования	8974	659	970	90	209	78	199	250	472	489	251	137	476	982	321	249	304	1432	1096	310					
9	Число недействительных бюллетеней	70	3	0	0	2	0	1	1	0	0	9	3	25	5	1	0	0	5	15	0					
10	Число действительных бюллетеней	9483	668	970	90	218	78	227	275	541	513	242	134	477	1038	345	319	304	1517	1183	344					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	115	5	10	5	5	5	5	5	5	5	5	5	5	10	5	5	5	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	1	1	0	1	0	1	1	0	4	1	0	3	5	2	4	1	10	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	1	0	2	0	0	0	0	6	3	1	1	1	3	3	0	0	6	8	0					
14	Число погашенных открепительных удостоверений	76	4	9	5	4	5	4	4	5	1	4	5	2	5	3	1	4	0	6	5					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	111	20	7	0	2	1	3	3	6	2	1	6	4	10	4	0	5	22	10	5					
		1.16%	2.98%	0.72%	0.0%	0.90%	1.28%	1.31%	1.08%	1.10%	0.38%	0.39%	4.37%	0.79%	0.95%	1.15%	0.0%	1.64%	1.44%	0.83%	1.45%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	61	2	7	0	6	0	2	3	6	1	2	1	0	1	0	1	3	14	10	2					
		0.63%	0.29%	0.72%	0.0%	2.72%	0.0%	0.87%	1.08%	1.10%	0.19%	0.79%	0.72%	0.0%	0.09%	0.0%	0.31%	0.98%	0.91%	0.83%	0.58%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	144	16	12	0	6	2	6	1	5	3	2	0	5	12	3	2	3	32	27	7					
