Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Район Котловка																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143					
1	"Число избирателей, внесенных в списки"	40567	2435	2398	2699	2559	2276	2689	2749	2785	2498	2579	2775	2557	2390	2235	2291	2652					
2	"Число бюллетеней, полученных участковыми комиссиями"	36750	2200	2170	2430	2320	2080	2430	2510	2530	2240	2340	2510	2320	2170	2020	2070	2410					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22576	1264	1353	1468	1452	1241	1419	1425	1626	1451	1356	1618	1403	1304	1259	1321	1616					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	714	60	58	49	45	31	51	36	60	38	43	35	53	33	37	36	49					
6	Число погашенных бюллетеней	13467	876	759	913	823	808	960	1049	851	751	941	857	864	833	724	713	745					
7	Число бюллетеней в переносных ящиках для голосования	705	60	58	49	37	31	51	36	60	38	43	35	53	33	37	36	48					
8	Число бюллетеней в стационарных ящиках для голосования	22450	1260	1353	1468	1406	1238	1416	1425	1622	1403	1356	1612	1403	1303	1259	1320	1606					
9	Число недействительных бюллетеней	240	11	21	22	0	16	11	34	17	16	16	4	19	12	16	11	14					
10	Число действительных бюллетеней	22915	1309	1390	1495	1443	1253	1456	1427	1665	1425	1383	1643	1437	1324	1280	1345	1640					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	645	30	45	45	45	45	45	30	45	45	45	30	30	45	30	45	45					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	516	24	30	39	43	34	36	25	39	32	35	26	28	40	18	37	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	336	22	16	22	24	27	29	15	16	23	24	19	23	14	21	29	12					
14	Число погашенных открепительных удостоверений	129	6	15	6	2	11	9	5	6	13	10	4	2	5	12	8	15					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	2	0	0	2	0	1	0	0	0	0	1	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	197	14	5	15	17	10	13	10	16	11	14	15	10	9	14	11	13					
		0.85%	1.06%	0.35%	0.98%	1.17%	0.78%	0.88%	0.68%	0.95%	0.76%	1.00%	0.91%	0.68%	0.67%	1.08%	0.81%	0.78%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1612	98	104	138	103	52	78	112	115	109	67	112	93	86	100	107	138					
		6.96%	7.42%	7.37%	9.09%	7.13%	4.09%	5.31%	7.66%	6.83%	7.56%	4.78%	6.80%	6.38%	6.43%	7.71%	7.89%	8.34%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	526	36	40	29	30	19	41	31	35	40	29	45	29	24	29	30	39					
		2.27%	2.72%	2.83%	1.91%	2.07%	1.49%	2.79%	2.12%	2.08%	2.77%	2.07%	2.73%	1.99%	1.79%	2.23%	2.21%	2.35%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2194	123	160	178	150	88	143	135	160	141	108	151	121	117	101	129	189					
		9.47%	9.31%	11.33%	11.73%	10.39%	6.93%	9.74%	9.24%	9.51%	9.78%	7.71%	9.16%	8.31%	8.75%	7.79%	9.51%	11.42%					
22	"5. ""За Русь Святую"""	103	6	5	6	6	7	10	5	5	3	5	6	10	9	3	8	9					
		0.44%	0.45%	0.35%	0.39%	0.41%	0.55%	0.68%	0.34%	0.29%	0.20%	0.35%	0.36%	0.68%	0.67%	0.23%	0.58%	0.54%					
23	"6. ""Объединенная Российская партия ""Русь"""	34	3	0	1	2	2	4	2	1	5	2	3	2	3	2	1	1					
		0.14%	0.22%	0.0%	0.06%	0.13%	0.15%	0.27%	0.13%	0.05%	0.34%	0.14%	0.18%	0.13%	0.22%	0.15%	0.07%	0.06%					
24	"7. ""Новый курс - Автомобильная Россия"""	394	21	31	23	25	19	27	29	36	17	32	26	25	11	20	25	27					
		1.70%	1.59%	2.19%	1.51%	1.73%	1.49%	1.84%	1.98%	2.14%	1.17%	2.28%	1.57%	1.71%	0.82%	1.54%	1.84%	1.63%					
25	"8. ""Народно-республиканская партия России"""	25	1	0	3	0	0	2	1	2	0	0	1	2	9	2	1	1					
		0.10%	0.07%	0.0%	0.19%	0.0%	0.0%	0.13%	0.06%	0.11%	0.0%	0.0%	0.06%	0.13%	0.67%	0.15%	0.07%	0.06%					
26	"9. ""Российская экологическая партия ""Зеленые"""	166	9	6	4	10	9	17	12	14	6	14	7	21	5	11	10	11					
		0.71%	0.68%	0.42%	0.26%	0.69%	0.70%	1.15%	0.82%	0.83%	0.41%	1.00%	0.42%	1.44%	0.37%	0.84%	0.73%	0.66%					
27	"10. ""Аграрная партия России"""	361	7	17	20	17	29	21	18	35	19	25	25	22	19	30	27	30					
		1.55%	0.53%	1.20%	1.31%	1.17%	2.28%	1.43%	1.23%	2.08%	1.31%	1.78%	1.51%	1.51%	1.42%	2.31%	1.99%	1.81%					
28	"11. ""Истинные патриоты России"""	27	0	4	1	0	4	4	11	0	0	1	0	1	0	0	1	0					
		0.11%	0.0%	0.28%	0.06%	0.0%	0.31%	0.27%	0.75%	0.0%	0.0%	0.07%	0.0%	0.06%	0.0%	0.0%	0.07%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	237	15	9	6	14	12	16	24	22	14	10	20	16	20	15	9	15					
		1.02%	1.13%	0.63%	0.39%	0.97%	0.94%	1.09%	1.64%	1.30%	0.97%	0.71%	1.21%	1.09%	1.49%	1.15%	0.66%	0.90%					
30	"13. ""Демократическая партия России"""	34	0	5	2	4	0	2	4	2	2	0	3	2	1	3	2	2					
		0.14%	0.0%	0.35%	0.13%	0.27%	0.0%	0.13%	0.27%	0.11%	0.13%	0.0%	0.18%	0.13%	0.07%	0.23%	0.14%	0.12%					
31	"14. ""Великая Россия - Евразийский Союз"""	28	0	2	0	0	1	5	3	2	1	3	3	2	1	1	1	3					
		0.12%	0.0%	0.14%	0.0%	0.0%	0.07%	0.34%	0.20%	0.11%	0.06%	0.21%	0.18%	0.13%	0.07%	0.07%	0.07%	0.18%					
32	"15. ""Партия СЛОН"""	36	1	3	1	2	3	0	1	5	3	1	4	0	4	1	2	5					
		0.15%	0.07%	0.21%	0.06%	0.13%	0.23%	0.0%	0.06%	0.29%	0.20%	0.07%	0.24%	0.0%	0.29%	0.07%	0.14%	0.30%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3506	201	245	229	204	191	184	219	225	197	191	226	231	197	238	243	285					
		15.14%	15.22%	17.36%	15.09%	14.13%	15.05%	12.54%	14.98%	13.37%	13.67%	13.65%	13.72%	15.86%	14.74%	18.36%	17.92%	17.23%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	24	2	2	1	1	0	1	3	1	2	3	3	2	1	0	1	1					
		0.10%	0.15%	0.14%	0.06%	0.06%	0.0%	0.06%	0.20%	0.05%	0.13%	0.21%	0.18%	0.13%	0.07%	0.0%	0.07%	0.06%					
35	"18. ""ЛДПР"""	1479	69	83	78	85	115	104	110	121	93	129	98	78	103	69	55	89					
		6.38%	5.22%	5.88%	5.14%	5.89%	9.06%	7.08%	7.52%	7.19%	6.45%	9.22%	5.95%	5.35%	7.70%	5.32%	4.05%	5.38%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	204	11	10	16	13	17	8	10	19	12	6	35	13	13	4	9	8					
		0.88%	0.83%	0.70%	1.05%	0.90%	1.33%	0.54%	0.68%	1.12%	0.83%	0.42%	2.12%	0.89%	0.97%	0.30%	0.66%	0.48%					
37	"20. ""Политическая партия ""Единая Россия"""	8487	474	461	564	576	493	577	493	625	537	493	640	561	539	457	467	530					
		36.65%	35.90%	32.67%	37.17%	39.91%	38.84%	39.33%	33.74%	37.15%	37.26%	35.23%	38.85%	38.53%	40.34%	35.26%	34.43%	32.04%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	4	3	0	1	0	4	1	2	0	2	0	0	1	1	0	0					
		0.08%	0.30%	0.21%	0.0%	0.06%	0.0%	0.27%	0.06%	0.11%	0.0%	0.14%	0.0%	0.0%	0.07%	0.07%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	57	5	6	1	4	0	7	5	3	1	2	1	5	7	1	6	3					
		0.24%	0.37%	0.42%	0.06%	0.27%	0.0%	0.47%	0.34%	0.17%	0.06%	0.14%	0.06%	0.34%	0.52%	0.07%	0.44%	0.18%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1675	119	117	100	85	81	94	97	125	113	109	99	108	69	100	119	140					
		7.23%	9.01%	8.29%	6.59%	5.89%	6.38%	6.40%	6.63%	7.43%	7.84%	7.79%	6.01%	7.41%	5.16%	7.71%	8.77%	8.46%					
																							
41	Против всех	1490	90	72	79	94	101	94	91	94	99	137	120	83	76	78	81	101					
		6.43%	6.81%	5.10%	5.20%	6.51%	7.95%	6.40%	6.22%	5.58%	6.87%	9.79%	7.28%	5.70%	5.68%	6.01%	5.97%	6.10%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
