Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Безенчукская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199					
1	"Число избирателей, внесенных в списки"	33050	2684	2154	2231	2263	2251	2489	2139	2307	314	103	2406	162	187	88	266	806	1561	317	1111	196	695	413	970	243	1188	465	368	176	649	154	598	219	686	191					
2	"Число бюллетеней, полученных участковыми комиссиями"	32340	2450	2050	2100	2160	2190	2420	2340	2200	310	100	2390	170	190	80	260	790	1580	330	1120	200	670	400	950	240	1170	470	370	180	650	150	570	230	670	190					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15405	1226	933	1038	913	1003	990	1006	1064	191	57	1068	152	73	48	149	415	561	170	522	94	393	236	534	192	584	263	174	100	328	89	349	105	319	66					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	742	49	32	23	34	36	12	26	30	6	14	21	0	12	0	35	23	63	40	29	16	34	12	28	3	19	0	17	10	14	6	14	12	44	28					
6	Число погашенных бюллетеней	16193	1175	1085	1039	1213	1151	1418	1308	1106	113	29	1301	18	105	32	76	352	956	120	569	90	243	152	388	45	567	207	179	70	308	55	207	113	307	96					
7	Число бюллетеней в переносных ящиках для голосования	1248	49	32	23	34	36	12	26	30	6	14	21	0	12	0	35	23	63	40	29	16	34	12	534	3	19	0	17	10	14	6	14	12	44	28					
8	Число бюллетеней в стационарных ящиках для голосования	14889	1226	933	1038	912	1000	990	1001	1063	191	57	1068	152	73	48	149	415	561	170	522	94	393	236	28	192	584	263	174	100	328	89	349	105	319	66					
9	Число недействительных бюллетеней	382	47	13	23	13	24	22	12	21	7	5	23	2	3	1	19	0	15	5	18	4	23	8	8	4	17	9	9	2	3	3	11	4	3	1					
10	Число действительных бюллетеней	15755	1228	952	1038	933	1012	980	1015	1072	190	66	1066	150	82	47	165	438	609	205	533	106	404	240	554	191	586	254	182	108	339	92	352	113	360	93					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	295	20	20	20	20	20	20	20	20	3	1	20	1	2	1	2	7	14	3	10	2	6	4	10	2	10	5	3	1	8	1	6	4	7	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	138	10	13	9	9	12	15	14	15	1	0	4	0	0	0	2	0	4	1	5	0	0	0	2	0	10	0	0	0	7	1	0	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	137	18	4	9	4	2	8	5	5	1	4	4	0	0	0	9	4	18	7	3	1	1	0	4	1	16	0	0	1	1	0	5	2	0	0					
14	Число погашенных открепительных удостоверений	157	10	7	11	11	8	5	6	5	2	1	16	1	2	1	0	7	10	2	5	2	6	4	8	2	0	5	3	1	1	0	6	1	6	2					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	191	15	7	3	11	17	11	10	3	5	3	13	3	1	0	1	4	12	2	4	3	4	7	5	4	6	5	3	0	6	7	6	1	5	4					
		1.18%	1.17%	0.72%	0.28%	1.16%	1.64%	1.09%	0.97%	0.27%	2.53%	4.22%	1.19%	1.97%	1.17%	0.0%	0.54%	0.91%	1.92%	0.95%	0.72%	2.72%	0.93%	2.82%	0.88%	2.05%	0.99%	1.90%	1.57%	0.0%	1.75%	7.36%	1.65%	0.85%	1.37%	4.25%					
