Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Район Южное Тушино																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №3211	УИК №3212					
1	"Число избирателей, внесенных в списки"	64631	3070	2156	2588	2780	2595	2384	2649	2573	2449	2254	2461	1489	1788	1822	2334	1763	2846	2713	2376	2403	2650	2771	2232	2770	3024	1141	2386	85	79					
2	"Число бюллетеней, полученных участковыми комиссиями"	64000	3000	2100	2600	2700	2500	2400	2600	2500	2400	2200	2400	1400	1700	1800	2300	1700	2800	2700	2300	2400	2600	2700	2100	2700	3000	1900	2300	100	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	36196	1708	1178	1489	1719	1530	1275	1294	1433	1329	1210	1311	797	984	1040	1292	1014	1642	1571	1273	1350	1414	1302	1198	1578	1597	1132	1372	85	79					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	865	41	43	37	25	28	37	55	31	28	38	38	26	30	25	10	24	37	59	40	56	49	29	14	23	30	9	3	0	0					
6	Число погашенных бюллетеней	26939	1251	879	1074	956	942	1088	1251	1036	1043	952	1051	577	686	735	998	662	1121	1070	987	994	1137	1369	888	1099	1373	759	925	15	21					
7	Число бюллетеней в переносных ящиках для голосования	865	41	43	37	25	28	37	55	31	28	38	38	26	30	25	10	24	37	59	40	56	49	29	14	23	30	9	3	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	36070	1708	1178	1483	1698	1502	1256	1294	1433	1326	1207	1311	771	984	1040	1292	1014	1642	1571	1273	1350	1414	1294	1196	1578	1587	1132	1372	85	79					
9	Число недействительных бюллетеней	465	5	13	13	21	24	18	2	27	15	11	18	17	18	10	25	9	21	16	17	62	14	14	14	9	24	11	12	4	1					
10	Число действительных бюллетеней	36470	1744	1208	1507	1702	1506	1275	1347	1437	1339	1234	1331	780	996	1055	1277	1029	1658	1614	1296	1344	1449	1309	1196	1592	1593	1130	1363	81	78					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1700	80	60	70	70	70	60	70	70	70	60	60	40	50	50	60	40	70	70	60	60	70	70	60	70	80	50	60	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	676	45	14	43	32	31	23	30	24	24	22	18	15	16	23	32	20	31	26	19	27	15	22	27	31	25	15	26	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	451	33	13	18	24	28	24	20	7	28	5	15	6	12	4	5	32	6	15	9	17	9	7	20	16	17	7	17	16	21					
14	Число погашенных открепительных удостоверений	1024	35	46	27	38	39	37	40	46	46	38	42	25	34	27	28	20	39	44	41	33	55	48	33	39	55	35	34	0	0					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	238	11	10	8	15	20	11	11	9	9	5	11	7	2	3	10	4	9	9	7	7	16	9	5	8	8	4	9	0	1					
