Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Суоярвская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №519	УИК №520	УИК №521	УИК №523	УИК №526	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №545					
1	"Число избирателей, внесенных в списки избирателей"	17632	2246	2438	2810	1008	103	344	279	1189	132	920	1488	1173	174	151	503	780	624	452	108	710					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16832	2200	2300	2570	900	100	345	275	1100	132	950	1400	1100	162	158	500	770	600	460	160	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	51	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9333	1195	1295	1636	566	39	193	154	527	86	427	686	625	112	64	281	409	327	242	65	404					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	688	65	52	39	17	23	13	16	54	9	35	61	40	4	17	42	56	28	35	43	39					
6	Число погашенных избирательных бюллетеней	6760	940	953	844	317	38	139	105	519	37	488	653	435	46	77	177	305	245	183	52	207					
7	Число избирательных бюллетеней в переносных ящиках для голосования	739	65	52	90	17	23	13	16	54	9	35	61	40	4	17	42	56	28	35	43	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9333	1195	1295	1636	566	39	193	154	527	86	427	686	625	112	64	281	409	327	242	65	404					
9	Число недействительных избирательных бюллетеней	89	14	10	24	9	0	0	1	7	1	0	4	3	0	0	3	7	1	2	0	3					
10	Число действительных избирательных бюллетеней	9983	1246	1337	1702	574	62	206	169	574	94	462	743	662	116	81	320	458	354	275	108	440					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	255	18	23	24	15	7	10	7	15	7	15	15	15	7	10	10	10	10	19	8	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	123	14	7	18	9	2	6	1	4	0	1	7	5	1	7	3	3	4	19	8	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	126	16	16	15	6	2	0	1	5	2	3	3	15	1	3	2	5	9	4	4	14					
14	Число погашенных неиспользованных открепительных удостоверений	132	4	16	6	6	5	4	6	11	7	14	8	10	6	3	7	7	6	0	0	6					
