Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Пудожская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473					
1	"Число избирателей, внесенных в списки"	20779	1993	1967	2197	2090	163	140	542	239	340	686	486	373	504	120	1262	544	277	236	529	89	1458	662	216	115	1156	991	177	53	709	258	207					
2	"Число бюллетеней, полученных участковыми комиссиями"	20867	2000	1950	2160	2100	160	140	548	230	340	680	485	370	500	120	1250	550	275	430	530	80	1430	650	230	113	1150	990	178	58	700	265	205					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10443	919	1149	958	1062	94	61	243	165	175	335	234	157	268	64	531	239	124	217	284	62	766	384	129	61	473	536	102	30	390	124	107					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	496	18	16	17	20	4	20	9	6	35	9	7	20	6	6	39	27	13	19	5	7	52	20	4	0	17	21	5	0	12	46	16					
6	Число погашенных бюллетеней	9928	1063	785	1185	1018	62	59	296	59	130	336	244	193	226	50	680	284	138	194	241	11	612	246	97	52	660	433	71	28	298	95	82					
7	Число бюллетеней в переносных ящиках для голосования	496	18	16	17	20	4	20	9	6	35	9	7	20	6	6	39	27	13	19	5	7	52	20	4	0	17	21	5	0	12	46	16					
8	Число бюллетеней в стационарных ящиках для голосования	10440	919	1149	958	1061	94	61	243	165	175	335	234	157	268	64	531	239	124	217	284	62	766	384	129	61	472	535	102	30	390	124	107					
9	Число недействительных бюллетеней	269	15	21	19	9	3	1	10	12	12	18	0	4	8	3	13	1	2	8	18	2	13	12	6	5	14	12	5	1	10	7	5					
10	Число действительных бюллетеней	10667	922	1144	956	1072	95	80	242	159	198	326	241	173	266	67	557	265	135	228	271	67	805	392	127	56	475	544	102	29	392	163	118					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	278	25	25	25	25	5	5	7	5	7	5	5	5	10	5	10	7	5	5	5	5	15	7	5	5	10	10	5	5	10	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	98	11	14	5	12	0	0	0	1	2	5	0	0	9	0	2	6	2	2	0	0	5	4	1	0	1	7	0	1	3	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	4	6	8	6	0	0	0	2	4	8	2	0	2	3	3	0	1	2	0	5	9	2	0	0	2	2	2	0	0	1	1					
14	Число погашенных открепительных удостоверений	180	14	11	20	13	5	5	7	4	5	0	5	5	1	5	8	1	3	3	5	5	10	3	4	5	9	3	5	4	7	4	1					
15	Число открепительных удостоверений выданных ТИК	9	1	1	3	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	161	4	12	5	12	2	0	2	4	7	3	5	3	6	3	7	1	3	1	10	2	18	7	0	0	10	15	3	0	14	0	2					
		1.47%	0.42%	1.03%	0.51%	1.11%	2.04%	0.0%	0.79%	2.33%	3.33%	0.87%	2.07%	1.69%	2.18%	4.28%	1.22%	0.37%	2.18%	0.42%	3.46%	2.89%	2.20%	1.73%	0.0%	0.0%	2.04%	2.69%	2.80%	0.0%	3.48%	0.0%	1.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	345	40	66	37	64	2	2	7	4	3	26	9	1	2	0	9	5	0	14	0	1	8	12	6	1	8	3	5	0	6	3	1					
		3.15%	4.26%	5.66%	3.79%	5.92%	2.04%	2.46%	2.77%	2.33%	1.42%	7.55%	3.73%	0.56%	0.72%	0.0%	1.57%	1.87%	0.0%	5.93%	0.0%	1.44%	0.97%	2.97%	4.51%	1.63%	1.63%	0.53%	4.67%	0.0%	1.49%	1.76%	0.81%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	337	30	30	24	27	6	1	7	4	6	14	10	9	4	4	13	16	2	7	8	4	19	20	4	6	12	14	5	0	20	5	6					
		3.08%	3.20%	2.57%	2.46%	2.49%	6.12%	1.23%	2.77%	2.33%	2.85%	4.06%	4.14%	5.08%	1.45%	5.71%	2.28%	6.01%	1.45%	2.96%	2.76%	5.79%	2.32%	4.95%	3.00%	9.83%	2.45%	2.51%	4.67%	0.0%	4.97%	2.94%	4.87%					
