Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Вейделевская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397					
1	"Число избирателей, внесенных в список"	18360	1097	216	656	1089	1062	1095	1042	518	551	445	1136	345	261	933	356	295	848	311	483	275	871	439	206	409	748	624	577	306	244	198	324	400					
2	Число полученных избирательных бюллетеней	18665	1089	216	652	1061	1127	1112	1118	559	587	436	1107	342	260	980	356	305	866	309	512	288	880	440	207	408	748	628	561	300	242	205	338	426					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12007	709	150	497	617	593	630	583	281	302	246	736	155	193	664	198	205	543	146	369	227	578	344	171	275	549	410	469	255	182	159	217	354					
5	"Число избирательных бюллетеней, выданных вне помещения"	2276	168	29	101	57	34	31	35	89	90	85	58	80	17	248	113	70	190	119	67	25	133	29	27	36	72	85	28	3	34	35	52	36					
6	Число погашенных избирательных бюллетеней	4382	212	37	54	387	500	451	500	189	195	105	313	107	50	68	45	30	133	44	76	36	169	67	9	97	127	133	64	42	26	11	69	36					
7	Число избирательных бюллетеней в переносных ящиках	2276	168	29	101	57	34	31	35	89	90	85	58	80	17	248	113	70	190	119	67	25	133	29	27	36	72	85	28	3	34	35	52	36					
8	Число бюллетеней в стационарных ящиках для голосования	12005	709	150	497	617	592	630	583	281	302	245	736	155	193	664	198	205	543	146	369	227	578	344	171	275	549	410	469	255	182	159	217	354					
9	Число недействительных избирательных бюллетеней	144	5	1	4	8	12	3	11	2	3	4	13	2	3	16	5	2	0	1	1	1	4	4	0	3	9	2	7	0	1	0	6	11					
10	Число действительных избирательных бюллетеней	14137	872	178	594	666	614	658	607	368	389	326	781	233	207	896	306	273	733	264	435	251	707	369	198	308	612	493	490	258	215	194	263	379					
11	Число полученных открепительных  удостоверений	252	15	5	5	15	15	15	10	5	5	5	5	5	5	35	5	5	10	5	5	5	12	5	5	5	5	5	5	5	5	5	10	5					
12	Число выданных открепительных удостоверений	109	5	0	0	14	3	8	7	1	0	0	0	2	1	28	0	3	9	0	3	1	6	0	0	1	0	3	0	1	0	2	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	5	0	3	1	4	7	3	2	0	0	2	2	0	5	1	2	0	1	3	0	0	1	0	1	0	0	2	1	0	2	1	3					
14	Число неиспользованных открепительных удостоверений	143	10	5	5	1	12	7	3	4	5	5	5	3	4	7	5	2	1	5	2	4	6	5	5	4	5	2	5	4	5	3	4	0					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	458	23	3	8	33	37	42	31	15	5	15	19	11	4	26	7	5	17	3	21	8	25	9	1	14	17	6	6	21	5	8	3	10					
		3.21%	2.62%	1.68%	1.34%	4.90%	5.91%	6.35%	5.02%	4.05%	1.28%	4.55%	2.39%	4.68%	1.90%	2.85%	2.25%	1.82%	2.32%	1.13%	4.82%	3.17%	3.52%	2.41%	0.51%	4.50%	2.74%	1.21%	1.21%	8.14%	2.31%	4.12%	1.12%	2.56%					
19	. Малышкин Олег Александрович	328	16	6	13	12	13	16	11	12	3	4	21	10	2	24	12	8	19	7	15	6	10	7	4	13	23	5	4	5	2	0	3	22					
		2.30%	1.82%	3.35%	2.17%	1.78%	2.08%	2.42%	1.78%	3.24%	0.77%	1.21%	2.64%	4.26%	0.95%	2.63%	3.86%	2.91%	2.59%	2.64%	3.44%	2.38%	1.41%	1.88%	2.02%	4.18%	3.70%	1.01%	0.80%	1.94%	0.93%	0.00%	1.12%	5.64%					
20	. Миронов Сергей Михайлович	114	5	0	8	2	3	4	6	3	3	0	3	2	2	12	2	2	6	5	6	2	2	5	0	5	7	2	1	3	6	2	4	1					
		0.80%	0.57%	0.00%	1.34%	0.30%	0.48%	0.61%	0.97%	0.81%	0.77%	0.00%	0.38%	0.85%	0.95%	1.32%	0.64%	0.73%	0.82%	1.89%	1.38%	0.79%	0.28%	1.34%	0.00%	1.61%	1.13%	0.40%	0.20%	1.16%	2.78%	1.03%	1.49%	0.26%					
21	. Путин Владимир Владимирович	6291	486	97	347	289	261	271	276	126	157	119	222	97	100	439	166	146	404	136	203	130	343	144	82	185	274	182	117	68	80	52	93	199					
		44.05%	55.42%	54.19%	58.03%	42.88%	41.69%	41.00%	44.66%	34.05%	40.05%	36.06%	27.96%	41.28%	47.62%	48.14%	53.38%	53.09%	55.12%	51.32%	46.56%	51.59%	48.24%	38.61%	41.41%	59.49%	44.12%	36.77%	23.54%	26.36%	37.04%	26.80%	34.57%	51.03%					
22	. Хакамада Ирина Муцуовна	283	14	2	7	10	16	17	18	9	11	10	25	3	2	16	5	5	14	7	11	4	8	12	4	6	14	6	13	2	2	1	3	6					
		1.98%	1.60%	1.12%	1.17%	1.48%	2.56%	2.57%	2.91%	2.43%	2.81%	3.03%	3.15%	1.28%	0.95%	1.75%	1.61%	1.82%	1.91%	2.64%	2.52%	1.59%	1.13%	3.22%	2.02%	1.93%	2.25%	1.21%	2.62%	0.78%	0.93%	0.52%	1.12%	1.54%					
23	. Харитонов Николай Михайлович	6254	319	69	195	284	254	268	229	186	202	172	471	104	91	348	104	104	255	100	156	97	306	188	106	83	270	286	336	155	117	124	148	127					
		43.79%	36.37%	38.55%	32.61%	42.14%	40.58%	40.54%	37.06%	50.27%	51.53%	52.12%	59.32%	44.26%	43.33%	38.16%	33.44%	37.82%	34.79%	37.74%	35.78%	38.49%	43.04%	50.40%	53.54%	26.69%	43.48%	57.78%	67.61%	60.08%	54.17%	63.92%	55.02%	32.56%					
																																							
24	Против всех	409	9	1	16	36	30	40	36	17	8	6	20	6	6	31	10	3	18	6	23	4	13	4	1	2	7	6	13	4	3	7	9	14					
		2.86%	1.03%	0.56%	2.68%	5.34%	4.79%	6.05%	5.83%	4.59%	2.04%	1.82%	2.52%	2.55%	2.86%	3.40%	3.22%	1.09%	2.46%	2.26%	5.28%	1.59%	1.83%	1.07%	0.51%	0.64%	1.13%	1.21%	2.62%	1.55%	1.39%	3.61%	3.35%	3.59%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
