Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
"Наименование Избирательной комиссии:    Тула, Привокзальная "																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405					
1	"Число избирателей, внесенных в списки"	70763	2775	2446	2357	1023	1741	1405	1412	2079	2731	2043	1546	1387	1058	80	47	1360	1871	2048	1652	1610	2067	2075	2654	2192	1908	1973	1999	2826	1995	73	1669	2242	2437	2204	769	1606	1612	1950	1339	2502					
2	"Число бюллетеней, полученных участковыми комиссиями"	69910	2750	2430	2350	1000	1700	1350	1400	2030	2670	2020	1500	1350	1000	120	60	1380	1830	2070	1610	1580	2050	2070	2650	2180	1900	1970	2000	2800	1950	80	1630	2220	2430	2160	750	1580	1570	1920	1330	2470					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33246	1255	1221	1228	357	721	602	649	991	1364	854	608	548	609	80	43	729	951	1092	766	803	1014	1075	1334	1047	1036	1012	922	1189	837	73	815	1131	1173	1093	253	618	665	799	541	1148					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1309	31	37	19	31	23	46	13	27	35	14	40	51	0	0	0	51	8	39	19	31	48	42	40	48	32	58	25	48	70	0	25	25	52	17	101	41	21	43	31	27					
6	Число погашенных бюллетеней	35355	1464	1172	1103	612	956	702	738	1012	1271	1152	852	751	391	40	17	600	871	939	825	746	988	953	1276	1085	832	900	1053	1563	1043	7	790	1064	1205	1050	396	921	884	1078	758	1295					
7	Число бюллетеней в переносных ящиках для голосования	1309	31	37	19	31	23	46	13	27	35	14	40	51	0	0	0	51	8	39	19	31	48	42	40	48	32	58	25	48	70	0	25	25	52	17	101	41	21	43	31	27					
8	Число бюллетеней в стационарных ящиках для голосования	33227	1253	1221	1228	357	721	601	649	991	1364	854	608	548	608	80	43	729	951	1089	766	803	1014	1075	1334	1047	1036	1012	921	1189	832	73	814	1129	1173	1092	253	617	665	799	540	1148					
9	Число недействительных бюллетеней	482	15	57	16	11	13	12	11	17	30	18	8	9	2	0	1	6	4	22	18	4	6	18	15	10	13	7	8	14	18	0	7	13	17	12	1	11	10	15	2	11					
10	Число действительных бюллетеней	34054	1269	1201	1231	377	731	635	651	1001	1369	850	640	590	606	80	42	774	955	1106	767	830	1056	1099	1359	1085	1055	1063	938	1223	884	73	832	1141	1208	1097	353	647	676	827	569	1164					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	806	44	24	24	14	14	14	14	14	24	14	14	14	24	0	0	14	24	24	14	24	30	34	29	30	40	30	14	24	29	0	14	30	24	14	14	14	16	26	16	26					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	501	31	20	17	2	7	9	8	6	17	7	7	2	14	0	0	4	10	16	8	13	24	21	29	24	33	22	10	22	15	0	11	17	16	6	2	8	3	16	7	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	432	7	11	7	5	5	5	10	8	2	3	2	3	8	59	7	5	20	19	4	13	10	5	10	13	18	12	7	13	13	16	23	14	12	11	8	10	16	3	3	12					
14	Число погашенных открепительных удостоверений	305	13	4	7	12	7	5	6	8	7	7	7	12	10	0	0	10	14	8	6	11	6	13	0	6	7	8	4	2	14	0	3	13	8	8	12	6	13	10	9	9					
15	Число открепительных удостоверений выданных ТИК	87	5	0	4	0	0	0	1	5	2	3	3	3	1	0	0	1	3	0	4	1	2	3	6	0	0	2	1	2	3	0	3	5	3	4	1	3	4	3	2	4					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	253	11	10	6	2	8	8	7	4	7	3	8	3	1	1	0	8	8	9	13	10	10	1	8	8	14	6	10	5	11	3	6	6	4	4	4	5	5	8	4	4					
		0.73%	0.85%	0.79%	0.48%	0.51%	1.07%	1.23%	1.05%	0.39%	0.50%	0.34%	1.23%	0.50%	0.16%	1.25%	0.0%	1.02%	0.83%	0.79%	1.65%	1.19%	0.94%	0.08%	0.58%	0.73%	1.31%	0.56%	1.05%	0.40%	1.21%	4.10%	0.71%	0.51%	0.32%	0.36%	1.12%	0.75%	0.72%	0.95%	0.70%	0.34%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1519	51	47	45	19	14	13	18	25	44	24	19	31	42	3	2	46	84	61	40	49	51	67	60	56	47	64	44	61	30	1	48	57	57	50	14	19	23	34	16	43					
		4.39%	3.97%	3.73%	3.60%	4.89%	1.88%	2.00%	2.71%	2.45%	3.14%	2.76%	2.93%	5.17%	6.90%	3.75%	4.65%	5.89%	8.75%	5.40%	5.09%	5.87%	4.80%	5.99%	4.36%	5.11%	4.40%	5.98%	4.65%	4.93%	3.32%	1.36%	5.72%	4.93%	4.65%	4.50%	3.95%	2.88%	3.35%	4.03%	2.80%	3.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1360	36	53	61	17	28	25	29	42	52	34	18	11	9	8	3	17	16	52	27	26	43	50	59	46	43	48	72	40	27	7	28	48	51	21	13	39	28	42	27	64					
		3.93%	2.80%	4.21%	4.89%	4.38%	3.76%	3.86%	4.38%	4.12%	3.71%	3.91%	2.77%	1.83%	1.48%	10.0%	6.97%	2.17%	1.66%	4.60%	3.43%	3.11%	4.04%	4.47%	4.29%	4.20%	4.02%	4.48%	7.61%	3.23%	2.99%	9.58%	3.33%	4.15%	4.16%	1.89%	3.67%	5.92%	4.08%	4.98%	4.72%	5.44%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2242	73	63	59	23	36	31	27	68	84	48	55	38	45	5	2	42	83	101	51	71	75	87	96	60	94	78	64	71	60	2	46	111	77	71	19	37	34	40	37	78					
		6.49%	5.68%	5.00%	4.73%	5.92%	4.83%	4.79%	4.07%	6.67%	6.00%	5.52%	8.48%	6.34%	7.40%	6.25%	4.65%	5.38%	8.65%	8.95%	6.49%	8.51%	7.06%	7.78%	6.98%	5.47%	8.80%	7.28%	6.76%	5.73%	6.65%	2.73%	5.48%	9.61%	6.28%	6.40%	5.36%	5.62%	4.95%	4.75%	6.47%	6.63%					
22	"5. ""За Русь Святую"""	200	8	7	11	3	5	3	4	7	8	5	3	0	3	1	1	3	3	3	4	6	4	5	5	4	13	8	6	3	4	2	8	9	9	7	0	7	3	5	2	8					
		0.57%	0.62%	0.55%	0.88%	0.77%	0.67%	0.46%	0.60%	0.68%	0.57%	0.57%	0.46%	0.0%	0.49%	1.25%	2.32%	0.38%	0.31%	0.26%	0.50%	0.71%	0.37%	0.44%	0.36%	0.36%	1.21%	0.74%	0.63%	0.24%	0.44%	2.73%	0.95%	0.77%	0.73%	0.63%	0.0%	1.06%	0.43%	0.59%	0.35%	0.68%					
23	"6. ""Объединенная Российская партия ""Русь"""	81	3	6	7	3	2	1	1	1	6	0	1	4	1	2	0	2	5	2	0	4	1	1	2	5	4	1	0	3	1	0	1	5	0	2	0	1	0	0	1	2					
		0.23%	0.23%	0.47%	0.56%	0.77%	0.26%	0.15%	0.15%	0.09%	0.42%	0.0%	0.15%	0.66%	0.16%	2.5%	0.0%	0.25%	0.52%	0.17%	0.0%	0.47%	0.09%	0.08%	0.14%	0.45%	0.37%	0.09%	0.0%	0.24%	0.11%	0.0%	0.11%	0.43%	0.0%	0.18%	0.0%	0.15%	0.0%	0.0%	0.17%	0.17%					
24	"7. ""Новый курс - Автомобильная Россия"""	383	13	13	11	6	4	9	5	20	16	7	12	8	8	3	1	12	11	12	5	13	11	12	18	16	10	10	6	20	10	0	8	4	18	14	4	6	10	6	4	7					
		1.10%	1.01%	1.03%	0.88%	1.54%	0.53%	1.39%	0.75%	1.96%	1.14%	0.80%	1.85%	1.33%	1.31%	3.75%	2.32%	1.53%	1.14%	1.06%	0.63%	1.55%	1.03%	1.07%	1.31%	1.46%	0.93%	0.93%	0.63%	1.61%	1.10%	0.0%	0.95%	0.34%	1.46%	1.26%	1.12%	0.91%	1.45%	0.71%	0.70%	0.59%					
25	"8. ""Народно-республиканская партия России"""	58	2	0	0	1	5	2	2	0	4	0	1	2	0	1	4	1	0	2	1	1	2	1	3	0	2	2	1	3	1	0	1	3	2	2	0	0	3	1	1	1					
		0.16%	0.15%	0.0%	0.0%	0.25%	0.67%	0.30%	0.30%	0.0%	0.28%	0.0%	0.15%	0.33%	0.0%	1.25%	9.30%	0.12%	0.0%	0.17%	0.12%	0.11%	0.18%	0.08%	0.21%	0.0%	0.18%	0.18%	0.10%	0.24%	0.11%	0.0%	0.11%	0.25%	0.16%	0.18%	0.0%	0.0%	0.43%	0.11%	0.17%	0.08%					
26	"9. ""Российская экологическая партия ""Зеленые"""	143	4	4	6	0	1	2	2	2	6	1	4	2	3	1	0	4	7	6	1	9	4	8	7	4	4	6	1	4	2	1	1	9	3	2	0	3	2	3	2	12					
		0.41%	0.31%	0.31%	0.48%	0.0%	0.13%	0.30%	0.30%	0.19%	0.42%	0.11%	0.61%	0.33%	0.49%	1.25%	0.0%	0.51%	0.72%	0.53%	0.12%	1.07%	0.37%	0.71%	0.50%	0.36%	0.37%	0.56%	0.10%	0.32%	0.22%	1.36%	0.11%	0.77%	0.24%	0.18%	0.0%	0.45%	0.29%	0.35%	0.35%	1.02%					
27	"10. ""Аграрная партия России"""	590	14	20	31	3	25	20	12	12	13	15	9	10	3	2	2	16	17	15	12	0	16	17	25	25	20	17	20	21	10	0	16	30	18	13	4	15	4	17	23	28					
		1.70%	1.09%	1.58%	2.48%	0.77%	3.36%	3.09%	1.81%	1.17%	0.92%	1.72%	1.38%	1.66%	0.49%	2.5%	4.65%	2.05%	1.77%	1.32%	1.52%	0.0%	1.50%	1.52%	1.81%	2.28%	1.87%	1.58%	2.11%	1.69%	1.10%	0.0%	1.90%	2.59%	1.46%	1.17%	1.12%	2.27%	0.58%	2.01%	4.02%	2.38%					
28	"11. ""Истинные патриоты России"""	30	2	0	0	0	1	2	0	1	4	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	7	3	0	2	0	1	2	0					
		0.08%	0.15%	0.0%	0.0%	0.0%	0.13%	0.30%	0.0%	0.09%	0.28%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.08%	0.12%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.57%	0.27%	0.0%	0.30%	0.0%	0.11%	0.35%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	759	16	25	11	3	28	33	32	43	90	39	32	26	18	1	0	32	15	19	18	10	17	17	20	18	21	15	10	13	13	0	8	8	19	18	3	12	16	15	11	14					
		2.19%	1.24%	1.98%	0.88%	0.77%	3.76%	5.10%	4.83%	4.22%	6.43%	4.49%	4.93%	4.34%	2.96%	1.25%	0.0%	4.10%	1.56%	1.68%	2.29%	1.19%	1.60%	1.52%	1.45%	1.64%	1.96%	1.40%	1.05%	1.05%	1.44%	0.0%	0.95%	0.69%	1.55%	1.62%	0.84%	1.82%	2.33%	1.78%	1.92%	1.19%					
30	"13. ""Демократическая партия России"""	70	5	3	2	1	0	2	2	1	2	1	2	2	1	2	0	3	0	0	4	1	1	2	0	3	3	2	3	0	2	0	1	1	4	1	5	0	0	3	0	5					
		0.20%	0.38%	0.23%	0.16%	0.25%	0.0%	0.30%	0.30%	0.09%	0.14%	0.11%	0.30%	0.33%	0.16%	2.5%	0.0%	0.38%	0.0%	0.0%	0.50%	0.11%	0.09%	0.17%	0.0%	0.27%	0.28%	0.18%	0.31%	0.0%	0.22%	0.0%	0.11%	0.08%	0.32%	0.09%	1.41%	0.0%	0.0%	0.35%	0.0%	0.42%					
31	"14. ""Великая Россия - Евразийский Союз"""	57	6	2	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	0	1	1	2	5	2	4	3	4	2	1	0	3	0	3	2	3	0	0	1	0	0					
