Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Зональная 																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832					
1	"Число избирателей, внесенных в списки"	14967	1813	2765	253	192	1095	1291	797	1417	311	326	2449	1328	930					
2	"Число бюллетеней, полученных участковыми комиссиями"	14745	1797	2742	240	194	1073	1300	758	1381	286	296	2403	1337	938					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8904	1079	1675	176	132	718	705	557	834	190	217	1335	807	479					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	400	45	71	17	7	43	20	15	27	5	13	55	30	52					
6	Число погашенных бюллетеней	5441	673	996	47	55	312	575	186	520	91	66	1013	500	407					
7	Число бюллетеней в переносных ящиках для голосования	400	45	71	17	7	43	20	15	27	5	13	55	30	52					
8	Число бюллетеней в стационарных ящиках для голосования	8902	1079	1674	176	132	718	705	557	834	190	217	1334	807	479					
9	Число недействительных бюллетеней	126	21	12	3	3	11	14	9	18	3	5	11	4	12					
10	Число действительных бюллетеней	9176	1103	1733	190	136	750	711	563	843	192	225	1378	833	519					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	98	12	19	2	1	7	9	5	9	2	2	15	9	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	4	10	0	0	1	0	3	1	0	0	3	4	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	40	1	10	3	0	6	4	3	1	0	3	3	2	4					
14	Число погашенных открепительных удостоверений	66	8	9	2	1	6	9	2	8	2	2	12	5	0					
15	Число открепительных удостоверений выданных ТИК	2	0	1	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	91	7	11	3	0	5	9	4	9	4	5	17	11	6					
		0.97%	0.62%	0.63%	1.55%	0.0%	0.65%	1.24%	0.69%	1.04%	2.05%	2.17%	1.22%	1.31%	1.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	134	14	37	7	1	2	16	3	6	7	4	17	9	11					
		1.44%	1.24%	2.12%	3.62%	0.71%	0.26%	2.20%	0.52%	0.69%	3.58%	1.73%	1.22%	1.07%	2.07%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	161	19	20	3	1	9	9	13	17	4	8	35	14	9					
		1.73%	1.69%	1.14%	1.55%	0.71%	1.18%	1.24%	2.27%	1.97%	2.05%	3.47%	2.51%	1.67%	1.69%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	347	25	66	6	5	13	32	45	15	7	16	63	46	8					
		3.73%	2.22%	3.78%	3.10%	3.59%	1.70%	4.41%	7.86%	1.74%	3.58%	6.95%	4.53%	5.49%	1.50%					
22	"5. ""За Русь Святую"""	42	5	12	0	0	2	5	1	2	1	0	4	6	4					
		0.45%	0.44%	0.68%	0.0%	0.0%	0.26%	0.68%	0.17%	0.23%	0.51%	0.0%	0.28%	0.71%	0.75%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	4	6	1	0	3	4	0	0	0	0	1	2	2					
		0.24%	0.35%	0.34%	0.51%	0.0%	0.39%	0.55%	0.0%	0.0%	0.0%	0.0%	0.07%	0.23%	0.37%					
24	"7. ""Новый курс - Автомобильная Россия"""	20	3	3	1	0	1	1	4	2	0	0	2	3	0					
		0.21%	0.26%	0.17%	0.51%	0.0%	0.13%	0.13%	0.69%	0.23%	0.0%	0.0%	0.14%	0.35%	0.0%					
25	"8. ""Народно-республиканская партия России"""	11	2	0	0	0	4	0	1	1	1	0	0	0	2					
		0.11%	0.17%	0.0%	0.0%	0.0%	0.52%	0.0%	0.17%	0.11%	0.51%	0.0%	0.0%	0.0%	0.37%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	2	5	1	0	3	1	0	1	2	0	2	0	0					
		0.18%	0.17%	0.28%	0.51%	0.0%	0.39%	0.13%	0.0%	0.11%	1.02%	0.0%	0.14%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1079	202	135	11	13	149	95	83	116	15	16	110	56	78					
		11.59%	17.97%	7.73%	5.69%	9.35%	19.57%	13.10%	14.51%	13.47%	7.69%	6.95%	7.91%	6.69%	14.68%					
28	"11. ""Истинные патриоты России"""	3	1	0	0	0	0	1	0	0	0	0	0	1	0					
		0.03%	0.08%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	97	11	23	7	0	8	6	6	8	3	1	9	13	2					
		1.04%	0.97%	1.31%	3.62%	0.0%	1.05%	0.82%	1.04%	0.92%	1.53%	0.43%	0.64%	1.55%	0.37%					
30	"13. ""Демократическая партия России"""	36	6	3	0	0	1	2	8	3	0	5	2	2	4					
		0.38%	0.53%	0.17%	0.0%	0.0%	0.13%	0.27%	1.39%	0.34%	0.0%	2.17%	0.14%	0.23%	0.75%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	1	2	0	0	1	1	1	1	0	0	1	1	0					
		0.09%	0.08%	0.11%	0.0%	0.0%	0.13%	0.13%	0.17%	0.11%	0.0%	0.0%	0.07%	0.11%	0.0%					
32	"15. ""Партия СЛОН"""	10	1	0	1	0	1	1	1	0	0	0	2	3	0					
		0.10%	0.08%	0.0%	0.51%	0.0%	0.13%	0.13%	0.17%	0.0%	0.0%	0.0%	0.14%	0.35%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	471	42	83	4	5	40	39	29	35	3	23	77	53	38					
		5.06%	3.73%	4.75%	2.07%	3.59%	5.25%	5.37%	5.06%	4.06%	1.53%	9.99%	5.54%	6.33%	7.15%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	25	8	3	0	1	3	0	0	2	0	1	3	2	2					
		0.26%	0.71%	0.17%	0.0%	0.71%	0.39%	0.0%	0.0%	0.23%	0.0%	0.43%	0.21%	0.23%	0.37%					
35	"18. ""ЛДПР"""	1792	197	451	55	47	143	128	103	150	20	31	262	124	81					
		19.26%	17.52%	25.84%	28.49%	33.81%	18.79%	17.65%	18.00%	17.42%	10.25%	13.47%	18.86%	14.81%	15.25%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	155	15	28	3	3	16	9	9	7	5	5	28	15	12					
		1.66%	1.33%	1.60%	1.55%	2.15%	2.10%	1.24%	1.57%	0.81%	2.56%	2.17%	2.01%	1.79%	2.25%					
37	"20. ""Политическая партия ""Единая Россия"""	2503	255	447	67	34	171	193	185	187	75	61	482	258	88					
		26.90%	22.68%	25.61%	34.71%	24.46%	22.47%	26.62%	32.34%	21.71%	38.46%	26.52%	34.70%	30.82%	16.57%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	3	1	1	0	0	0	0	3	0	1	1	0	2					
		0.12%	0.26%	0.05%	0.51%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.43%	0.07%	0.0%	0.37%					
39	"22. ""Развитие предпринимательства"""	34	7	7	0	0	0	1	1	1	1	0	6	6	4					
		0.36%	0.62%	0.40%	0.0%	0.0%	0.0%	0.13%	0.17%	0.11%	0.51%	0.0%	0.43%	0.71%	0.75%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1836	247	325	17	23	164	151	51	253	39	37	211	180	138					
		19.73%	21.97%	18.62%	8.80%	16.54%	21.55%	20.82%	8.91%	29.38%	20.0%	16.08%	15.19%	21.50%	25.98%					
																				
41	Против всех	268	26	65	2	3	11	7	15	24	5	11	43	28	28					
		2.88%	2.31%	3.72%	1.03%	2.15%	1.44%	0.96%	2.62%	2.78%	2.56%	4.78%	3.09%	3.34%	5.27%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
