Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Лев-Толстовская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702					
1	"Число избирателей, внесенных в списки избирателей"	13188	1799	1297	1179	1335	1392	358	116	426	145	138	153	236	539	133	485	188	564	262	302	590	220	432	239	330	330					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11610	1500	1000	1000	1000	1000	350	120	450	140	140	140	200	500	140	500	180	600	250	300	600	200	450	250	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8616	1039	798	764	785	847	258	84	338	91	101	93	95	432	96	295	96	378	230	220	467	142	319	186	265	197					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1527	114	96	51	88	49	67	21	25	33	28	44	99	61	26	143	51	130	20	53	110	21	62	44	34	57					
6	Число погашенных избирательных бюллетеней	1467	347	106	185	127	104	25	15	87	16	11	3	6	7	18	62	33	92	0	27	23	37	69	20	1	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1527	114	96	51	88	49	67	21	25	33	28	44	99	61	26	143	51	130	20	53	110	21	62	44	34	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8616	1039	798	764	785	847	258	84	338	91	101	93	95	432	96	295	96	378	230	220	467	142	319	186	265	197					
9	Число недействительных избирательных бюллетеней	74	5	8	10	8	9	2	0	3	0	1	3	0	2	0	3	1	1	1	1	6	3	4	2	0	1					
10	Число действительных избирательных бюллетеней	10069	1148	886	805	865	887	323	105	360	124	128	134	194	491	122	435	146	507	249	272	571	160	377	228	299	253					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	348	20	35	20	20	20	10	6	10	6	6	5	10	15	8	20	6	25	10	10	15	6	10	20	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	262	17	33	17	17	15	7	6	5	1	2	5	3	11	8	18	2	25	0	1	13	1	6	17	20	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	93	11	4	4	7	5	6	3	3	4	5	2	2	4	2	5	1	5	2	3	1	3	3	3	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	86	3	2	3	3	5	3	0	5	5	4	0	7	4	0	2	4	0	10	9	2	5	4	3	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	226	24	26	16	15	20	8	7	5	5	4	4	3	7	2	23	4	10	5	7	8	2	9	2	6	4					
		2.23%	2.08%	2.91%	1.96%	1.72%	2.23%	2.46%	6.67%	1.38%	4.03%	3.10%	2.92%	1.55%	1.42%	1.64%	5.25%	2.72%	1.97%	2.00%	2.56%	1.39%	1.23%	2.36%	0.87%	2.01%	1.57%					
19	2.Всероссийская политическая партия «Гражданская Сила»	47	11	6	3	6	3	3	0	0	0	0	1	0	0	2	1	0	3	1	2	0	1	1	1	2	0					
		0.46%	0.95%	0.67%	0.37%	0.69%	0.33%	0.92%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	1.64%	0.23%	0.00%	0.59%	0.40%	0.73%	0.00%	0.61%	0.26%	0.43%	0.67%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
