Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Сосковская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784					
1	"Число избирателей, внесенных в списки"	6221	183	186	296	389	372	248	443	206	281	322	254	203	553	179	1474	376	256					
2	"Число бюллетеней, полученных участковыми комиссиями"	6287	180	177	302	397	375	246	443	213	278	325	256	208	568	182	1488	386	263					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3898	123	153	118	366	220	147	402	197	220	146	148	120	357	74	804	143	160					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1169	45	18	125	9	82	56	0	0	24	127	79	62	84	79	200	133	46					
6	Число погашенных бюллетеней	1220	12	6	59	22	73	43	41	16	34	52	29	26	127	29	484	110	57					
7	Число бюллетеней в переносных ящиках для голосования	1169	45	18	125	9	82	56	0	0	24	127	79	62	84	79	200	133	46					
8	Число бюллетеней в стационарных ящиках для голосования	3898	123	153	118	366	220	147	402	197	220	146	148	120	357	74	804	143	160					
9	Число недействительных бюллетеней	50	4	5	5	1	5	0	4	3	5	0	0	1	3	0	5	9	0					
10	Число действительных бюллетеней	5017	164	166	238	374	297	203	398	194	239	273	227	181	438	153	999	267	206					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	5	5	2	3	4	6	5	4	5	4	5	5	10	1	24	5	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	53	0	0	1	3	2	1	5	4	1	0	3	2	0	1	20	3	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	29	1	0	1	2	2	2	1	1	2	3	2	0	2	1	6	1	2					
14	Число погашенных открепительных удостоверений	47	5	5	1	0	2	5	0	0	4	4	2	3	10	0	4	2	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	24	0	0	2	0	0	1	4	0	0	1	4	0	4	0	5	3	0					
		0.47%	0.0%	0.0%	0.82%	0.0%	0.0%	0.49%	0.99%	0.0%	0.0%	0.36%	1.76%	0.0%	0.90%	0.0%	0.49%	1.08%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	92	0	1	8	2	3	3	1	0	3	6	17	7	18	0	16	7	0					
		1.81%	0.0%	0.58%	3.29%	0.53%	0.99%	1.47%	0.24%	0.0%	1.22%	2.19%	7.48%	3.84%	4.08%	0.0%	1.59%	2.53%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	46	0	1	1	0	3	7	6	1	1	0	0	0	4	5	9	4	4					
		0.90%	0.0%	0.58%	0.41%	0.0%	0.99%	3.44%	1.49%	0.50%	0.40%	0.0%	0.0%	0.0%	0.90%	3.26%	0.89%	1.44%	1.94%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	44	0	3	0	0	2	4	1	8	1	0	0	0	4	4	13	4	0					
		0.86%	0.0%	1.75%	0.0%	0.0%	0.66%	1.97%	0.24%	4.06%	0.40%	0.0%	0.0%	0.0%	0.90%	2.61%	1.29%	1.44%	0.0%					
22	"5. ""За Русь Святую"""	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	5	0					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.09%	1.81%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	11	0	0	0	0	0	0	5	1	2	0	2	0	0	0	1	0	0					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.24%	0.50%	0.81%	0.0%	0.88%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	34	0	1	0	2	0	0	6	1	0	0	5	0	3	0	13	1	2					
		0.67%	0.0%	0.58%	0.0%	0.53%	0.0%	0.0%	1.49%	0.50%	0.0%	0.0%	2.20%	0.0%	0.68%	0.0%	1.29%	0.36%	0.97%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0					
