Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Шелеховская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646					
1	"Число избирателей, внесенных в списки избирателей"	46424	1082	1765	1938	2320	1819	1874	1522	1470	1543	2635	2892	2448	2386	1177	2285	2581	1740	2033	1940	1831	2216	788	1351	1012	584	907	285					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	39740	900	1500	1700	2000	1600	1600	1300	1200	1300	2300	2500	2100	2100	1000	2000	2300	1500	1800	1600	1600	1900	600	1000	800	500	800	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27248	488	918	1121	1299	1094	1241	976	833	951	1522	1775	1534	1398	745	1373	1601	1108	1194	986	881	1213	433	917	555	358	571	163					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	863	13	41	19	35	18	19	27	103	32	13	17	16	17	24	11	25	11	16	38	44	70	38	8	87	61	29	31					
6	Число погашенных избирательных бюллетеней	11629	399	541	560	666	488	340	297	264	317	765	708	550	685	231	616	674	381	590	576	675	617	129	75	158	81	200	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	863	13	41	19	35	18	19	27	103	32	13	17	16	17	24	11	25	11	16	38	44	70	38	8	87	61	29	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27226	488	918	1120	1299	1093	1241	973	833	950	1512	1775	1534	1398	745	1368	1601	1108	1194	986	881	1213	433	917	555	357	571	163					
9	Число недействительных избирательных бюллетеней	479	4	19	31	25	34	31	18	11	21	24	17	12	18	20	16	17	25	20	5	34	22	5	18	14	10	7	1					
10	Число действительных избирательных бюллетеней	27610	497	940	1108	1309	1077	1229	982	925	961	1501	1775	1538	1397	749	1363	1609	1094	1190	1019	891	1261	466	907	628	408	593	193					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1350	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	644	8	26	13	24	21	35	17	22	16	47	32	15	30	21	23	35	10	33	46	26	30	12	33	19	21	17	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	375	9	11	14	17	19	5	24	5	27	27	21	10	10	10	8	12	7	16	22	24	10	7	11	16	10	6	17					
14	Число погашенных неиспользованных открепительных удостоверений	706	42	24	37	26	29	15	33	28	34	3	18	35	20	29	27	15	40	17	4	24	20	38	17	31	29	33	38					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	1	1	0	0	2	1	0	0	0	2	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
