Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Сортавальская городская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №547					
1	"Число избирателей, внесенных в списки"	29252	2119	1081	1126	2175	2097	2532	2550	1501	634	2077	2651	621	92	510	286	354	660	2481	1219	155	421	357	290	835	193	235					
2	"Число бюллетеней, полученных участковыми комиссиями"	25530	2000	1000	1000	2000	2000	2000	2000	1200	600	2000	2000	600	80	500	300	300	600	2000	1000	150	400	300	300	800	200	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14474	913	562	528	1156	1036	1221	1430	696	305	1028	1364	331	37	252	125	132	301	1338	529	86	189	106	163	446	98	102					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	948	24	11	52	25	16	49	26	85	5	21	48	27	11	19	6	34	20	122	187	34	39	17	3	46	9	12					
6	Число погашенных бюллетеней	10108	1063	427	420	819	948	730	544	419	290	951	588	242	32	229	169	134	279	540	284	30	172	177	134	308	93	86					
7	Число бюллетеней в переносных ящиках для голосования	948	24	11	52	25	16	49	26	85	5	21	48	27	11	19	6	34	20	122	187	34	39	17	3	46	9	12					
8	Число бюллетеней в стационарных ящиках для голосования	14466	913	562	526	1156	1036	1217	1429	695	305	1027	1364	331	37	252	125	132	301	1338	527	86	189	106	166	446	98	102					
9	Число недействительных бюллетеней	179	10	3	3	16	11	6	9	5	4	7	23	2	1	3	4	0	10	24	20	2	2	2	3	4	0	5					
10	Число действительных бюллетеней	15235	927	570	575	1165	1041	1260	1446	775	306	1041	1389	356	47	268	127	166	311	1436	694	118	226	121	166	488	107	109					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	252	20	10	10	20	10	20	10	40	6	10	10	10	1	5	3	5	10	10	10	0	5	10	2	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	113	10	5	1	16	5	12	10	1	0	7	9	3	1	2	0	2	5	4	8	0	2	2	0	5	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	5	2	3	5	7	3	1	1	2	4	2	3	2	0	5	2	4	3	2	0	1	1	1	0	3	0					
14	Число погашенных открепительных удостоверений	139	10	5	9	4	5	8	0	39	6	3	1	7	0	3	3	3	5	6	2	0	3	8	2	0	5	2					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	136	7	2	5	12	5	10	11	17	3	12	11	6	0	2	1	0	5	13	3	2	1	1	1	4	2	0					
		0.88%	0.74%	0.34%	0.86%	1.01%	0.47%	0.78%	0.75%	2.17%	0.96%	1.14%	0.77%	1.67%	0.0%	0.73%	0.76%	0.0%	1.55%	0.89%	0.42%	1.66%	0.43%	0.81%	0.59%	0.81%	1.86%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	702	67	36	18	65	40	89	94	38	10	76	68	10	0	8	1	3	6	34	9	0	0	5	6	14	1	4					
