Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Вадская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11399	2268	1927	1510	477	324	531	261	395	194	336	163	473	638	457	472	511	341	121									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10725	2100	1800	1400	500	300	500	250	385	180	310	160	450	580	450	450	480	320	110									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7092	1436	1129	918	477	182	260	91	353	110	199	73	207	397	286	312	350	246	66									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1043	174	90	123	0	62	53	54	13	40	74	50	71	71	51	52	38	13	14									
6	Число погашенных избирательных бюллетеней	2590	490	581	359	23	56	187	105	19	30	37	37	172	112	113	86	92	61	30									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1043	174	90	123	0	62	53	54	13	40	74	50	71	71	51	52	38	13	14									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7091	1436	1129	918	476	182	260	91	353	110	199	73	207	397	286	312	350	246	66									
9	Число недействительных избирательных бюллетеней	67	13	6	0	12	1	0	2	0	0	2	0	8	9	3	4	3	2	2									
10	Число действительных избирательных бюллетеней	8067	1597	1213	1041	464	243	313	143	366	150	271	123	270	459	334	360	385	257	78									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	50	50	45	0	10	15	10	10	5	10	5	15	15	15	15	15	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	126	30	17	28	0	5	4	0	0	5	2	1	10	6	4	9	2	2	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	82	4	13	10	0	3	2	0	1	1	8	1	5	24	2	2	2	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	174	20	33	17	0	5	11	10	10	0	8	4	5	9	11	6	13	8	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	2	8	4	0	0	0	0	0	0	0	0	0	3	0	1	0	12	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	61	14	5	4	9	3	7	0	0	4	1	0	3	2	3	4	0	2	0									
		0.75%	0.87%	0.41%	0.38%	1.89%	1.23%	2.24%	0.00%	0.00%	2.67%	0.37%	0.00%	1.08%	0.43%	0.89%	1.10%	0.00%	0.77%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	166	39	30	5	1	6	6	5	5	3	4	4	11	14	8	8	12	2	3									
		2.04%	2.42%	2.46%	0.48%	0.21%	2.46%	1.92%	3.45%	1.37%	2.00%	1.47%	3.25%	3.96%	2.99%	2.37%	2.20%	3.09%	0.77%	3.75%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	99	16	18	12	7	3	6	1	1	1	5	1	10	4	4	4	1	4	1									
		1.22%	0.99%	1.48%	1.15%	1.47%	1.23%	1.92%	0.69%	0.27%	0.67%	1.83%	0.81%	3.60%	0.85%	1.19%	1.10%	0.26%	1.54%	1.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5796	1150	854	791	319	178	223	84	304	114	201	84	148	302	245	273	291	196	39									
		71.26%	71.43%	70.06%	75.98%	67.02%	72.95%	71.25%	57.93%	83.06%	76.00%	73.63%	68.29%	53.24%	64.53%	72.70%	75.00%	75.00%	75.68%	48.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	3	5	3	3	0	1	3	1	0	0	0	0	1	3	0	0	0	0									
		0.28%	0.19%	0.41%	0.29%	0.63%	0.00%	0.32%	2.07%	0.27%	0.00%	0.00%	0.00%	0.00%	0.21%	0.89%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	2	1	2	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0									
		0.11%	0.12%	0.08%	0.19%	0.21%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.39%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	851	156	145	74	90	11	22	26	18	11	26	14	43	69	36	22	45	28	15									
		10.46%	9.69%	11.89%	7.11%	18.91%	4.51%	7.03%	17.93%	4.92%	7.33%	9.52%	11.38%	15.47%	14.74%	10.68%	6.04%	11.60%	10.81%	18.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	11	1	0	4	0	0	0	0	0	0	0	0	2	1	2	0	0	0									
		0.26%	0.68%	0.08%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.30%	0.55%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	8	5	3	1	2	4	1	1	3	2	1	1	1	0	0	0	0	1									
		0.42%	0.50%	0.41%	0.29%	0.21%	0.82%	1.28%	0.69%	0.27%	2.00%	0.73%	0.81%	0.36%	0.21%	0.00%	0.00%	0.00%	0.00%	1.25%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	2	0	4	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0									
		0.14%	0.12%	0.00%	0.38%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.21%	0.00%	0.00%	0.26%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	9	2	6	3	3	2	2	2	1	1	1	0	2	0	1	0	0	2									
		0.45%	0.56%	0.16%	0.58%	0.63%	1.23%	0.64%	1.38%	0.55%	0.67%	0.37%	0.81%	0.00%	0.43%	0.00%	0.27%	0.00%	0.00%	2.50%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	833	153	126	120	14	35	39	17	29	9	30	14	48	53	32	42	35	23	14									
		10.24%	9.50%	10.34%	11.53%	2.94%	14.34%	12.46%	11.72%	7.92%	6.00%	10.99%	11.38%	17.27%	11.32%	9.50%	11.54%	9.02%	8.88%	17.50%									
