Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Боготольская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974					
1	"Число избирателей, внесенных в список"	8781	385	1320	359	250	216	57	912	53	292	497	147	94	126	159	746	252	874	94	89	101	300	84	168	45	692	105	60	102	121	81					
2	Число полученных избирательных бюллетеней	8583	360	1270	382	246	230	61	880	55	280	470	145	96	128	161	720	252	830	96	92	103	285	86	173	47	650	106	65	105	123	86					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4781	220	505	157	126	165	27	443	36	184	227	106	67	72	115	489	165	420	53	41	90	176	58	106	28	426	73	43	47	70	46					
5	"Число избирательных бюллетеней, выданных вне помещения"	539	5	86	56	0	12	7	51	4	0	28	0	0	0	0	17	13	80	12	16	5	11	15	10	12	57	0	0	18	10	14					
6	Число погашенных избирательных бюллетеней	3263	135	679	169	120	53	27	386	15	96	215	39	29	56	46	214	74	330	31	35	8	98	13	57	7	167	33	22	40	43	26					
7	Число избирательных бюллетеней в переносных ящиках	539	5	86	56	0	12	7	51	4	0	28	0	0	0	0	17	13	80	12	16	5	11	15	10	12	57	0	0	18	10	14					
8	Число бюллетеней в стационарных ящиках для голосования	4781	220	505	157	126	165	27	443	36	184	227	106	67	72	115	489	165	420	53	41	90	176	58	106	28	426	73	43	47	70	46					
9	Число недействительных избирательных бюллетеней	49	3	3	1	0	1	0	6	0	0	5	1	1	1	0	5	3	2	0	0	2	5	1	0	1	6	0	0	0	2	0					
10	Число действительных избирательных бюллетеней	5271	222	588	212	126	176	34	488	40	184	250	105	66	71	115	501	175	498	65	57	93	182	72	116	39	477	73	43	65	78	60					
11	Число полученных открепительных  удостоверений	90	3	6	3	3	2	2	5	2	3	4	2	2	2	2	5	3	6	3	3	2	3	2	3	2	5	3	2	2	2	3					
12	Число выданных открепительных удостоверений	7	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	2	0	0	0	0	0	2	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	83	3	5	3	3	2	1	5	2	3	3	2	2	2	2	4	3	6	3	3	2	2	2	3	2	5	3	2	0	2	3					
