Выборы Президента Российской Федерации																																																																																								
Дата голосования: 04.03.2012																																																																																								
																																																																																								
Наименование Избирательной комиссии:    Клинская																																																																																								
																																																																																								
Сводная таблица итогов голосования																																																																																								
																																																																																								
	Число участковых избирательных комиссий	77																																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	77																																																																																						
																																																																																								
		Сумма	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859									
1	Число избирателей, включенных в список избирателей	106511	1312	2087	1257	2029	1944	1498	1204	2121	1825	1372	691	1468	1996	908	1294	1347	2365	1891	1026	2249	2059	1565	1229	1579	2238	1588	1532	1028	2498	1070	1314	1828	1589	1661	2208	2336	2042	1565	2466	2381	2249	1521	246	343	419	468	322	405	465	555	1709	958	282	540	305	1438	1112	2070	1471	1994	1787	1314	1145	693	502	1447	1605	765	1000	383	407	1661	1796	1861	1898	509	1206									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	94000	1000	1800	1000	1800	1700	1200	1000	1800	1500	1300	500	1200	1800	700	1000	1700	2000	1700	800	2000	1800	1300	950	1500	2000	1300	1300	800	2200	800	1000	1500	1500	1500	2000	2000	1700	1300	2200	2200	2500	1300	250	330	410	420	300	400	440	520	1500	1000	260	500	330	1200	1000	2000	1500	1800	1500	1200	1000	690	480	1300	1500	780	1000	370	380	1500	1500	1500	1500	490	1000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	62587	705	1270	659	963	1176	1037	721	1202	1147	869	362	933	1290	500	862	1233	1066	1151	645	1484	1400	931	610	1066	1442	972	951	646	1739	646	751	1107	1011	981	1543	1462	1159	867	1443	1623	1557	923	167	205	197	272	195	201	226	241	1113	584	156	297	190	780	476	1064	827	970	940	673	584	332	255	575	833	387	469	199	121	844	951	1160	1085	258	655									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	7088	81	32	98	95	210	104	68	50	92	71	29	96	105	94	53	114	386	38	50	151	56	63	252	78	221	61	53	51	144	102	45	16	142	160	286	90	154	149	10	52	46	88	30	49	76	32	31	85	55	89	77	73	55	91	0	69	152	113	177	113	81	102	160	113	41	125	49	76	128	68	130	124	61	18	26	48	35									
6	Число погашенных избирательных бюллетеней	24325	214	498	243	742	314	59	211	548	261	360	109	171	405	106	85	353	548	511	105	365	344	306	88	356	337	267	296	103	317	52	204	377	347	359	171	448	387	284	747	525	897	289	53	76	137	116	74	114	159	190	310	343	49	112	140	351	372	823	496	717	479	425	256	245	184	600	618	317	403	103	129	532	488	322	389	184	310									
