Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Каменская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	24169	1162	2049	656	2087	445	467	1010	221	175	320	981	163	309	713	128	181	1025	1939	258	476	1509	250	1462	355	1908	844	292	445	759	678	379	294	229									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23500	1100	1950	650	1950	450	450	950	200	200	300	950	200	300	700	150	200	950	1900	250	500	1300	250	1400	400	1850	850	300	450	750	700	400	300	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8798	496	864	250	691	137	150	381	72	81	84	390	70	139	303	55	58	398	646	63	160	673	59	521	92	633	318	80	148	216	247	136	88	99									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	870	14	23	25	34	27	51	50	10	12	36	47	2	4	11	0	14	41	47	37	21	30	9	17	13	39	29	60	13	51	24	10	57	12									
6	Число погашенных избирательных бюллетеней	13832	590	1063	375	1225	286	249	519	118	107	180	513	128	157	386	95	128	511	1207	150	319	597	182	862	295	1178	503	160	289	483	429	254	155	139									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	870	14	23	25	34	27	51	50	10	12	36	47	2	4	11	0	14	41	47	37	21	30	9	17	13	39	29	60	13	51	24	10	57	12									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8796	496	864	250	691	137	150	381	72	81	84	390	70	139	303	55	57	398	646	63	160	673	59	521	92	633	318	80	148	215	247	136	88	99									
9	Число недействительных избирательных бюллетеней	427	15	35	10	45	4	10	31	3	6	7	19	3	9	15	4	6	11	28	2	11	24	3	22	5	26	22	0	8	15	12	6	3	7									
10	Число действительных избирательных бюллетеней	9239	495	852	265	680	160	191	400	79	87	113	418	69	134	299	51	65	428	665	98	170	679	65	516	100	646	325	140	153	251	259	140	142	104									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	650	30	40	10	40	10	10	30	10	10	10	30	10	10	20	10	10	30	40	20	20	40	10	30	10	40	20	10	20	20	20	10	10	10									
