Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Колпнянская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349					
1	"Число избирателей, внесенных в списки избирателей"	13462	1032	1147	683	719	949	1067	303	226	553	192	328	373	113	635	679	463	257	518	270	496	404	233	305	218	560	196	244	299					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12156	900	990	600	610	840	910	275	210	500	180	290	350	106	570	600	450	235	460	260	470	390	230	270	205	550	185	240	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8774	781	883	528	427	710	745	182	150	335	82	218	300	86	308	411	281	170	389	210	275	291	140	158	122	250	68	118	156					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2288	81	45	54	33	31	48	61	29	121	65	72	32	18	222	172	107	52	67	40	160	77	83	58	67	167	108	109	109					
6	Число погашенных избирательных бюллетеней	1093	38	62	18	150	99	117	32	31	44	33	0	18	2	40	17	62	13	4	10	34	22	7	54	16	133	9	13	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2288	81	45	54	33	31	48	61	29	121	65	72	32	18	222	172	107	52	67	40	160	77	83	58	67	167	108	109	109					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8774	781	883	528	427	710	745	182	150	335	82	218	300	86	308	411	281	170	389	210	275	291	140	158	122	250	68	118	156					
9	Число недействительных избирательных бюллетеней	242	11	36	88	4	3	7	1	0	15	0	7	16	0	13	1	2	3	1	0	1	3	0	1	8	1	9	4	7					
10	Число действительных избирательных бюллетеней	10820	851	892	494	456	738	786	242	179	441	147	283	316	104	517	582	386	219	455	250	434	365	223	215	181	416	167	223	258					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	235	15	20	17	14	17	20	8	3	10	15	4	4	2	5	5	12	6	5	3	6	5	6	7	3	9	3	3	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	186	14	17	12	3	17	13	4	1	10	15	4	4	0	5	2	12	6	5	1	6	1	6	5	3	9	3	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	76	8	6	6	3	1	6	2	1	3	3	1	2	4	1	5	3	3	0	2	2	1	1	1	3	1	3	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	49	1	3	5	11	0	7	4	2	0	0	0	0	2	0	3	0	0	0	2	0	4	0	2	0	0	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	1	4	1	2	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	121	11	7	3	2	14	7	2	4	2	2	2	1	0	8	3	6	1	7	1	8	3	0	2	0	10	0	7	8					
		1.09%	1.28%	0.75%	0.52%	0.43%	1.89%	0.88%	0.82%	2.23%	0.44%	1.36%	0.69%	0.30%	0.00%	1.51%	0.51%	1.55%	0.45%	1.54%	0.40%	1.84%	0.82%	0.00%	0.93%	0.00%	2.40%	0.00%	3.08%	3.02%					
19	2.Всероссийская политическая партия «Гражданская Сила»	39	5	2	2	1	8	5	0	0	2	0	3	2	0	2	1	0	0	0	0	1	5	0	0	0	0	0	0	0					
		0.35%	0.58%	0.22%	0.34%	0.22%	1.08%	0.63%	0.00%	0.00%	0.44%	0.00%	1.03%	0.60%	0.00%	0.38%	0.17%	0.00%	0.00%	0.00%	0.00%	0.23%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	870	105	82	30	52	98	160	18	6	15	11	8	17	5	28	34	15	5	19	1	16	33	3	30	5	49	9	7	9					
		7.86%	12.18%	8.84%	5.15%	11.30%	13.23%	20.18%	7.41%	3.35%	3.29%	7.48%	2.76%	5.12%	4.81%	5.28%	5.83%	3.87%	2.25%	4.17%	0.40%	3.68%	8.97%	1.35%	13.89%	2.65%	11.75%	5.11%	3.08%	3.40%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	55	9	9	0	7	5	8	2	1	0	0	0	2	0	2	2	0	1	1	0	0	3	0	1	0	2	0	0	0					
		0.50%	1.04%	0.97%	0.00%	1.52%	0.67%	1.01%	0.82%	0.56%	0.00%	0.00%	0.00%	0.60%	0.00%	0.38%	0.34%	0.00%	0.45%	0.22%	0.00%	0.00%	0.82%	0.00%	0.46%	0.00%	0.48%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	16	3	1	0	1	1	4	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0					
		0.14%	0.35%	0.11%	0.00%	0.22%	0.13%	0.50%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.17%	0.26%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.44%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	668	64	78	23	34	115	66	19	12	21	9	25	7	0	29	28	12	7	16	1	13	20	3	7	7	18	14	6	14					
		6.04%	7.42%	8.41%	3.95%	7.39%	15.52%	8.32%	7.82%	6.70%	4.61%	6.12%	8.62%	2.11%	0.00%	5.47%	4.80%	3.09%	3.15%	3.51%	0.40%	2.99%	5.43%	1.35%	3.24%	3.70%	4.32%	7.95%	2.64%	5.28%					
