Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Колпнянская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №332	УИК №333	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349					
1	"Число избирателей, внесенных в список избирателей"	13227	1059	578	1203	1010	721	1084	287	207	538	489	434	614	691	429	256	553	248	472	390	227	289	212	517	175	220	324					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13608	1045	587	1244	1028	735	1115	300	215	554	516	450	631	717	458	269	565	255	479	403	230	296	218	550	179	232	337					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7824	808	417	825	537	470	671	190	127	193	226	257	272	344	250	155	336	197	252	249	126	203	153	244	65	85	172					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2639	71	48	70	68	27	71	62	35	179	186	113	258	215	113	65	110	26	164	68	61	50	56	181	90	122	130					
6	Число погашенных избирательных бюллетеней	3145	166	122	349	423	238	373	48	53	182	104	80	101	158	95	49	119	32	63	86	43	43	9	125	24	25	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2639	71	48	70	68	27	71	62	35	179	186	113	258	215	113	65	110	26	164	68	61	50	56	181	90	122	130					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7824	808	417	825	537	470	671	190	127	193	226	257	272	344	250	155	336	197	252	249	126	203	153	244	65	85	172					
9	Число недействительных избирательных бюллетеней	95	0	7	28	29	6	4	2	0	1	0	0	1	4	0	2	0	0	1	5	0	1	0	3	0	0	1					
10	Число действительных избирательных бюллетеней	10368	879	458	867	576	491	738	250	162	371	412	370	529	555	363	218	446	223	415	312	187	252	209	422	155	207	301					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	292	22	13	27	22	16	23	7	5	12	11	10	14	15	13	6	10	5	8	8	5	6	5	13	4	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	120	4	6	19	9	11	13	3	1	5	2	2	2	2	13	4	0	2	1	0	0	0	2	13	0	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	9	2	1	1	2	5	1	0	3	1	2	0	0	1	0	1	0	1	0	0	0	3	0	2	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	172	18	7	8	13	5	10	4	4	7	9	8	12	13	0	2	10	3	7	8	5	6	3	0	4	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
