Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Козельская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407					
1	"Число избирателей, внесенных в список избирателей"	33107	601	162	189	901	766	1081	1049	2774	768	1656	2383	2356	1442	1829	2056	1626	2053	1329	1317	1535	171	425	922	171	516	253	212	366	804	227	889	278					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35000	650	180	220	1000	850	1100	1100	2900	800	1700	2450	2300	1500	2000	2150	1700	2150	1400	1450	1600	220	500	1050	180	550	350	250	350	880	250	920	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	335	0	0	0	0	0	0	0	13	0	0	20	285	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17062	216	59	105	448	328	405	407	1335	409	893	1276	1654	844	992	1253	940	1050	528	674	832	91	215	464	78	211	129	89	73	325	120	498	121					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2619	175	71	51	69	70	144	58	93	47	26	36	92	13	11	0	21	101	123	33	102	56	79	181	55	113	89	79	198	163	62	126	82					
6	Число погашенных избирательных бюллетеней	14984	259	50	64	483	452	551	635	1459	344	781	1118	269	626	997	897	739	999	749	743	666	73	206	405	47	226	132	82	79	392	68	296	97					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2954	175	71	51	69	70	144	58	106	47	26	56	377	30	11	0	21	101	123	33	102	56	79	181	55	113	89	79	198	163	62	126	82					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17050	216	59	105	448	328	405	407	1335	409	893	1276	1648	844	991	1253	937	1050	528	672	832	91	215	464	78	211	129	89	73	325	120	498	121					
9	Число недействительных избирательных бюллетеней	308	5	2	0	9	5	9	7	19	11	22	25	32	15	14	23	19	23	8	12	11	0	3	7	0	5	1	2	2	4	3	8	2					
10	Число действительных избирательных бюллетеней	19696	386	128	156	508	393	540	458	1422	445	897	1307	1993	859	988	1230	939	1128	643	693	923	147	291	638	133	319	217	166	269	484	179	616	201					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1265	30	30	30	30	24	31	20	54	22	30	51	30	35	65	20	49	55	78	46	100	30	40	85	15	35	36	34	20	55	20	45	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1256	30	30	30	30	24	31	17	54	22	30	51	30	35	65	20	49	55	78	46	100	30	40	85	15	35	36	34	20	55	20	39	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	438	4	10	7	11	18	12	10	27	6	22	14	58	24	10	11	17	9	9	8	45	8	7	11	7	15	8	5	17	10	8	5	5					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	0	1	1	0	1	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
