Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Новоалександровская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928					
1	"Число избирателей, внесенных в список"	47110	1564	1223	2395	2759	2100	2122	2268	1620	1845	1284	897	1510	141	962	265	627	254	926	806	544	200	104	306	1848	615	160	172	892	1338	1794	1558	217	194	372	68	186	185	193	188	2300	1203	155	804	2569	606	789	325	214	176	1267					
2	Число полученных избирательных бюллетеней	49126	1463	1238	2470	2815	2146	2132	2351	1733	2008	1312	952	1592	145	1000	296	674	276	994	864	639	216	110	332	1929	707	164	195	949	1362	1828	1609	208	221	402	81	203	197	201	200	2412	1242	160	850	2649	662	859	368	252	183	1275					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	25666	711	575	1220	1123	1049	1015	1042	721	825	657	486	714	111	602	159	419	189	513	518	330	133	87	217	1069	430	92	139	540	654	929	915	168	156	333	67	150	139	139	160	1285	885	115	479	1272	327	535	283	152	155	682					
5	"Число избирательных бюллетеней, выданных вне помещения"	2805	108	83	133	59	53	125	157	91	139	35	28	63	25	43	36	59	10	126	29	14	10	13	48	161	77	7	14	40	54	70	40	40	0	20	0	10	6	17	8	85	45	6	104	258	83	73	22	5	12	61					
6	Число погашенных избирательных бюллетеней	20655	644	580	1117	1633	1044	992	1152	921	1044	620	438	815	9	355	101	196	77	355	317	295	73	10	67	699	200	65	42	369	654	829	654	0	65	49	14	43	52	45	32	1042	312	39	267	1119	252	251	63	95	16	532					
7	Число избирательных бюллетеней в переносных ящиках	2805	108	83	133	59	53	125	157	91	139	35	28	63	25	43	36	59	10	126	29	14	10	13	48	161	77	7	14	40	54	70	40	40	0	20	0	10	6	17	8	85	45	6	104	258	83	73	22	5	12	61					
8	Число бюллетеней в стационарных ящиках для голосования	25666	711	575	1220	1123	1049	1015	1042	721	825	657	486	714	111	602	159	419	189	513	518	330	133	87	217	1069	430	92	139	540	654	929	915	168	156	333	67	150	139	139	160	1285	885	115	479	1272	327	535	283	152	155	682					
9	Число недействительных избирательных бюллетеней	264	3	3	30	22	4	6	27	4	4	5	0	14	0	6	2	1	0	3	6	6	1	0	4	10	13	0	0	2	7	13	9	2	2	3	0	0	2	3	3	8	5	2	4	3	0	5	4	5	0	8					
10	Число действительных избирательных бюллетеней	28207	816	655	1323	1160	1098	1134	1172	808	960	687	514	763	136	639	193	477	199	636	541	338	142	100	261	1220	494	99	153	578	701	986	946	206	154	350	67	160	143	153	165	1362	925	119	579	1527	410	603	301	152	167	735					
11	Число полученных открепительных  удостоверений	253	5	8	10	5	10	9	5	5	7	5	5	3	2	10	3	5	2	5	5	3	3	3	3	8	10	3	5	4	5	6	5	3	3	3	2	2	2	2	2	10	20	2	4	5	4	6	3	1	2	10					
12	Число выданных открепительных удостоверений	186	5	8	10	5	10	9	5	5	7	5	5	3	0	5	2	2	0	1	5	0	0	0	2	8	10	1	0	4	2	6	5	2	0	0	0	1	0	0	1	10	19	0	1	5	1	6	0	0	1	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	118	5	3	2	8	6	10	5	1	2	2	2	3	0	2	0	1	3	2	0	3	1	0	2	5	6	1	2	1	2	8	6	0	0	0	0	2	1	2	0	3	1	1	2	3	1	2	1	1	0	4					
14	Число неиспользованных открепительных удостоверений	67	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	3	2	4	0	3	3	3	1	0	0	2	5	0	3	0	0	1	3	3	2	1	2	2	1	0	1	2	3	0	3	0	3	1	1	1					
15	"Число открепительных удостоверений, выданных в ТИК"	47	1	2	6	3	4	6	7	3	3	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
