Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Ольховская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13641	1457	1436	1428	169	942	120	484	860	534	439	136	449	696	633	542	518	708	381	752	706	251									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13500	1450	1450	1400	170	930	100	450	850	530	440	130	420	680	600	550	520	780	370	730	730	220									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5547	664	567	544	78	547	75	201	277	191	194	74	176	275	249	218	212	251	119	295	226	114									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	894	32	25	24	17	38	1	52	69	24	28	10	56	24	36	44	40	92	49	129	94	10									
6	Число погашенных избирательных бюллетеней	7059	754	858	832	75	345	24	197	504	315	218	46	188	381	315	288	268	437	202	306	410	96									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	894	32	25	24	17	38	1	52	69	24	28	10	56	24	36	44	40	92	49	129	94	10									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5547	664	567	544	78	547	75	201	277	191	194	74	176	275	249	218	212	251	119	295	226	114									
9	Число недействительных избирательных бюллетеней	165	31	9	13	4	21	0	8	6	5	8	3	5	7	9	3	6	12	3	5	6	1									
10	Число действительных избирательных бюллетеней	6276	665	583	555	91	564	76	245	340	210	214	81	227	292	276	259	246	331	165	419	314	123									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	227	15	17	15	5	7	6	10	15	3	10	5	10	10	10	15	10	23	10	6	20	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	201	11	14	14	5	7	6	10	7	1	10	5	5	7	10	15	10	23	10	6	20	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	69	5	2	8	6	5	3	2	3	2	2	2	1	1	5	1	3	4	2	2	6	4									
14	Число погашенных неиспользованных открепительных удостоверений	26	4	3	1	0	0	0	0	8	2	0	0	5	3	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	8	1	6	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	52	13	8	10	0	5	1	0	4	0	1	1	0	1	1	1	1	0	0	2	1	2									
		0.81%	1.87%	1.35%	1.76%	0.00%	0.85%	1.32%	0.00%	1.16%	0.00%	0.45%	1.19%	0.00%	0.33%	0.35%	0.38%	0.40%	0.00%	0.00%	0.47%	0.31%	1.61%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	211	27	23	15	5	22	1	8	13	8	4	1	12	9	13	5	7	13	5	9	8	3									
		3.28%	3.88%	3.89%	2.64%	5.26%	3.76%	1.32%	3.16%	3.76%	3.72%	1.80%	1.19%	5.17%	3.01%	4.56%	1.91%	2.78%	3.79%	2.98%	2.12%	2.50%	2.42%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	116	16	8	14	0	10	2	2	10	6	2	4	1	3	2	5	6	2	5	7	6	5									
		1.80%	2.30%	1.35%	2.46%	0.00%	1.71%	2.63%	0.79%	2.89%	2.79%	0.90%	4.76%	0.43%	1.00%	0.70%	1.91%	2.38%	0.58%	2.98%	1.65%	1.88%	4.03%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3020	266	242	248	50	268	46	121	177	90	86	38	137	149	157	120	110	171	55	251	188	50									
		46.89%	38.22%	40.88%	43.66%	52.63%	45.81%	60.53%	47.83%	51.16%	41.86%	38.74%	45.24%	59.05%	49.83%	55.09%	45.80%	43.65%	49.85%	32.74%	59.20%	58.75%	40.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	2	3	5	0	5	0	0	3	3	0	0	2	0	2	0	0	0	1	1	0	1									
		0.43%	0.29%	0.51%	0.88%	0.00%	0.85%	0.00%	0.00%	0.87%	1.40%	0.00%	0.00%	0.86%	0.00%	0.70%	0.00%	0.00%	0.00%	0.60%	0.24%	0.00%	0.81%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2									
		0.12%	0.14%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.71%	0.00%	1.61%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1496	183	161	162	18	133	11	66	74	54	43	12	39	94	46	61	72	49	32	87	63	36									
		23.23%	26.29%	27.20%	28.52%	18.95%	22.74%	14.47%	26.09%	21.39%	25.12%	19.37%	14.29%	16.81%	31.44%	16.14%	23.28%	28.57%	14.29%	19.05%	20.52%	19.69%	29.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	0	3	0	1	0	1	0	1	0	2	1	2	1	0	0	1	0	0	2	0									
		0.25%	0.14%	0.00%	0.53%	0.00%	0.17%	0.00%	0.40%	0.00%	0.47%	0.00%	2.38%	0.43%	0.67%	0.35%	0.00%	0.00%	0.29%	0.00%	0.00%	0.63%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	33	5	3	5	0	2	0	0	0	2	2	0	2	0	2	1	0	1	1	6	1	0									
		0.51%	0.72%	0.51%	0.88%	0.00%	0.34%	0.00%	0.00%	0.00%	0.93%	0.90%	0.00%	0.86%	0.00%	0.70%	0.38%	0.00%	0.29%	0.60%	1.42%	0.31%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.79%	0.00%	0.60%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	2	1	2	1	0	0	0	1	0	0	0	2	0	0	1	0	4	0	1	0	0									
		0.23%	0.29%	0.17%	0.35%	1.05%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.38%	0.00%	1.17%	0.00%	0.24%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1070	115	114	68	15	91	10	46	50	40	72	19	24	29	38	57	39	83	55	50	36	19									
		16.61%	16.52%	19.26%	11.97%	15.79%	15.56%	13.16%	18.18%	14.45%	18.60%	32.43%	22.62%	10.34%	9.70%	13.33%	21.76%	15.48%	24.20%	32.74%	11.79%	11.25%	15.32%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	3	4	4	0	2	0	0	1	3	1	1	0	0	1	1	2	2	1	1	1	2									
		0.47%	0.43%	0.68%	0.70%	0.00%	0.34%	0.00%	0.00%	0.29%	1.40%	0.45%	1.19%	0.00%	0.00%	0.35%	0.38%	0.79%	0.58%	0.60%	0.24%	0.31%	1.61%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	175	31	16	19	2	24	4	1	7	2	3	3	7	5	13	5	7	5	9	1	8	3									
		2.72%	4.45%	2.70%	3.35%	2.11%	4.10%	5.26%	0.40%	2.02%	0.93%	1.35%	3.57%	3.02%	1.67%	4.56%	1.91%	2.78%	1.46%	5.36%	0.24%	2.50%	2.42%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
